county,precinct,office,disctrict,party,candidate,votes
Tompkins,Ithaca City 2-3 LD 1,Attorney General,,IND,Eric T. Schneiderman,13
Tompkins,Ithaca City 2-4 LD 4,Attorney General,,IND,Eric T. Schneiderman,3
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Attorney General,,IND,Eric T. Schneiderman,5
Tompkins,Ithaca City 3-3 LD 3,Attorney General,,IND,Eric T. Schneiderman,9
Tompkins,Ithaca City 4-1 LD 4,Attorney General,,IND,Eric T. Schneiderman,4
Tompkins,Ithaca City 5-1 LD 2,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Ithaca City 5-2 LD 2,Attorney General,,IND,Eric T. Schneiderman,12
Tompkins,Ithaca City 5-3 LD 2,Attorney General,,IND,Eric T. Schneiderman,3
Tompkins,Caroline 1 LD 7,Attorney General,,IND,Eric T. Schneiderman,5
Tompkins,Caroline 2 LD 7,Attorney General,,IND,Eric T. Schneiderman,8
Tompkins,Caroline 3 LD 7,Attorney General,,IND,Eric T. Schneiderman,3
Tompkins,Danby 1 LD 7,Attorney General,,IND,Eric T. Schneiderman,17
Tompkins,Danby 2 LD 7,Attorney General,,IND,Eric T. Schneiderman,1
Tompkins,Danby 3 LD 7,Attorney General,,IND,Eric T. Schneiderman,13
Tompkins,Dryden 1 LD 13,Attorney General,,IND,Eric T. Schneiderman,16
Tompkins,Dryden 2 LD 14,Attorney General,,IND,Eric T. Schneiderman,22
Tompkins,Dryden 3 LD 9,Attorney General,,IND,Eric T. Schneiderman,0
Tompkins,Dryden 4 LD 13,Attorney General,,IND,Eric T. Schneiderman,9
Tompkins,Dryden 5 LD 13,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Dryden 6 LD 14,Attorney General,,IND,Eric T. Schneiderman,12
Tompkins,Dryden 7 LD 14,Attorney General,,IND,Eric T. Schneiderman,13
Tompkins,Dryden 8 LD 13,Attorney General,,IND,Eric T. Schneiderman,14
Tompkins,Dryden 9 LD 13,Attorney General,,IND,Eric T. Schneiderman,7
Tompkins,Dryden 10 LD 14,Attorney General,,IND,Eric T. Schneiderman,9
Tompkins,Enfield 1 LD 8,Attorney General,,IND,Eric T. Schneiderman,11
Tompkins,Enfield 2 LD 5,Attorney General,,IND,Eric T. Schneiderman,11
Tompkins,Enfield 3 LD 8,Attorney General,,IND,Eric T. Schneiderman,11
Tompkins,Groton 1 LD 9,Attorney General,,IND,Eric T. Schneiderman,4
Tompkins,Groton 2 LD 9,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Groton 3 LD 9,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Groton 4 LD 9,Attorney General,,IND,Eric T. Schneiderman,16
Tompkins,Ithaca 1 LD 5,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Ithaca 2 LD 12,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Ithaca 3 LD 12,Attorney General,,IND,Eric T. Schneiderman,4
Tompkins,Ithaca 4 LD 11,Attorney General,,IND,Eric T. Schneiderman,12
Tompkins,Ithaca 5 LD 11,Attorney General,,IND,Eric T. Schneiderman,7
Tompkins,Ithaca 6 LD 11,Attorney General,,IND,Eric T. Schneiderman,11
Tompkins,Ithaca 7 LD 10,Attorney General,,IND,Eric T. Schneiderman,8
Tompkins,Ithaca 8 LD 10,Attorney General,,IND,Eric T. Schneiderman,8
Tompkins,Ithaca 9 LD 10 ,Attorney General,,IND,Eric T. Schneiderman,4
Tompkins,Ithaca 10 LD 12,Attorney General,,IND,Eric T. Schneiderman,14
Tompkins,Ithaca 11 LD 11,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Ithaca 12 LD 7,Attorney General,,IND,Eric T. Schneiderman,5
Tompkins,Lansing 1 LD 6,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,"Lansing 2 LD 6, 8 LD 9",Attorney General,,IND,Eric T. Schneiderman,21
Tompkins,Lansing 3 LD 6,Attorney General,,IND,Eric T. Schneiderman,18
Tompkins,Lansing 4 LD 6,Attorney General,,IND,Eric T. Schneiderman,7
Tompkins,Lansing 5 LD 6,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Lansing 6 LD 10 ,Attorney General,,IND,Eric T. Schneiderman,6
Tompkins,Lansing 7 LD 10 ,Attorney General,,IND,Eric T. Schneiderman,15
Tompkins,Newfield 1 LD 8,Attorney General,,IND,Eric T. Schneiderman,7
Tompkins,Newfield 2 LD 8,Attorney General,,IND,Eric T. Schneiderman,17
Tompkins,Newfield 3 LD 8,Attorney General,,IND,Eric T. Schneiderman,10
Tompkins,Ulysses 1 LD 5,Attorney General,,IND,Eric T. Schneiderman,13
Tompkins,Ulysses 2 LD 5,Attorney General,,IND,Eric T. Schneiderman,13
Tompkins,Ulysses 3 LD 5,Attorney General,,IND,Eric T. Schneiderman,19
Tompkins,Ulysses 4 LD 5,Attorney General,,IND,Eric T. Schneiderman,11
Tompkins,Total,Attorney General,,IND,Eric T. Schneiderman,617
Tompkins,Ithaca City 1-1 LD 1,Attorney General,,GRE,Ramon Jimenez,41
Tompkins,Ithaca City 1-2 LD 1,Attorney General,,GRE,Ramon Jimenez,29
Tompkins,Ithaca City 1-3 LD 1,Attorney General,,GRE,Ramon Jimenez,14
Tompkins,Ithaca City 1-4 LD 3,Attorney General,,GRE,Ramon Jimenez,50
Tompkins,Ithaca City 2-1 LD 1,Attorney General,,GRE,Ramon Jimenez,74
Tompkins,Ithaca City 2-2 LD 1,Attorney General,,GRE,Ramon Jimenez,62
Tompkins,Ithaca City 2-3 LD 1,Attorney General,,GRE,Ramon Jimenez,60
Tompkins,Ithaca City 2-4 LD 4,Attorney General,,GRE,Ramon Jimenez,27
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Attorney General,,GRE,Ramon Jimenez,16
Tompkins,Ithaca City 3-3 LD 3,Attorney General,,GRE,Ramon Jimenez,29
Tompkins,Ithaca City 4-1 LD 4,Attorney General,,GRE,Ramon Jimenez,16
Tompkins,Ithaca City 5-1 LD 2,Attorney General,,GRE,Ramon Jimenez,63
Tompkins,Ithaca City 5-2 LD 2,Attorney General,,GRE,Ramon Jimenez,61
Tompkins,Ithaca City 5-3 LD 2,Attorney General,,GRE,Ramon Jimenez,16
Tompkins,Caroline 1 LD 7,Attorney General,,GRE,Ramon Jimenez,15
Tompkins,Caroline 2 LD 7,Attorney General,,GRE,Ramon Jimenez,36
Tompkins,Caroline 3 LD 7,Attorney General,,GRE,Ramon Jimenez,27
Tompkins,Danby 1 LD 7,Attorney General,,GRE,Ramon Jimenez,49
Tompkins,Danby 2 LD 7,Attorney General,,GRE,Ramon Jimenez,9
Tompkins,Danby 3 LD 7,Attorney General,,GRE,Ramon Jimenez,53
Tompkins,Dryden 1 LD 13,Attorney General,,GRE,Ramon Jimenez,20
Tompkins,Dryden 2 LD 14,Attorney General,,GRE,Ramon Jimenez,22
Tompkins,Dryden 3 LD 9,Attorney General,,GRE,Ramon Jimenez,4
Tompkins,Dryden 4 LD 13,Attorney General,,GRE,Ramon Jimenez,41
Tompkins,Dryden 5 LD 13,Attorney General,,GRE,Ramon Jimenez,27
Tompkins,Dryden 6 LD 14,Attorney General,,GRE,Ramon Jimenez,21
Tompkins,Dryden 7 LD 14,Attorney General,,GRE,Ramon Jimenez,8
Tompkins,Dryden 8 LD 13,Attorney General,,GRE,Ramon Jimenez,44
Tompkins,Dryden 9 LD 13,Attorney General,,GRE,Ramon Jimenez,23
Tompkins,Dryden 10 LD 14,Attorney General,,GRE,Ramon Jimenez,17
Tompkins,Enfield 1 LD 8,Attorney General,,GRE,Ramon Jimenez,17
Tompkins,Enfield 2 LD 5,Attorney General,,GRE,Ramon Jimenez,17
Tompkins,Enfield 3 LD 8,Attorney General,,GRE,Ramon Jimenez,25
Tompkins,Groton 1 LD 9,Attorney General,,GRE,Ramon Jimenez,9
Tompkins,Groton 2 LD 9,Attorney General,,GRE,Ramon Jimenez,5
Tompkins,Groton 3 LD 9,Attorney General,,GRE,Ramon Jimenez,15
Tompkins,Groton 4 LD 9,Attorney General,,GRE,Ramon Jimenez,17
Tompkins,Ithaca 1 LD 5,Attorney General,,GRE,Ramon Jimenez,24
Tompkins,Ithaca 2 LD 12,Attorney General,,GRE,Ramon Jimenez,19
Tompkins,Ithaca 3 LD 12,Attorney General,,GRE,Ramon Jimenez,23
Tompkins,Ithaca 4 LD 11,Attorney General,,GRE,Ramon Jimenez,34
Tompkins,Ithaca 5 LD 11,Attorney General,,GRE,Ramon Jimenez,30
Tompkins,Ithaca 6 LD 11,Attorney General,,GRE,Ramon Jimenez,19
Tompkins,Ithaca 7 LD 10,Attorney General,,GRE,Ramon Jimenez,5
Tompkins,Ithaca 8 LD 10,Attorney General,,GRE,Ramon Jimenez,19
Tompkins,Ithaca 9 LD 10 ,Attorney General,,GRE,Ramon Jimenez,30
Tompkins,Ithaca 10 LD 12,Attorney General,,GRE,Ramon Jimenez,44
Tompkins,Ithaca 11 LD 11,Attorney General,,GRE,Ramon Jimenez,28
Tompkins,Ithaca 12 LD 7,Attorney General,,GRE,Ramon Jimenez,9
Tompkins,Lansing 1 LD 6,Attorney General,,GRE,Ramon Jimenez,15
Tompkins,"Lansing 2 LD 6, 8 LD 9",Attorney General,,GRE,Ramon Jimenez,20
Tompkins,Lansing 3 LD 6,Attorney General,,GRE,Ramon Jimenez,17
Tompkins,Lansing 4 LD 6,Attorney General,,GRE,Ramon Jimenez,17
Tompkins,Lansing 5 LD 6,Attorney General,,GRE,Ramon Jimenez,19
Tompkins,Lansing 6 LD 10 ,Attorney General,,GRE,Ramon Jimenez,20
Tompkins,Lansing 7 LD 10 ,Attorney General,,GRE,Ramon Jimenez,22
Tompkins,Newfield 1 LD 8,Attorney General,,GRE,Ramon Jimenez,16
Tompkins,Newfield 2 LD 8,Attorney General,,GRE,Ramon Jimenez,20
Tompkins,Newfield 3 LD 8,Attorney General,,GRE,Ramon Jimenez,40
Tompkins,Ulysses 1 LD 5,Attorney General,,GRE,Ramon Jimenez,30
Tompkins,Ulysses 2 LD 5,Attorney General,,GRE,Ramon Jimenez,23
Tompkins,Ulysses 3 LD 5,Attorney General,,GRE,Ramon Jimenez,51
Tompkins,Ulysses 4 LD 5,Attorney General,,GRE,Ramon Jimenez,31
Tompkins,Total,Attorney General,,GRE,Ramon Jimenez,1704
Tompkins,Ithaca City 1-1 LD 1,Attorney General,,LBT,Carl E. Person,3
Tompkins,Ithaca City 1-2 LD 1,Attorney General,,LBT,Carl E. Person,3
Tompkins,Ithaca City 1-3 LD 1,Attorney General,,LBT,Carl E. Person,4
Tompkins,Ithaca City 1-4 LD 3,Attorney General,,LBT,Carl E. Person,4
Tompkins,Ithaca City 2-1 LD 1,Attorney General,,LBT,Carl E. Person,5
Tompkins,Ithaca City 2-2 LD 1,Attorney General,,LBT,Carl E. Person,2
Tompkins,Ithaca City 2-3 LD 1,Attorney General,,LBT,Carl E. Person,4
Tompkins,Ithaca City 2-4 LD 4,Attorney General,,LBT,Carl E. Person,1
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Attorney General,,LBT,Carl E. Person,2
Tompkins,Ithaca City 3-3 LD 3,Attorney General,,LBT,Carl E. Person,0
Tompkins,Ithaca City 4-1 LD 4,Attorney General,,LBT,Carl E. Person,2
Tompkins,Ithaca City 5-1 LD 2,Attorney General,,LBT,Carl E. Person,2
Tompkins,Ithaca City 5-2 LD 2,Attorney General,,LBT,Carl E. Person,3
Tompkins,Ithaca City 5-3 LD 2,Attorney General,,LBT,Carl E. Person,1
Tompkins,Caroline 1 LD 7,Attorney General,,LBT,Carl E. Person,2
Tompkins,Caroline 2 LD 7,Attorney General,,LBT,Carl E. Person,3
Tompkins,Caroline 3 LD 7,Attorney General,,LBT,Carl E. Person,3
Tompkins,Danby 1 LD 7,Attorney General,,LBT,Carl E. Person,4
Tompkins,Danby 2 LD 7,Attorney General,,LBT,Carl E. Person,0
Tompkins,Danby 3 LD 7,Attorney General,,LBT,Carl E. Person,4
Tompkins,Dryden 1 LD 13,Attorney General,,LBT,Carl E. Person,5
Tompkins,Dryden 2 LD 14,Attorney General,,LBT,Carl E. Person,2
Tompkins,Dryden 3 LD 9,Attorney General,,LBT,Carl E. Person,1
Tompkins,Dryden 4 LD 13,Attorney General,,LBT,Carl E. Person,4
Tompkins,Dryden 5 LD 13,Attorney General,,LBT,Carl E. Person,7
Tompkins,Dryden 6 LD 14,Attorney General,,LBT,Carl E. Person,5
Tompkins,Dryden 7 LD 14,Attorney General,,LBT,Carl E. Person,4
Tompkins,Dryden 8 LD 13,Attorney General,,LBT,Carl E. Person,0
Tompkins,Dryden 9 LD 13,Attorney General,,LBT,Carl E. Person,6
Tompkins,Dryden 10 LD 14,Attorney General,,LBT,Carl E. Person,3
Tompkins,Enfield 1 LD 8,Attorney General,,LBT,Carl E. Person,4
Tompkins,Enfield 2 LD 5,Attorney General,,LBT,Carl E. Person,4
Tompkins,Enfield 3 LD 8,Attorney General,,LBT,Carl E. Person,8
Tompkins,Groton 1 LD 9,Attorney General,,LBT,Carl E. Person,6
Tompkins,Groton 2 LD 9,Attorney General,,LBT,Carl E. Person,7
Tompkins,Groton 3 LD 9,Attorney General,,LBT,Carl E. Person,6
Tompkins,Groton 4 LD 9,Attorney General,,LBT,Carl E. Person,4
Tompkins,Ithaca 1 LD 5,Attorney General,,LBT,Carl E. Person,3
Tompkins,Ithaca 2 LD 12,Attorney General,,LBT,Carl E. Person,1
Tompkins,Ithaca 3 LD 12,Attorney General,,LBT,Carl E. Person,3
Tompkins,Ithaca 4 LD 11,Attorney General,,LBT,Carl E. Person,2
Tompkins,Ithaca 5 LD 11,Attorney General,,LBT,Carl E. Person,4
Tompkins,Ithaca 6 LD 11,Attorney General,,LBT,Carl E. Person,4
Tompkins,Ithaca 7 LD 10,Attorney General,,LBT,Carl E. Person,0
Tompkins,Ithaca 8 LD 10,Attorney General,,LBT,Carl E. Person,2
Tompkins,Ithaca 9 LD 10 ,Attorney General,,LBT,Carl E. Person,1
Tompkins,Ithaca 10 LD 12,Attorney General,,LBT,Carl E. Person,2
Tompkins,Ithaca 11 LD 11,Attorney General,,LBT,Carl E. Person,7
Tompkins,Ithaca 12 LD 7,Attorney General,,LBT,Carl E. Person,2
Tompkins,Lansing 1 LD 6,Attorney General,,LBT,Carl E. Person,2
Tompkins,"Lansing 2 LD 6, 8 LD 9",Attorney General,,LBT,Carl E. Person,7
Tompkins,Lansing 3 LD 6,Attorney General,,LBT,Carl E. Person,5
Tompkins,Lansing 4 LD 6,Attorney General,,LBT,Carl E. Person,6
Tompkins,Lansing 5 LD 6,Attorney General,,LBT,Carl E. Person,4
Tompkins,Lansing 6 LD 10 ,Attorney General,,LBT,Carl E. Person,1
Tompkins,Lansing 7 LD 10 ,Attorney General,,LBT,Carl E. Person,3
Tompkins,Newfield 1 LD 8,Attorney General,,LBT,Carl E. Person,6
Tompkins,Newfield 2 LD 8,Attorney General,,LBT,Carl E. Person,2
Tompkins,Newfield 3 LD 8,Attorney General,,LBT,Carl E. Person,3
Tompkins,Ulysses 1 LD 5,Attorney General,,LBT,Carl E. Person,3
Tompkins,Ulysses 2 LD 5,Attorney General,,LBT,Carl E. Person,1
Tompkins,Ulysses 3 LD 5,Attorney General,,LBT,Carl E. Person,2
Tompkins,Ulysses 4 LD 5,Attorney General,,LBT,Carl E. Person,6
Tompkins,Total,Attorney General,,LBT,Carl E. Person,210
Tompkins,Ithaca City 1-1 LD 1,Attorney General,,,Blank,17
Tompkins,Ithaca City 1-2 LD 1,Attorney General,,,Blank,15
Tompkins,Ithaca City 1-3 LD 1,Attorney General,,,Blank,7
Tompkins,Ithaca City 1-4 LD 3,Attorney General,,,Blank,19
Tompkins,Ithaca City 2-1 LD 1,Attorney General,,,Blank,26
Tompkins,Ithaca City 2-2 LD 1,Attorney General,,,Blank,33
Tompkins,Ithaca City 2-3 LD 1,Attorney General,,,Blank,27
Tompkins,Ithaca City 2-4 LD 4,Attorney General,,,Blank,9
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Attorney General,,,Blank,8
Tompkins,Ithaca City 3-3 LD 3,Attorney General,,,Blank,13
Tompkins,Ithaca City 4-1 LD 4,Attorney General,,,Blank,12
Tompkins,Ithaca City 5-1 LD 2,Attorney General,,,Blank,31
Tompkins,Ithaca City 5-2 LD 2,Attorney General,,,Blank,24
Tompkins,Ithaca City 5-3 LD 2,Attorney General,,,Blank,5
Tompkins,Caroline 1 LD 7,Attorney General,,,Blank,17
Tompkins,Caroline 2 LD 7,Attorney General,,,Blank,18
Tompkins,Caroline 3 LD 7,Attorney General,,,Blank,22
Tompkins,Danby 1 LD 7,Attorney General,,,Blank,25
Tompkins,Danby 2 LD 7,Attorney General,,,Blank,3
Tompkins,Danby 3 LD 7,Attorney General,,,Blank,21
Tompkins,Dryden 1 LD 13,Attorney General,,,Blank,18
Tompkins,Dryden 2 LD 14,Attorney General,,,Blank,27
Tompkins,Dryden 3 LD 9,Attorney General,,,Blank,8
Tompkins,Dryden 4 LD 13,Attorney General,,,Blank,18
Tompkins,Dryden 5 LD 13,Attorney General,,,Blank,20
Tompkins,Dryden 6 LD 14,Attorney General,,,Blank,20
Tompkins,Dryden 7 LD 14,Attorney General,,,Blank,25
Tompkins,Dryden 8 LD 13,Attorney General,,,Blank,20
Tompkins,Dryden 9 LD 13,Attorney General,,,Blank,14
Tompkins,Dryden 10 LD 14,Attorney General,,,Blank,18
Tompkins,Enfield 1 LD 8,Attorney General,,,Blank,29
Tompkins,Enfield 2 LD 5,Attorney General,,,Blank,16
Tompkins,Enfield 3 LD 8,Attorney General,,,Blank,20
Tompkins,Groton 1 LD 9,Attorney General,,,Blank,12
Tompkins,Groton 2 LD 9,Attorney General,,,Blank,22
Tompkins,Groton 3 LD 9,Attorney General,,,Blank,21
Tompkins,Groton 4 LD 9,Attorney General,,,Blank,15
Tompkins,Ithaca 1 LD 5,Attorney General,,,Blank,12
Tompkins,Ithaca 2 LD 12,Attorney General,,,Blank,15
Tompkins,Ithaca 3 LD 12,Attorney General,,,Blank,19
Tompkins,Ithaca 4 LD 11,Attorney General,,,Blank,28
Tompkins,Ithaca 5 LD 11,Attorney General,,,Blank,5
Tompkins,Ithaca 6 LD 11,Attorney General,,,Blank,15
Tompkins,Ithaca 7 LD 10,Attorney General,,,Blank,13
Tompkins,Ithaca 8 LD 10,Attorney General,,,Blank,15
Tompkins,Ithaca 9 LD 10 ,Attorney General,,,Blank,16
Tompkins,Ithaca 10 LD 12,Attorney General,,,Blank,29
Tompkins,Ithaca 11 LD 11,Attorney General,,,Blank,24
Tompkins,Ithaca 12 LD 7,Attorney General,,,Blank,10
Tompkins,Lansing 1 LD 6,Attorney General,,,Blank,29
Tompkins,"Lansing 2 LD 6, 8 LD 9",Attorney General,,,Blank,23
Tompkins,Lansing 3 LD 6,Attorney General,,,Blank,28
Tompkins,Lansing 4 LD 6,Attorney General,,,Blank,21
Tompkins,Lansing 5 LD 6,Attorney General,,,Blank,23
Tompkins,Lansing 6 LD 10 ,Attorney General,,,Blank,20
Tompkins,Lansing 7 LD 10 ,Attorney General,,,Blank,22
Tompkins,Newfield 1 LD 8,Attorney General,,,Blank,33
Tompkins,Newfield 2 LD 8,Attorney General,,,Blank,36
Tompkins,Newfield 3 LD 8,Attorney General,,,Blank,24
Tompkins,Ulysses 1 LD 5,Attorney General,,,Blank,18
Tompkins,Ulysses 2 LD 5,Attorney General,,,Blank,26
Tompkins,Ulysses 3 LD 5,Attorney General,,,Blank,23
Tompkins,Ulysses 4 LD 5,Attorney General,,,Blank,16
Tompkins,Total,Attorney General,,,Blank,1218
Tompkins,Ithaca City 1-1 LD 1,Attorney General,,,Void,1
Tompkins,Ithaca City 1-2 LD 1,Attorney General,,,Void,1
Tompkins,Ithaca City 1-3 LD 1,Attorney General,,,Void,0
Tompkins,Ithaca City 1-4 LD 3,Attorney General,,,Void,0
Tompkins,Ithaca City 2-1 LD 1,Attorney General,,,Void,0
Tompkins,Ithaca City 2-2 LD 1,Attorney General,,,Void,1
Tompkins,Ithaca City 2-3 LD 1,Attorney General,,,Void,0
Tompkins,Ithaca City 2-4 LD 4,Attorney General,,,Void,1
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Attorney General,,,Void,0
Tompkins,Ithaca City 3-3 LD 3,Attorney General,,,Void,0
Tompkins,Ithaca City 4-1 LD 4,Attorney General,,,Void,0
Tompkins,Ithaca City 5-1 LD 2,Attorney General,,,Void,0
Tompkins,Ithaca City 5-2 LD 2,Attorney General,,,Void,0
Tompkins,Ithaca City 5-3 LD 2,Attorney General,,,Void,0
Tompkins,Caroline 1 LD 7,Attorney General,,,Void,0
Tompkins,Caroline 2 LD 7,Attorney General,,,Void,1
Tompkins,Caroline 3 LD 7,Attorney General,,,Void,0
Tompkins,Danby 1 LD 7,Attorney General,,,Void,0
Tompkins,Danby 2 LD 7,Attorney General,,,Void,0
Tompkins,Danby 3 LD 7,Attorney General,,,Void,0
Tompkins,Dryden 1 LD 13,Attorney General,,,Void,0
Tompkins,Dryden 2 LD 14,Attorney General,,,Void,0
Tompkins,Dryden 3 LD 9,Attorney General,,,Void,0
Tompkins,Dryden 4 LD 13,Attorney General,,,Void,0
Tompkins,Dryden 5 LD 13,Attorney General,,,Void,1
Tompkins,Dryden 6 LD 14,Attorney General,,,Void,0
Tompkins,Dryden 7 LD 14,Attorney General,,,Void,0
Tompkins,Dryden 8 LD 13,Attorney General,,,Void,0
Tompkins,Dryden 9 LD 13,Attorney General,,,Void,0
Tompkins,Dryden 10 LD 14,Attorney General,,,Void,0
Tompkins,Enfield 1 LD 8,Attorney General,,,Void,0
Tompkins,Enfield 2 LD 5,Attorney General,,,Void,0
Tompkins,Enfield 3 LD 8,Attorney General,,,Void,0
Tompkins,Groton 1 LD 9,Attorney General,,,Void,1
Tompkins,Groton 2 LD 9,Attorney General,,,Void,2
Tompkins,Groton 3 LD 9,Attorney General,,,Void,1
Tompkins,Groton 4 LD 9,Attorney General,,,Void,0
Tompkins,Ithaca 1 LD 5,Attorney General,,,Void,0
Tompkins,Ithaca 2 LD 12,Attorney General,,,Void,0
Tompkins,Ithaca 3 LD 12,Attorney General,,,Void,0
Tompkins,Ithaca 4 LD 11,Attorney General,,,Void,2
Tompkins,Ithaca 5 LD 11,Attorney General,,,Void,0
Tompkins,Ithaca 6 LD 11,Attorney General,,,Void,0
Tompkins,Ithaca 7 LD 10,Attorney General,,,Void,1
Tompkins,Ithaca 8 LD 10,Attorney General,,,Void,0
Tompkins,Ithaca 9 LD 10 ,Attorney General,,,Void,0
Tompkins,Ithaca 10 LD 12,Attorney General,,,Void,1
Tompkins,Ithaca 11 LD 11,Attorney General,,,Void,1
Tompkins,Ithaca 12 LD 7,Attorney General,,,Void,0
Tompkins,Lansing 1 LD 6,Attorney General,,,Void,0
Tompkins,"Lansing 2 LD 6, 8 LD 9",Attorney General,,,Void,0
Tompkins,Lansing 3 LD 6,Attorney General,,,Void,1
Tompkins,Lansing 4 LD 6,Attorney General,,,Void,0
Tompkins,Lansing 5 LD 6,Attorney General,,,Void,2
Tompkins,Lansing 6 LD 10 ,Attorney General,,,Void,0
Tompkins,Lansing 7 LD 10 ,Attorney General,,,Void,0
Tompkins,Newfield 1 LD 8,Attorney General,,,Void,0
Tompkins,Newfield 2 LD 8,Attorney General,,,Void,1
Tompkins,Newfield 3 LD 8,Attorney General,,,Void,0
Tompkins,Ulysses 1 LD 5,Attorney General,,,Void,0
Tompkins,Ulysses 2 LD 5,Attorney General,,,Void,0
Tompkins,Ulysses 3 LD 5,Attorney General,,,Void,0
Tompkins,Ulysses 4 LD 5,Attorney General,,,Void,0
Tompkins,Total,Attorney General,,,Void,19
Tompkins,Ithaca City 1-1 LD 1,Attorney General,,,Write-in,0
Tompkins,Ithaca City 1-2 LD 1,Attorney General,,,Write-in,0
Tompkins,Ithaca City 1-3 LD 1,Attorney General,,,Write-in,0
Tompkins,Ithaca City 1-4 LD 3,Attorney General,,,Write-in,0
Tompkins,Ithaca City 2-1 LD 1,Attorney General,,,Write-in,0
Tompkins,Ithaca City 2-2 LD 1,Attorney General,,,Write-in,1
Tompkins,Ithaca City 2-3 LD 1,Attorney General,,,Write-in,0
Tompkins,Ithaca City 2-4 LD 4,Attorney General,,,Write-in,0
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Attorney General,,,Write-in,0
Tompkins,Ithaca City 3-3 LD 3,Attorney General,,,Write-in,0
Tompkins,Ithaca City 4-1 LD 4,Attorney General,,,Write-in,0
Tompkins,Ithaca City 5-1 LD 2,Attorney General,,,Write-in,0
Tompkins,Ithaca City 5-2 LD 2,Attorney General,,,Write-in,0
Tompkins,Ithaca City 5-3 LD 2,Attorney General,,,Write-in,0
Tompkins,Caroline 1 LD 7,Attorney General,,,Write-in,0
Tompkins,Caroline 2 LD 7,Attorney General,,,Write-in,0
Tompkins,Caroline 3 LD 7,Attorney General,,,Write-in,0
Tompkins,Danby 1 LD 7,Attorney General,,,Write-in,1
Tompkins,Danby 2 LD 7,Attorney General,,,Write-in,0
Tompkins,Danby 3 LD 7,Attorney General,,,Write-in,0
Tompkins,Dryden 1 LD 13,Attorney General,,,Write-in,0
Tompkins,Dryden 2 LD 14,Attorney General,,,Write-in,0
Tompkins,Dryden 3 LD 9,Attorney General,,,Write-in,0
Tompkins,Dryden 4 LD 13,Attorney General,,,Write-in,0
Tompkins,Dryden 5 LD 13,Attorney General,,,Write-in,0
Tompkins,Dryden 6 LD 14,Attorney General,,,Write-in,0
Tompkins,Dryden 7 LD 14,Attorney General,,,Write-in,1
Tompkins,Dryden 8 LD 13,Attorney General,,,Write-in,0
Tompkins,Dryden 9 LD 13,Attorney General,,,Write-in,0
Tompkins,Dryden 10 LD 14,Attorney General,,,Write-in,0
Tompkins,Enfield 1 LD 8,Attorney General,,,Write-in,0
Tompkins,Enfield 2 LD 5,Attorney General,,,Write-in,1
Tompkins,Enfield 3 LD 8,Attorney General,,,Write-in,0
Tompkins,Groton 1 LD 9,Attorney General,,,Write-in,0
Tompkins,Groton 2 LD 9,Attorney General,,,Write-in,0
Tompkins,Groton 3 LD 9,Attorney General,,,Write-in,0
Tompkins,Groton 4 LD 9,Attorney General,,,Write-in,0
Tompkins,Ithaca 1 LD 5,Attorney General,,,Write-in,0
Tompkins,Ithaca 2 LD 12,Attorney General,,,Write-in,0
Tompkins,Ithaca 3 LD 12,Attorney General,,,Write-in,0
Tompkins,Ithaca 4 LD 11,Attorney General,,,Write-in,0
Tompkins,Ithaca 5 LD 11,Attorney General,,,Write-in,0
Tompkins,Ithaca 6 LD 11,Attorney General,,,Write-in,0
Tompkins,Ithaca 7 LD 10,Attorney General,,,Write-in,0
Tompkins,Ithaca 8 LD 10,Attorney General,,,Write-in,0
Tompkins,Ithaca 9 LD 10 ,Attorney General,,,Write-in,1
Tompkins,Ithaca 10 LD 12,Attorney General,,,Write-in,0
Tompkins,Ithaca 11 LD 11,Attorney General,,,Write-in,0
Tompkins,Ithaca 12 LD 7,Attorney General,,,Write-in,0
Tompkins,Lansing 1 LD 6,Attorney General,,,Write-in,0
Tompkins,"Lansing 2 LD 6, 8 LD 9",Attorney General,,,Write-in,0
Tompkins,Lansing 3 LD 6,Attorney General,,,Write-in,0
Tompkins,Lansing 4 LD 6,Attorney General,,,Write-in,0
Tompkins,Lansing 5 LD 6,Attorney General,,,Write-in,0
Tompkins,Lansing 6 LD 10 ,Attorney General,,,Write-in,0
Tompkins,Lansing 7 LD 10 ,Attorney General,,,Write-in,1
Tompkins,Newfield 1 LD 8,Attorney General,,,Write-in,0
Tompkins,Newfield 2 LD 8,Attorney General,,,Write-in,0
