county,precinct,office,disctrict,party,candidate,votes
Tompkins,Newfield 3 LD 8,Comptroller,,IND,Thomas P. DiNapoli,11
Tompkins,Ulysses 1 LD 5,Comptroller,,IND,Thomas P. DiNapoli,15
Tompkins,Ulysses 2 LD 5,Comptroller,,IND,Thomas P. DiNapoli,15
Tompkins,Ulysses 3 LD 5,Comptroller,,IND,Thomas P. DiNapoli,16
Tompkins,Ulysses 4 LD 5,Comptroller,,IND,Thomas P. DiNapoli,17
Tompkins,Total,Comptroller,,IND,Thomas P. DiNapoli,668
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,GRE,Ramon Jimenez,41
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,GRE,Theresa M. Portelli,39
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,GRE,Theresa M. Portelli,15
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,GRE,Theresa M. Portelli,46
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,GRE,Theresa M. Portelli,71
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,GRE,Theresa M. Portelli,66
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,GRE,Theresa M. Portelli,67
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,GRE,Theresa M. Portelli,30
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,GRE,Theresa M. Portelli,17
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,GRE,Theresa M. Portelli,34
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,GRE,Theresa M. Portelli,16
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,GRE,Theresa M. Portelli,74
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,GRE,Theresa M. Portelli,65
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,GRE,Theresa M. Portelli,18
Tompkins,Caroline 1 LD 7,Comptroller,,GRE,Theresa M. Portelli,21
Tompkins,Caroline 2 LD 7,Comptroller,,GRE,Theresa M. Portelli,42
Tompkins,Caroline 3 LD 7,Comptroller,,GRE,Theresa M. Portelli,29
Tompkins,Danby 1 LD 7,Comptroller,,GRE,Theresa M. Portelli,57
Tompkins,Danby 2 LD 7,Comptroller,,GRE,Theresa M. Portelli,6
Tompkins,Danby 3 LD 7,Comptroller,,GRE,Theresa M. Portelli,58
Tompkins,Dryden 1 LD 13,Comptroller,,GRE,Theresa M. Portelli,23
Tompkins,Dryden 2 LD 14,Comptroller,,GRE,Theresa M. Portelli,28
Tompkins,Dryden 3 LD 9,Comptroller,,GRE,Theresa M. Portelli,3
Tompkins,Dryden 4 LD 13,Comptroller,,GRE,Theresa M. Portelli,38
Tompkins,Dryden 5 LD 13,Comptroller,,GRE,Theresa M. Portelli,28
Tompkins,Dryden 6 LD 14,Comptroller,,GRE,Theresa M. Portelli,28
Tompkins,Dryden 7 LD 14,Comptroller,,GRE,Theresa M. Portelli,17
Tompkins,Dryden 8 LD 13,Comptroller,,GRE,Theresa M. Portelli,51
Tompkins,Dryden 9 LD 13,Comptroller,,GRE,Theresa M. Portelli,25
Tompkins,Dryden 10 LD 14,Comptroller,,GRE,Theresa M. Portelli,18
Tompkins,Enfield 1 LD 8,Comptroller,,GRE,Theresa M. Portelli,18
Tompkins,Enfield 2 LD 5,Comptroller,,GRE,Theresa M. Portelli,30
Tompkins,Enfield 3 LD 8,Comptroller,,GRE,Theresa M. Portelli,23
Tompkins,Groton 1 LD 9,Comptroller,,GRE,Theresa M. Portelli,19
Tompkins,Groton 2 LD 9,Comptroller,,GRE,Theresa M. Portelli,13
Tompkins,Groton 3 LD 9,Comptroller,,GRE,Theresa M. Portelli,18
Tompkins,Groton 4 LD 9,Comptroller,,GRE,Theresa M. Portelli,22
Tompkins,Ithaca 1 LD 5,Comptroller,,GRE,Theresa M. Portelli,32
Tompkins,Ithaca 2 LD 12,Comptroller,,GRE,Theresa M. Portelli,20
Tompkins,Ithaca 3 LD 12,Comptroller,,GRE,Theresa M. Portelli,25
Tompkins,Ithaca 4 LD 11,Comptroller,,GRE,Theresa M. Portelli,48
Tompkins,Ithaca 5 LD 11,Comptroller,,GRE,Theresa M. Portelli,35
Tompkins,Ithaca 6 LD 11,Comptroller,,GRE,Theresa M. Portelli,21
Tompkins,Ithaca 7 LD 10,Comptroller,,GRE,Theresa M. Portelli,12
Tompkins,Ithaca 8 LD 10,Comptroller,,GRE,Theresa M. Portelli,19
Tompkins,Ithaca 9 LD 10 ,Comptroller,,GRE,Theresa M. Portelli,29
Tompkins,Ithaca 10 LD 12,Comptroller,,GRE,Theresa M. Portelli,51
Tompkins,Ithaca 11 LD 11,Comptroller,,GRE,Theresa M. Portelli,31
Tompkins,Ithaca 12 LD 7,Comptroller,,GRE,Theresa M. Portelli,13
Tompkins,Lansing 1 LD 6,Comptroller,,GRE,Theresa M. Portelli,21
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,GRE,Theresa M. Portelli,21
Tompkins,Lansing 3 LD 6,Comptroller,,GRE,Theresa M. Portelli,19
Tompkins,Lansing 4 LD 6,Comptroller,,GRE,Theresa M. Portelli,16
Tompkins,Lansing 5 LD 6,Comptroller,,GRE,Theresa M. Portelli,29
Tompkins,Lansing 6 LD 10 ,Comptroller,,GRE,Theresa M. Portelli,21
Tompkins,Lansing 7 LD 10 ,Comptroller,,GRE,Theresa M. Portelli,24
Tompkins,Newfield 1 LD 8,Comptroller,,GRE,Theresa M. Portelli,25
Tompkins,Newfield 2 LD 8,Comptroller,,GRE,Theresa M. Portelli,18
Tompkins,Newfield 3 LD 8,Comptroller,,GRE,Theresa M. Portelli,35
Tompkins,Ulysses 1 LD 5,Comptroller,,GRE,Theresa M. Portelli,36
Tompkins,Ulysses 2 LD 5,Comptroller,,GRE,Theresa M. Portelli,29
Tompkins,Ulysses 3 LD 5,Comptroller,,GRE,Theresa M. Portelli,51
Tompkins,Ulysses 4 LD 5,Comptroller,,GRE,Theresa M. Portelli,41
Tompkins,Total,Comptroller,,GRE,Theresa M. Portelli,1936
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,LBT,John Clifton,3
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,LBT,John Clifton,1
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,LBT,John Clifton,4
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,LBT,John Clifton,4
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,LBT,John Clifton,4
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,LBT,John Clifton,3
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,LBT,John Clifton,4
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,LBT,John Clifton,1
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,LBT,John Clifton,2
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,LBT,John Clifton,2
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,LBT,John Clifton,2
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,LBT,John Clifton,2
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,LBT,John Clifton,3
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,LBT,John Clifton,2
Tompkins,Caroline 1 LD 7,Comptroller,,LBT,John Clifton,1
Tompkins,Caroline 2 LD 7,Comptroller,,LBT,John Clifton,2
Tompkins,Caroline 3 LD 7,Comptroller,,LBT,John Clifton,2
Tompkins,Danby 1 LD 7,Comptroller,,LBT,John Clifton,4
Tompkins,Danby 2 LD 7,Comptroller,,LBT,John Clifton,1
Tompkins,Danby 3 LD 7,Comptroller,,LBT,John Clifton,4
Tompkins,Dryden 1 LD 13,Comptroller,,LBT,John Clifton,4
Tompkins,Dryden 2 LD 14,Comptroller,,LBT,John Clifton,3
Tompkins,Dryden 3 LD 9,Comptroller,,LBT,John Clifton,1
Tompkins,Dryden 4 LD 13,Comptroller,,LBT,John Clifton,3
Tompkins,Dryden 5 LD 13,Comptroller,,LBT,John Clifton,8
Tompkins,Dryden 6 LD 14,Comptroller,,LBT,John Clifton,5
Tompkins,Dryden 7 LD 14,Comptroller,,LBT,John Clifton,5
Tompkins,Dryden 8 LD 13,Comptroller,,LBT,John Clifton,2
Tompkins,Dryden 9 LD 13,Comptroller,,LBT,John Clifton,6
Tompkins,Dryden 10 LD 14,Comptroller,,LBT,John Clifton,4
Tompkins,Enfield 1 LD 8,Comptroller,,LBT,John Clifton,4
Tompkins,Enfield 2 LD 5,Comptroller,,LBT,John Clifton,3
Tompkins,Enfield 3 LD 8,Comptroller,,LBT,John Clifton,7
Tompkins,Groton 1 LD 9,Comptroller,,LBT,John Clifton,7
Tompkins,Groton 2 LD 9,Comptroller,,LBT,John Clifton,8
Tompkins,Groton 3 LD 9,Comptroller,,LBT,John Clifton,7
Tompkins,Groton 4 LD 9,Comptroller,,LBT,John Clifton,4
Tompkins,Ithaca 1 LD 5,Comptroller,,LBT,John Clifton,4
Tompkins,Ithaca 2 LD 12,Comptroller,,LBT,John Clifton,2
Tompkins,Ithaca 3 LD 12,Comptroller,,LBT,John Clifton,1
Tompkins,Ithaca 4 LD 11,Comptroller,,LBT,John Clifton,1
Tompkins,Ithaca 5 LD 11,Comptroller,,LBT,John Clifton,4
Tompkins,Ithaca 6 LD 11,Comptroller,,LBT,John Clifton,6
Tompkins,Ithaca 7 LD 10,Comptroller,,LBT,John Clifton,0
Tompkins,Ithaca 8 LD 10,Comptroller,,LBT,John Clifton,2
Tompkins,Ithaca 9 LD 10 ,Comptroller,,LBT,John Clifton,2
Tompkins,Ithaca 10 LD 12,Comptroller,,LBT,John Clifton,1
Tompkins,Ithaca 11 LD 11,Comptroller,,LBT,John Clifton,5
Tompkins,Ithaca 12 LD 7,Comptroller,,LBT,John Clifton,1
Tompkins,Lansing 1 LD 6,Comptroller,,LBT,John Clifton,4
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,LBT,John Clifton,5
Tompkins,Lansing 3 LD 6,Comptroller,,LBT,John Clifton,2
Tompkins,Lansing 4 LD 6,Comptroller,,LBT,John Clifton,4
Tompkins,Lansing 5 LD 6,Comptroller,,LBT,John Clifton,5
Tompkins,Lansing 6 LD 10 ,Comptroller,,LBT,John Clifton,1
Tompkins,Lansing 7 LD 10 ,Comptroller,,LBT,John Clifton,3
Tompkins,Newfield 1 LD 8,Comptroller,,LBT,John Clifton,4
Tompkins,Newfield 2 LD 8,Comptroller,,LBT,John Clifton,1
Tompkins,Newfield 3 LD 8,Comptroller,,LBT,John Clifton,6
Tompkins,Ulysses 1 LD 5,Comptroller,,LBT,John Clifton,3
Tompkins,Ulysses 2 LD 5,Comptroller,,LBT,John Clifton,0
Tompkins,Ulysses 3 LD 5,Comptroller,,LBT,John Clifton,4
Tompkins,Ulysses 4 LD 5,Comptroller,,LBT,John Clifton,5
Tompkins,Total,Comptroller,,LBT,John Clifton,208
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,,Blank,18
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,,Blank,13
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,,Blank,11
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,,Blank,25
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,,Blank,25
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,,Blank,36
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,,Blank,26
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,,Blank,11
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,,Blank,10
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,,Blank,14
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,,Blank,12
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,,Blank,30
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,,Blank,25
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,,Blank,3
Tompkins,Caroline 1 LD 7,Comptroller,,,Blank,12
Tompkins,Caroline 2 LD 7,Comptroller,,,Blank,15
Tompkins,Caroline 3 LD 7,Comptroller,,,Blank,22
Tompkins,Danby 1 LD 7,Comptroller,,,Blank,21
Tompkins,Danby 2 LD 7,Comptroller,,,Blank,1
Tompkins,Danby 3 LD 7,Comptroller,,,Blank,22
Tompkins,Dryden 1 LD 13,Comptroller,,,Blank,15
Tompkins,Dryden 2 LD 14,Comptroller,,,Blank,20
Tompkins,Dryden 3 LD 9,Comptroller,,,Blank,4
Tompkins,Dryden 4 LD 13,Comptroller,,,Blank,20
Tompkins,Dryden 5 LD 13,Comptroller,,,Blank,14
Tompkins,Dryden 6 LD 14,Comptroller,,,Blank,18
Tompkins,Dryden 7 LD 14,Comptroller,,,Blank,23
Tompkins,Dryden 8 LD 13,Comptroller,,,Blank,20
Tompkins,Dryden 9 LD 13,Comptroller,,,Blank,7
Tompkins,Dryden 10 LD 14,Comptroller,,,Blank,11
Tompkins,Enfield 1 LD 8,Comptroller,,,Blank,18
Tompkins,Enfield 2 LD 5,Comptroller,,,Blank,4
Tompkins,Enfield 3 LD 8,Comptroller,,,Blank,17
Tompkins,Groton 1 LD 9,Comptroller,,,Blank,6
Tompkins,Groton 2 LD 9,Comptroller,,,Blank,22
Tompkins,Groton 3 LD 9,Comptroller,,,Blank,22
Tompkins,Groton 4 LD 9,Comptroller,,,Blank,19
Tompkins,Ithaca 1 LD 5,Comptroller,,,Blank,8
Tompkins,Ithaca 2 LD 12,Comptroller,,,Blank,10
Tompkins,Ithaca 3 LD 12,Comptroller,,,Blank,16
Tompkins,Ithaca 4 LD 11,Comptroller,,,Blank,28
Tompkins,Ithaca 5 LD 11,Comptroller,,,Blank,6
Tompkins,Ithaca 6 LD 11,Comptroller,,,Blank,15
Tompkins,Ithaca 7 LD 10,Comptroller,,,Blank,10
Tompkins,Ithaca 8 LD 10,Comptroller,,,Blank,14
Tompkins,Ithaca 9 LD 10 ,Comptroller,,,Blank,17
Tompkins,Ithaca 10 LD 12,Comptroller,,,Blank,26
Tompkins,Ithaca 11 LD 11,Comptroller,,,Blank,22
Tompkins,Ithaca 12 LD 7,Comptroller,,,Blank,9
Tompkins,Lansing 1 LD 6,Comptroller,,,Blank,19
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,,Blank,21
Tompkins,Lansing 3 LD 6,Comptroller,,,Blank,24
Tompkins,Lansing 4 LD 6,Comptroller,,,Blank,19
Tompkins,Lansing 5 LD 6,Comptroller,,,Blank,22
Tompkins,Lansing 6 LD 10 ,Comptroller,,,Blank,16
Tompkins,Lansing 7 LD 10 ,Comptroller,,,Blank,16
Tompkins,Newfield 1 LD 8,Comptroller,,,Blank,22
Tompkins,Newfield 2 LD 8,Comptroller,,,Blank,32
Tompkins,Newfield 3 LD 8,Comptroller,,,Blank,15
Tompkins,Ulysses 1 LD 5,Comptroller,,,Blank,19
Tompkins,Ulysses 2 LD 5,Comptroller,,,Blank,21
Tompkins,Ulysses 3 LD 5,Comptroller,,,Blank,20
Tompkins,Ulysses 4 LD 5,Comptroller,,,Blank,11
Tompkins,Total,Comptroller,,,Blank,1070
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,,Void,0
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,,Void,0
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,,Void,0
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,,Void,0
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,,Void,0
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,,Void,3
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,,Void,1
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,,Void,0
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,,Void,0
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,,Void,0
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,,Void,0
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,,Void,0
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,,Void,1
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,,Void,0
Tompkins,Caroline 1 LD 7,Comptroller,,,Void,0
Tompkins,Caroline 2 LD 7,Comptroller,,,Void,1
Tompkins,Caroline 3 LD 7,Comptroller,,,Void,0
Tompkins,Danby 1 LD 7,Comptroller,,,Void,0
Tompkins,Danby 2 LD 7,Comptroller,,,Void,0
Tompkins,Danby 3 LD 7,Comptroller,,,Void,0
Tompkins,Dryden 1 LD 13,Comptroller,,,Void,0
Tompkins,Dryden 2 LD 14,Comptroller,,,Void,0
Tompkins,Dryden 3 LD 9,Comptroller,,,Void,0
Tompkins,Dryden 4 LD 13,Comptroller,,,Void,0
Tompkins,Dryden 5 LD 13,Comptroller,,,Void,0
Tompkins,Dryden 6 LD 14,Comptroller,,,Void,0
Tompkins,Dryden 7 LD 14,Comptroller,,,Void,0
Tompkins,Dryden 8 LD 13,Comptroller,,,Void,0
Tompkins,Dryden 9 LD 13,Comptroller,,,Void,0
Tompkins,Dryden 10 LD 14,Comptroller,,,Void,0
Tompkins,Enfield 1 LD 8,Comptroller,,,Void,0
Tompkins,Enfield 2 LD 5,Comptroller,,,Void,0
Tompkins,Enfield 3 LD 8,Comptroller,,,Void,0
Tompkins,Groton 1 LD 9,Comptroller,,,Void,0
Tompkins,Groton 2 LD 9,Comptroller,,,Void,2
Tompkins,Groton 3 LD 9,Comptroller,,,Void,0
Tompkins,Groton 4 LD 9,Comptroller,,,Void,1
Tompkins,Ithaca 1 LD 5,Comptroller,,,Void,0
Tompkins,Ithaca 2 LD 12,Comptroller,,,Void,0
Tompkins,Ithaca 3 LD 12,Comptroller,,,Void,0
Tompkins,Ithaca 4 LD 11,Comptroller,,,Void,2
Tompkins,Ithaca 5 LD 11,Comptroller,,,Void,0
Tompkins,Ithaca 6 LD 11,Comptroller,,,Void,0
Tompkins,Ithaca 7 LD 10,Comptroller,,,Void,0
Tompkins,Ithaca 8 LD 10,Comptroller,,,Void,0
Tompkins,Ithaca 9 LD 10 ,Comptroller,,,Void,0
Tompkins,Ithaca 10 LD 12,Comptroller,,,Void,2
Tompkins,Ithaca 11 LD 11,Comptroller,,,Void,1
Tompkins,Ithaca 12 LD 7,Comptroller,,,Void,0
Tompkins,Lansing 1 LD 6,Comptroller,,,Void,0
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,,Void,0
Tompkins,Lansing 3 LD 6,Comptroller,,,Void,0
Tompkins,Lansing 4 LD 6,Comptroller,,,Void,0
Tompkins,Lansing 5 LD 6,Comptroller,,,Void,0
Tompkins,Lansing 6 LD 10 ,Comptroller,,,Void,0
Tompkins,Lansing 7 LD 10 ,Comptroller,,,Void,1
Tompkins,Newfield 1 LD 8,Comptroller,,,Void,0
Tompkins,Newfield 2 LD 8,Comptroller,,,Void,0
Tompkins,Newfield 3 LD 8,Comptroller,,,Void,0
Tompkins,Ulysses 1 LD 5,Comptroller,,,Void,0
Tompkins,Ulysses 2 LD 5,Comptroller,,,Void,0
Tompkins,Ulysses 3 LD 5,Comptroller,,,Void,0
Tompkins,Ulysses 4 LD 5,Comptroller,,,Void,0
Tompkins,Total,Comptroller,,,Void,15
Tompkins,Ithaca City 1-1 LD 1,Comptroller,,,Write-in,0
Tompkins,Ithaca City 1-2 LD 1,Comptroller,,,Write-in,0
Tompkins,Ithaca City 1-3 LD 1,Comptroller,,,Write-in,0
Tompkins,Ithaca City 1-4 LD 3,Comptroller,,,Write-in,0
Tompkins,Ithaca City 2-1 LD 1,Comptroller,,,Write-in,0
Tompkins,Ithaca City 2-2 LD 1,Comptroller,,,Write-in,0
Tompkins,Ithaca City 2-3 LD 1,Comptroller,,,Write-in,0
Tompkins,Ithaca City 2-4 LD 4,Comptroller,,,Write-in,1
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Comptroller,,,Write-in,1
Tompkins,Ithaca City 3-3 LD 3,Comptroller,,,Write-in,0
Tompkins,Ithaca City 4-1 LD 4,Comptroller,,,Write-in,0
Tompkins,Ithaca City 5-1 LD 2,Comptroller,,,Write-in,0
Tompkins,Ithaca City 5-2 LD 2,Comptroller,,,Write-in,0
Tompkins,Ithaca City 5-3 LD 2,Comptroller,,,Write-in,0
Tompkins,Caroline 1 LD 7,Comptroller,,,Write-in,0
Tompkins,Caroline 2 LD 7,Comptroller,,,Write-in,1
Tompkins,Caroline 3 LD 7,Comptroller,,,Write-in,0
Tompkins,Danby 1 LD 7,Comptroller,,,Write-in,0
Tompkins,Danby 2 LD 7,Comptroller,,,Write-in,0
Tompkins,Danby 3 LD 7,Comptroller,,,Write-in,0
Tompkins,Dryden 1 LD 13,Comptroller,,,Write-in,0
Tompkins,Dryden 2 LD 14,Comptroller,,,Write-in,0
Tompkins,Dryden 3 LD 9,Comptroller,,,Write-in,0
Tompkins,Dryden 4 LD 13,Comptroller,,,Write-in,0
Tompkins,Dryden 5 LD 13,Comptroller,,,Write-in,0
Tompkins,Dryden 6 LD 14,Comptroller,,,Write-in,0
Tompkins,Dryden 7 LD 14,Comptroller,,,Write-in,0
Tompkins,Dryden 8 LD 13,Comptroller,,,Write-in,0
Tompkins,Dryden 9 LD 13,Comptroller,,,Write-in,0
Tompkins,Dryden 10 LD 14,Comptroller,,,Write-in,0
Tompkins,Enfield 1 LD 8,Comptroller,,,Write-in,0
Tompkins,Enfield 2 LD 5,Comptroller,,,Write-in,0
Tompkins,Enfield 3 LD 8,Comptroller,,,Write-in,0
Tompkins,Groton 1 LD 9,Comptroller,,,Write-in,0
Tompkins,Groton 2 LD 9,Comptroller,,,Write-in,0
Tompkins,Groton 3 LD 9,Comptroller,,,Write-in,0
Tompkins,Groton 4 LD 9,Comptroller,,,Write-in,0
Tompkins,Ithaca 1 LD 5,Comptroller,,,Write-in,0
Tompkins,Ithaca 2 LD 12,Comptroller,,,Write-in,0
Tompkins,Ithaca 3 LD 12,Comptroller,,,Write-in,0
Tompkins,Ithaca 4 LD 11,Comptroller,,,Write-in,0
Tompkins,Ithaca 5 LD 11,Comptroller,,,Write-in,0
Tompkins,Ithaca 6 LD 11,Comptroller,,,Write-in,0
Tompkins,Ithaca 7 LD 10,Comptroller,,,Write-in,0
Tompkins,Ithaca 8 LD 10,Comptroller,,,Write-in,0
Tompkins,Ithaca 9 LD 10 ,Comptroller,,,Write-in,1
Tompkins,Ithaca 10 LD 12,Comptroller,,,Write-in,0
Tompkins,Ithaca 11 LD 11,Comptroller,,,Write-in,0
Tompkins,Ithaca 12 LD 7,Comptroller,,,Write-in,0
Tompkins,Lansing 1 LD 6,Comptroller,,,Write-in,0
Tompkins,"Lansing 2 LD 6, 8 LD 9",Comptroller,,,Write-in,0
Tompkins,Lansing 3 LD 6,Comptroller,,,Write-in,0
Tompkins,Lansing 4 LD 6,Comptroller,,,Write-in,0
Tompkins,Lansing 5 LD 6,Comptroller,,,Write-in,0
Tompkins,Lansing 6 LD 10 ,Comptroller,,,Write-in,0
Tompkins,Lansing 7 LD 10 ,Comptroller,,,Write-in,0
Tompkins,Newfield 1 LD 8,Comptroller,,,Write-in,0
Tompkins,Newfield 2 LD 8,Comptroller,,,Write-in,0
Tompkins,Newfield 3 LD 8,Comptroller,,,Write-in,0
Tompkins,Ulysses 1 LD 5,Comptroller,,,Write-in,0
Tompkins,Ulysses 2 LD 5,Comptroller,,,Write-in,0
Tompkins,Ulysses 3 LD 5,Comptroller,,,Write-in,0
Tompkins,Ulysses 4 LD 5,Comptroller,,,Write-in,0
Tompkins,Total,Comptroller,,,Write-in,4
Tompkins,Ithaca City 1-1 LD 1,Attorney General,,DEM,Eric T. Schneiderman,210
Tompkins,Ithaca City 1-2 LD 1,Attorney General,,DEM,Eric T. Schneiderman,129
Tompkins,Ithaca City 1-3 LD 1,Attorney General,,DEM,Eric T. Schneiderman,69
Tompkins,Ithaca City 1-4 LD 3,Attorney General,,DEM,Eric T. Schneiderman,281
Tompkins,Ithaca City 2-1 LD 1,Attorney General,,DEM,Eric T. Schneiderman,221
Tompkins,Ithaca City 2-2 LD 1,Attorney General,,DEM,Eric T. Schneiderman,261
Tompkins,Ithaca City 2-3 LD 1,Attorney General,,DEM,Eric T. Schneiderman,241
Tompkins,Ithaca City 2-4 LD 4,Attorney General,,DEM,Eric T. Schneiderman,157
Tompkins,"Ithaca City 3-1 LD 2, 3-2 LD 3",Attorney General,,DEM,Eric T. Schneiderman,165
Tompkins,Ithaca City 3-3 LD 3,Attorney General,,DEM,Eric T. Schneiderman,230
Tompkins,Ithaca City 4-1 LD 4,Attorney General,,DEM,Eric T. Schneiderman,113
Tompkins,Ithaca City 5-1 LD 2,Attorney General,,DEM,Eric T. Schneiderman,302
Tompkins,Ithaca City 5-2 LD 2,Attorney General,,DEM,Eric T. Schneiderman,295
Tompkins,Ithaca City 5-3 LD 2,Attorney General,,DEM,Eric T. Schneiderman,105
Tompkins,Caroline 1 LD 7,Attorney General,,DEM,Eric T. Schneiderman,77
Tompkins,Caroline 2 LD 7,Attorney General,,DEM,Eric T. Schneiderman,180
Tompkins,Caroline 3 LD 7,Attorney General,,DEM,Eric T. Schneiderman,206
Tompkins,Danby 1 LD 7,Attorney General,,DEM,Eric T. Schneiderman,276
Tompkins,Danby 2 LD 7,Attorney General,,DEM,Eric T. Schneiderman,51
Tompkins,Danby 3 LD 7,Attorney General,,DEM,Eric T. Schneiderman,282
Tompkins,Dryden 1 LD 13,Attorney General,,DEM,Eric T. Schneiderman,135
Tompkins,Dryden 2 LD 14,Attorney General,,DEM,Eric T. Schneiderman,220
Tompkins,Dryden 3 LD 9,Attorney General,,DEM,Eric T. Schneiderman,40
Tompkins,Dryden 4 LD 13,Attorney General,,DEM,Eric T. Schneiderman,249
Tompkins,Dryden 5 LD 13,Attorney General,,DEM,Eric T. Schneiderman,174
Tompkins,Dryden 6 LD 14,Attorney General,,DEM,Eric T. Schneiderman,207
Tompkins,Dryden 7 LD 14,Attorney General,,DEM,Eric T. Schneiderman,165
Tompkins,Dryden 8 LD 13,Attorney General,,DEM,Eric T. Schneiderman,283
Tompkins,Dryden 9 LD 13,Attorney General,,DEM,Eric T. Schneiderman,315
Tompkins,Dryden 10 LD 14,Attorney General,,DEM,Eric T. Schneiderman,157
Tompkins,Enfield 1 LD 8,Attorney General,,DEM,Eric T. Schneiderman,108
Tompkins,Enfield 2 LD 5,Attorney General,,DEM,Eric T. Schneiderman,132
Tompkins,Enfield 3 LD 8,Attorney General,,DEM,Eric T. Schneiderman,120
Tompkins,Groton 1 LD 9,Attorney General,,DEM,Eric T. Schneiderman,91
Tompkins,Groton 2 LD 9,Attorney General,,DEM,Eric T. Schneiderman,147
Tompkins,Groton 3 LD 9,Attorney General,,DEM,Eric T. Schneiderman,142
Tompkins,Groton 4 LD 9,Attorney General,,DEM,Eric T. Schneiderman,126
Tompkins,Ithaca 1 LD 5,Attorney General,,DEM,Eric T. Schneiderman,204
Tompkins,Ithaca 2 LD 12,Attorney General,,DEM,Eric T. Schneiderman,150
Tompkins,Ithaca 3 LD 12,Attorney General,,DEM,Eric T. Schneiderman,235
Tompkins,Ithaca 4 LD 11,Attorney General,,DEM,Eric T. Schneiderman,310
Tompkins,Ithaca 5 LD 11,Attorney General,,DEM,Eric T. Schneiderman,220
Tompkins,Ithaca 6 LD 11,Attorney General,,DEM,Eric T. Schneiderman,303
Tompkins,Ithaca 7 LD 10,Attorney General,,DEM,Eric T. Schneiderman,324
Tompkins,Ithaca 8 LD 10,Attorney General,,DEM,Eric T. Schneiderman,268
Tompkins,Ithaca 9 LD 10 ,Attorney General,,DEM,Eric T. Schneiderman,293
Tompkins,Ithaca 10 LD 12,Attorney General,,DEM,Eric T. Schneiderman,198
