county,precinct,office,district,candidate,party,Absentee,votes
Ulster,Plattekill 6,"U,S, House",19,Sean S. Eldridge,DEM,9,132
Ulster,Rochester 1,"U,S, House",19,Sean S. Eldridge,DEM,15,174
Ulster,Rochester 2,"U,S, House",19,Sean S. Eldridge,DEM,22,124
Ulster,Rochester 3,"U,S, House",19,Sean S. Eldridge,DEM,27,122
Ulster,Rochester 4,"U,S, House",19,Sean S. Eldridge,DEM,11,161
Ulster,Rochester 5,"U,S, House",19,Sean S. Eldridge,DEM,10,120
Ulster,Rosendale 1,"U,S, House",19,Sean S. Eldridge,DEM,14,223
Ulster,Rosendale 2,"U,S, House",19,Sean S. Eldridge,DEM,5,111
Ulster,Rosendale 3,"U,S, House",19,Sean S. Eldridge,DEM,10,119
Ulster,Rosendale 4,"U,S, House",19,Sean S. Eldridge,DEM,7,169
Ulster,Rosendale 5,"U,S, House",19,Sean S. Eldridge,DEM,14,174
Ulster,Saugerties 1,"U,S, House",19,Sean S. Eldridge,DEM,6,51
Ulster,Saugerties 2,"U,S, House",19,Sean S. Eldridge,DEM,8,121
Ulster,Saugerties 3,"U,S, House",19,Sean S. Eldridge,DEM,4,75
Ulster,Saugerties 4,"U,S, House",19,Sean S. Eldridge,DEM,8,205
Ulster,Saugerties 5,"U,S, House",19,Sean S. Eldridge,DEM,12,216
Ulster,Saugerties 6,"U,S, House",19,Sean S. Eldridge,DEM,6,125
Ulster,Saugerties 7,"U,S, House",19,Sean S. Eldridge,DEM,9,40
Ulster,Saugerties 8,"U,S, House",19,Sean S. Eldridge,DEM,12,101
Ulster,Saugerties 9,"U,S, House",19,Sean S. Eldridge,DEM,8,108
Ulster,Saugerties 10,"U,S, House",19,Sean S. Eldridge,DEM,3,75
Ulster,Saugerties 11,"U,S, House",19,Sean S. Eldridge,DEM,16,164
Ulster,Saugerties 12,"U,S, House",19,Sean S. Eldridge,DEM,5,104
Ulster,Saugerties 13,"U,S, House",19,Sean S. Eldridge,DEM,5,142
Ulster,Saugerties 14,"U,S, House",19,Sean S. Eldridge,DEM,1,27
Ulster,Saugerties 15,"U,S, House",19,Sean S. Eldridge,DEM,17,134
Ulster,Saugerties 16,"U,S, House",19,Sean S. Eldridge,DEM,10,129
Ulster,Shandaken 1,"U,S, House",19,Sean S. Eldridge,DEM,15,153
Ulster,Shandaken 2,"U,S, House",19,Sean S. Eldridge,DEM,4,49
Ulster,Shandaken 3,"U,S, House",19,Sean S. Eldridge,DEM,9,91
Ulster,Shandaken 4,"U,S, House",19,Sean S. Eldridge,DEM,7,66
Ulster,Shawangunk 1,"U,S, House",19,Sean S. Eldridge,DEM,1,75
Ulster,Shawangunk 2,"U,S, House",19,Sean S. Eldridge,DEM,6,126
Ulster,Shawangunk 3,"U,S, House",19,Sean S. Eldridge,DEM,5,86
Ulster,Shawangunk 4,"U,S, House",19,Sean S. Eldridge,DEM,6,60
Ulster,Shawangunk 5,"U,S, House",19,Sean S. Eldridge,DEM,3,64
Ulster,Shawangunk 6,"U,S, House",19,Sean S. Eldridge,DEM,2,79
Ulster,Shawangunk 7,"U,S, House",19,Sean S. Eldridge,DEM,8,116
Ulster,Ulster 1,"U,S, House",19,Sean S. Eldridge,DEM,15,89
Ulster,Ulster 2,"U,S, House",19,Sean S. Eldridge,DEM,21,96
Ulster,Ulster 3,"U,S, House",19,Sean S. Eldridge,DEM,2,48
Ulster,Ulster 4,"U,S, House",19,Sean S. Eldridge,DEM,4,54
Ulster,Ulster 5,"U,S, House",19,Sean S. Eldridge,DEM,16,62
Ulster,Ulster 6,"U,S, House",19,Sean S. Eldridge,DEM,0,53
Ulster,Ulster 7,"U,S, House",19,Sean S. Eldridge,DEM,6,61
Ulster,Ulster 8,"U,S, House",19,Sean S. Eldridge,DEM,7,51
Ulster,Ulster 9,"U,S, House",19,Sean S. Eldridge,DEM,8,77
Ulster,Ulster 10,"U,S, House",19,Sean S. Eldridge,DEM,5,110
Ulster,Ulster 11,"U,S, House",19,Sean S. Eldridge,DEM,16,89
Ulster,Ulster 12,"U,S, House",19,Sean S. Eldridge,DEM,3,73
Ulster,Ulster 13,"U,S, House",19,Sean S. Eldridge,DEM,8,146
Ulster,Ulster 14,"U,S, House",19,Sean S. Eldridge,DEM,1,68
Ulster,Wawarsing 1,"U,S, House",19,Sean S. Eldridge,DEM,2,58
Ulster,Wawarsing 2,"U,S, House",19,Sean S. Eldridge,DEM,20,109
Ulster,Wawarsing 3,"U,S, House",19,Sean S. Eldridge,DEM,7,96
Ulster,Wawarsing 4,"U,S, House",19,Sean S. Eldridge,DEM,13,87
Ulster,Wawarsing 5,"U,S, House",19,Sean S. Eldridge,DEM,3,50
Ulster,Wawarsing 6,"U,S, House",19,Sean S. Eldridge,DEM,7,40
Ulster,Wawarsing 7,"U,S, House",19,Sean S. Eldridge,DEM,9,57
Ulster,Wawarsing 8,"U,S, House",19,Sean S. Eldridge,DEM,17,154
Ulster,Wawarsing 9,"U,S, House",19,Sean S. Eldridge,DEM,3,55
Ulster,Wawarsing 10,"U,S, House",19,Sean S. Eldridge,DEM,6,72
Ulster,Wawarsing 11,"U,S, House",19,Sean S. Eldridge,DEM,9,37
Ulster,Wawarsing 12,"U,S, House",19,Sean S. Eldridge,DEM,5,73
Ulster,Woodstock 1,"U,S, House",19,Sean S. Eldridge,DEM,29,236
Ulster,Woodstock 2,"U,S, House",19,Sean S. Eldridge,DEM,17,125
Ulster,Woodstock 3,"U,S, House",19,Sean S. Eldridge,DEM,24,188
Ulster,Woodstock 4,"U,S, House",19,Sean S. Eldridge,DEM,11,143
Ulster,Woodstock 5,"U,S, House",19,Sean S. Eldridge,DEM,7,107
Ulster,Woodstock 6,"U,S, House",19,Sean S. Eldridge,DEM,9,134
Ulster,Woodstock 7,"U,S, House",19,Sean S. Eldridge,DEM,24,166
Ulster,Woodstock 8,"U,S, House",19,Sean S. Eldridge,DEM,20,120
Ulster,Woodstock 9,"U,S, House",19,Sean S. Eldridge,DEM,16,151
Ulster,TOTAL,"U,S, House",19,Sean S. Eldridge,DEM,1508,18077
Ulster,Kingston Ward 1 -1,"U,S, House",19,Christopher P. Gibson,REP,5,61
Ulster,Kingston Ward 1 -2,"U,S, House",19,Christopher P. Gibson,REP,9,138
Ulster,Kingston Ward 1 -3,"U,S, House",19,Christopher P. Gibson,REP,8,121
Ulster,Kingston Ward 2 -1,"U,S, House",19,Christopher P. Gibson,REP,6,61
Ulster,Kingston Ward 2 -2,"U,S, House",19,Christopher P. Gibson,REP,4,17
Ulster,Kingston Ward 2 -3,"U,S, House",19,Christopher P. Gibson,REP,10,78
Ulster,Kingston Ward 3 -1,"U,S, House",19,Christopher P. Gibson,REP,28,162
Ulster,Kingston Ward 3 -2,"U,S, House",19,Christopher P. Gibson,REP,1,42
Ulster,Kingston Ward 3 -3,"U,S, House",19,Christopher P. Gibson,REP,10,110
Ulster,Kingston Ward 4 -1,"U,S, House",19,Christopher P. Gibson,REP,4,46
Ulster,Kingston Ward 4 -2,"U,S, House",19,Christopher P. Gibson,REP,4,31
Ulster,Kingston Ward 5 -1,"U,S, House",19,Christopher P. Gibson,REP,1,59
Ulster,Kingston Ward 5 -2,"U,S, House",19,Christopher P. Gibson,REP,13,95
Ulster,Kingston Ward 5 -3,"U,S, House",19,Christopher P. Gibson,REP,3,25
Ulster,Kingston Ward 6 -1,"U,S, House",19,Christopher P. Gibson,REP,8,150
Ulster,Kingston Ward 6 -2,"U,S, House",19,Christopher P. Gibson,REP,8,25
Ulster,Kingston Ward 6 -3,"U,S, House",19,Christopher P. Gibson,REP,6,75
Ulster,Kingston Ward 7 -1,"U,S, House",19,Christopher P. Gibson,REP,6,118
Ulster,Kingston Ward 7 -2,"U,S, House",19,Christopher P. Gibson,REP,15,125
Ulster,Kingston Ward 7 -3,"U,S, House",19,Christopher P. Gibson,REP,4,68
Ulster,Kingston Ward 8 -1,"U,S, House",19,Christopher P. Gibson,REP,1,38
Ulster,Kingston Ward 8 -2,"U,S, House",19,Christopher P. Gibson,REP,3,20
Ulster,Kingston Ward 8 -3,"U,S, House",19,Christopher P. Gibson,REP,3,71
Ulster,Kingston Ward 9 -1,"U,S, House",19,Christopher P. Gibson,REP,7,86
Ulster,Kingston Ward 9 -2,"U,S, House",19,Christopher P. Gibson,REP,3,75
Ulster,Kingston Ward 9 -3,"U,S, House",19,Christopher P. Gibson,REP,4,54
Ulster,Denning 1,"U,S, House",19,Christopher P. Gibson,REP,13,53
Ulster,Denning 2,"U,S, House",19,Christopher P. Gibson,REP,2,46
Ulster,Esopus 1,"U,S, House",19,Christopher P. Gibson,REP,12,209
Ulster,Esopus 2,"U,S, House",19,Christopher P. Gibson,REP,3,129
Ulster,Esopus 3,"U,S, House",19,Christopher P. Gibson,REP,9,222
Ulster,Esopus 4,"U,S, House",19,Christopher P. Gibson,REP,9,245
Ulster,Esopus 5,"U,S, House",19,Christopher P. Gibson,REP,8,144
Ulster,Esopus 6,"U,S, House",19,Christopher P. Gibson,REP,10,168
Ulster,Esopus 7,"U,S, House",19,Christopher P. Gibson,REP,28,348
Ulster,Gardiner 1,"U,S, House",19,Christopher P. Gibson,REP,7,186
Ulster,Gardiner 2,"U,S, House",19,Christopher P. Gibson,REP,9,187
Ulster,Gardiner 3,"U,S, House",19,Christopher P. Gibson,REP,6,145
Ulster,Gardiner 4,"U,S, House",19,Christopher P. Gibson,REP,6,136
Ulster,Hardenburgh 1,"U,S, House",19,Christopher P. Gibson,REP,14,0
Ulster,Hardenburgh 2,"U,S, House",19,Christopher P. Gibson,REP,13,26
Ulster,Hurley 1,"U,S, House",19,Christopher P. Gibson,REP,6,114
Ulster,Hurley 2,"U,S, House",19,Christopher P. Gibson,REP,10,118
Ulster,Hurley 3,"U,S, House",19,Christopher P. Gibson,REP,9,133
Ulster,Hurley 4,"U,S, House",19,Christopher P. Gibson,REP,12,177
Ulster,Hurley 5,"U,S, House",19,Christopher P. Gibson,REP,4,76
Ulster,Hurley 6,"U,S, House",19,Christopher P. Gibson,REP,1,110
Ulster,Hurley 7,"U,S, House",19,Christopher P. Gibson,REP,7,123
Ulster,Hurley 8,"U,S, House",19,Christopher P. Gibson,REP,5,158
Ulster,"Kingston, Town 1","U,S, House",19,Christopher P. Gibson,REP,9,138
Ulster,Lloyd 1,"U,S, House",19,Christopher P. Gibson,REP,12,216
Ulster,Lloyd 2,"U,S, House",19,Christopher P. Gibson,REP,16,126
Ulster,Lloyd 3,"U,S, House",19,Christopher P. Gibson,REP,9,133
Ulster,Lloyd 4,"U,S, House",19,Christopher P. Gibson,REP,9,156
Ulster,Lloyd 5,"U,S, House",19,Christopher P. Gibson,REP,15,180
Ulster,Lloyd 6,"U,S, House",19,Christopher P. Gibson,REP,12,111
Ulster,Lloyd 7,"U,S, House",19,Christopher P. Gibson,REP,9,158
Ulster,Marbletown 1,"U,S, House",19,Christopher P. Gibson,REP,5,46
Ulster,Marbletown 2,"U,S, House",19,Christopher P. Gibson,REP,0,71
Ulster,Marbletown 3,"U,S, House",19,Christopher P. Gibson,REP,9,140
Ulster,Marbletown 4,"U,S, House",19,Christopher P. Gibson,REP,0,77
Ulster,Marbletown 5,"U,S, House",19,Christopher P. Gibson,REP,3,122
Ulster,Marbletown 6,"U,S, House",19,Christopher P. Gibson,REP,11,113
Ulster,Marbletown 7,"U,S, House",19,Christopher P. Gibson,REP,7,156
Ulster,Marlborough 1,"U,S, House",19,Christopher P. Gibson,REP,12,192
Ulster,Marlborough 2,"U,S, House",19,Christopher P. Gibson,REP,3,136
Ulster,Marlborough 3,"U,S, House",19,Christopher P. Gibson,REP,20,190
Ulster,Marlborough 4,"U,S, House",19,Christopher P. Gibson,REP,8,271
Ulster,Marlborough 5,"U,S, House",19,Christopher P. Gibson,REP,4,143
Ulster,Marlborough 6,"U,S, House",19,Christopher P. Gibson,REP,5,181
Ulster,New Paltz 1,"U,S, House",19,Christopher P. Gibson,REP,8,79
Ulster,New Paltz 2,"U,S, House",19,Christopher P. Gibson,REP,4,91
Ulster,New Paltz 3,"U,S, House",19,Christopher P. Gibson,REP,5,65
Ulster,New Paltz 4,"U,S, House",19,Christopher P. Gibson,REP,3,69
Ulster,New Paltz 5,"U,S, House",19,Christopher P. Gibson,REP,3,74
Ulster,New Paltz 6,"U,S, House",19,Christopher P. Gibson,REP,4,114
Ulster,New Paltz 7,"U,S, House",19,Christopher P. Gibson,REP,5,149
Ulster,New Paltz 8,"U,S, House",19,Christopher P. Gibson,REP,6,51
Ulster,New Paltz 9,"U,S, House",19,Christopher P. Gibson,REP,0,17
Ulster,New Paltz 10,"U,S, House",19,Christopher P. Gibson,REP,0,105
Ulster,Olive 1,"U,S, House",19,Christopher P. Gibson,REP,8,193
Ulster,Olive 2,"U,S, House",19,Christopher P. Gibson,REP,3,116
Ulster,Olive 3,"U,S, House",19,Christopher P. Gibson,REP,10,126
Ulster,Olive 4,"U,S, House",19,Christopher P. Gibson,REP,0,111
Ulster,Olive 5,"U,S, House",19,Christopher P. Gibson,REP,1,106
Ulster,Plattekill 1,"U,S, House",19,Christopher P. Gibson,REP,6,236
Ulster,Plattekill 2,"U,S, House",19,Christopher P. Gibson,REP,6,147
Ulster,Plattekill 3,"U,S, House",19,Christopher P. Gibson,REP,11,133
Ulster,Plattekill 4,"U,S, House",19,Christopher P. Gibson,REP,9,187
Ulster,Plattekill 5,"U,S, House",19,Christopher P. Gibson,REP,15,201
Ulster,Plattekill 6,"U,S, House",19,Christopher P. Gibson,REP,4,185
Ulster,Rochester 1,"U,S, House",19,Christopher P. Gibson,REP,12,187
Ulster,Rochester 2,"U,S, House",19,Christopher P. Gibson,REP,12,236
Ulster,Rochester 3,"U,S, House",19,Christopher P. Gibson,REP,8,238
Ulster,Rochester 4,"U,S, House",19,Christopher P. Gibson,REP,10,126
Ulster,Rochester 5,"U,S, House",19,Christopher P. Gibson,REP,2,171
Ulster,Rosendale 1,"U,S, House",19,Christopher P. Gibson,REP,15,105
Ulster,Rosendale 2,"U,S, House",19,Christopher P. Gibson,REP,5,134
Ulster,Rosendale 3,"U,S, House",19,Christopher P. Gibson,REP,7,152
Ulster,Rosendale 4,"U,S, House",19,Christopher P. Gibson,REP,10,168
Ulster,Rosendale 5,"U,S, House",19,Christopher P. Gibson,REP,13,153
Ulster,Saugerties 1,"U,S, House",19,Christopher P. Gibson,REP,4,60
Ulster,Saugerties 2,"U,S, House",19,Christopher P. Gibson,REP,10,95
Ulster,Saugerties 3,"U,S, House",19,Christopher P. Gibson,REP,6,97
Ulster,Saugerties 4,"U,S, House",19,Christopher P. Gibson,REP,12,191
Ulster,Saugerties 5,"U,S, House",19,Christopher P. Gibson,REP,7,155
Ulster,Saugerties 6,"U,S, House",19,Christopher P. Gibson,REP,7,208
Ulster,Saugerties 7,"U,S, House",19,Christopher P. Gibson,REP,7,70
Ulster,Saugerties 8,"U,S, House",19,Christopher P. Gibson,REP,17,164
Ulster,Saugerties 9,"U,S, House",19,Christopher P. Gibson,REP,4,67
Ulster,Saugerties 10,"U,S, House",19,Christopher P. Gibson,REP,2,108
Ulster,Saugerties 11,"U,S, House",19,Christopher P. Gibson,REP,12,240
Ulster,Saugerties 12,"U,S, House",19,Christopher P. Gibson,REP,18,214
Ulster,Saugerties 13,"U,S, House",19,Christopher P. Gibson,REP,14,233
Ulster,Saugerties 14,"U,S, House",19,Christopher P. Gibson,REP,4,46
Ulster,Saugerties 15,"U,S, House",19,Christopher P. Gibson,REP,14,203
Ulster,Saugerties 16,"U,S, House",19,Christopher P. Gibson,REP,7,203
Ulster,Shandaken 1,"U,S, House",19,Christopher P. Gibson,REP,11,114
Ulster,Shandaken 2,"U,S, House",19,Christopher P. Gibson,REP,4,72
Ulster,Shandaken 3,"U,S, House",19,Christopher P. Gibson,REP,7,82
Ulster,Shandaken 4,"U,S, House",19,Christopher P. Gibson,REP,3,45
Ulster,Shawangunk 1,"U,S, House",19,Christopher P. Gibson,REP,8,165
Ulster,Shawangunk 2,"U,S, House",19,Christopher P. Gibson,REP,5,232
Ulster,Shawangunk 3,"U,S, House",19,Christopher P. Gibson,REP,10,195
Ulster,Shawangunk 4,"U,S, House",19,Christopher P. Gibson,REP,3,137
Ulster,Shawangunk 5,"U,S, House",19,Christopher P. Gibson,REP,4,132
Ulster,Shawangunk 6,"U,S, House",19,Christopher P. Gibson,REP,5,243
Ulster,Shawangunk 7,"U,S, House",19,Christopher P. Gibson,REP,6,249
Ulster,Ulster 1,"U,S, House",19,Christopher P. Gibson,REP,4,194
Ulster,Ulster 2,"U,S, House",19,Christopher P. Gibson,REP,21,161
Ulster,Ulster 3,"U,S, House",19,Christopher P. Gibson,REP,3,53
Ulster,Ulster 4,"U,S, House",19,Christopher P. Gibson,REP,3,59
Ulster,Ulster 5,"U,S, House",19,Christopher P. Gibson,REP,12,75
Ulster,Ulster 6,"U,S, House",19,Christopher P. Gibson,REP,1,57
Ulster,Ulster 7,"U,S, House",19,Christopher P. Gibson,REP,4,108
Ulster,Ulster 8,"U,S, House",19,Christopher P. Gibson,REP,6,61
Ulster,Ulster 9,"U,S, House",19,Christopher P. Gibson,REP,10,145
Ulster,Ulster 10,"U,S, House",19,Christopher P. Gibson,REP,8,197
Ulster,Ulster 11,"U,S, House",19,Christopher P. Gibson,REP,10,106
Ulster,Ulster 12,"U,S, House",19,Christopher P. Gibson,REP,7,118
Ulster,Ulster 13,"U,S, House",19,Christopher P. Gibson,REP,14,228
Ulster,Ulster 14,"U,S, House",19,Christopher P. Gibson,REP,9,168
Ulster,Wawarsing 1,"U,S, House",19,Christopher P. Gibson,REP,1,36
Ulster,Wawarsing 2,"U,S, House",19,Christopher P. Gibson,REP,7,95
Ulster,Wawarsing 3,"U,S, House",19,Christopher P. Gibson,REP,3,59
Ulster,Wawarsing 4,"U,S, House",19,Christopher P. Gibson,REP,2,70
Ulster,Wawarsing 5,"U,S, House",19,Christopher P. Gibson,REP,9,118
Ulster,Wawarsing 6,"U,S, House",19,Christopher P. Gibson,REP,19,106
Ulster,Wawarsing 7,"U,S, House",19,Christopher P. Gibson,REP,6,92
Ulster,Wawarsing 8,"U,S, House",19,Christopher P. Gibson,REP,19,188
Ulster,Wawarsing 9,"U,S, House",19,Christopher P. Gibson,REP,1,55
Ulster,Wawarsing 10,"U,S, House",19,Christopher P. Gibson,REP,4,95
Ulster,Wawarsing 11,"U,S, House",19,Christopher P. Gibson,REP,1,25
Ulster,Wawarsing 12,"U,S, House",19,Christopher P. Gibson,REP,4,108
Ulster,Woodstock 1,"U,S, House",19,Christopher P. Gibson,REP,3,49
Ulster,Woodstock 2,"U,S, House",19,Christopher P. Gibson,REP,4,55
Ulster,Woodstock 3,"U,S, House",19,Christopher P. Gibson,REP,3,93
Ulster,Woodstock 4,"U,S, House",19,Christopher P. Gibson,REP,5,34
Ulster,Woodstock 5,"U,S, House",19,Christopher P. Gibson,REP,1,36
Ulster,Woodstock 6,"U,S, House",19,Christopher P. Gibson,REP,5,71
Ulster,Woodstock 7,"U,S, House",19,Christopher P. Gibson,REP,0,38
Ulster,Woodstock 8,"U,S, House",19,Christopher P. Gibson,REP,3,20
Ulster,Woodstock 9,"U,S, House",19,Christopher P. Gibson,REP,2,55
Ulster,TOTAL,"U,S, House",19,Christopher P. Gibson,REP,1185,19733
Ulster,Kingston Ward 1 -1,"U,S, House",19,Christopher P. Gibson,CON,3,5
Ulster,Kingston Ward 1 -2,"U,S, House",19,Christopher P. Gibson,CON,1,25
Ulster,Kingston Ward 1 -3,"U,S, House",19,Christopher P. Gibson,CON,2,20
Ulster,Kingston Ward 2 -1,"U,S, House",19,Christopher P. Gibson,CON,1,14
Ulster,Kingston Ward 2 -2,"U,S, House",19,Christopher P. Gibson,CON,1,5
Ulster,Kingston Ward 2 -3,"U,S, House",19,Christopher P. Gibson,CON,2,14
Ulster,Kingston Ward 3 -1,"U,S, House",19,Christopher P. Gibson,CON,3,32
Ulster,Kingston Ward 3 -2,"U,S, House",19,Christopher P. Gibson,CON,0,12
Ulster,Kingston Ward 3 -3,"U,S, House",19,Christopher P. Gibson,CON,8,29
Ulster,Kingston Ward 4 -1,"U,S, House",19,Christopher P. Gibson,CON,0,13
Ulster,Kingston Ward 4 -2,"U,S, House",19,Christopher P. Gibson,CON,1,9
Ulster,Kingston Ward 5 -1,"U,S, House",19,Christopher P. Gibson,CON,1,6
Ulster,Kingston Ward 5 -2,"U,S, House",19,Christopher P. Gibson,CON,4,23
Ulster,Kingston Ward 5 -3,"U,S, House",19,Christopher P. Gibson,CON,0,12
Ulster,Kingston Ward 6 -1,"U,S, House",19,Christopher P. Gibson,CON,3,27
Ulster,Kingston Ward 6 -2,"U,S, House",19,Christopher P. Gibson,CON,2,6
Ulster,Kingston Ward 6 -3,"U,S, House",19,Christopher P. Gibson,CON,0,16
Ulster,Kingston Ward 7 -1,"U,S, House",19,Christopher P. Gibson,CON,0,25
Ulster,Kingston Ward 7 -2,"U,S, House",19,Christopher P. Gibson,CON,4,24
Ulster,Kingston Ward 7 -3,"U,S, House",19,Christopher P. Gibson,CON,1,21
Ulster,Kingston Ward 8 -1,"U,S, House",19,Christopher P. Gibson,CON,0,4
Ulster,Kingston Ward 8 -2,"U,S, House",19,Christopher P. Gibson,CON,0,3
Ulster,Kingston Ward 8 -3,"U,S, House",19,Christopher P. Gibson,CON,0,19
Ulster,Kingston Ward 9 -1,"U,S, House",19,Christopher P. Gibson,CON,0,10
Ulster,Kingston Ward 9 -2,"U,S, House",19,Christopher P. Gibson,CON,4,19
Ulster,Kingston Ward 9 -3,"U,S, House",19,Christopher P. Gibson,CON,0,11
Ulster,Denning 1,"U,S, House",19,Christopher P. Gibson,CON,0,3
Ulster,Denning 2,"U,S, House",19,Christopher P. Gibson,CON,0,10
Ulster,Esopus 1,"U,S, House",19,Christopher P. Gibson,CON,1,48
Ulster,Esopus 2,"U,S, House",19,Christopher P. Gibson,CON,9,49
Ulster,Esopus 3,"U,S, House",19,Christopher P. Gibson,CON,3,41
Ulster,Esopus 4,"U,S, House",19,Christopher P. Gibson,CON,5,54
Ulster,Esopus 5,"U,S, House",19,Christopher P. Gibson,CON,4,48
Ulster,Esopus 6,"U,S, House",19,Christopher P. Gibson,CON,4,34
Ulster,Esopus 7,"U,S, House",19,Christopher P. Gibson,CON,10,71
Ulster,Gardiner 1,"U,S, House",19,Christopher P. Gibson,CON,3,60
Ulster,Gardiner 2,"U,S, House",19,Christopher P. Gibson,CON,1,32
Ulster,Gardiner 3,"U,S, House",19,Christopher P. Gibson,CON,0,43
Ulster,Gardiner 4,"U,S, House",19,Christopher P. Gibson,CON,3,29
Ulster,Hardenburgh 1,"U,S, House",19,Christopher P. Gibson,CON,0,0
Ulster,Hardenburgh 2,"U,S, House",19,Christopher P. Gibson,CON,1,9
Ulster,Hurley 1,"U,S, House",19,Christopher P. Gibson,CON,4,26
Ulster,Hurley 2,"U,S, House",19,Christopher P. Gibson,CON,6,18
Ulster,Hurley 3,"U,S, House",19,Christopher P. Gibson,CON,0,33
Ulster,Hurley 4,"U,S, House",19,Christopher P. Gibson,CON,2,27
Ulster,Hurley 5,"U,S, House",19,Christopher P. Gibson,CON,2,21
Ulster,Hurley 6,"U,S, House",19,Christopher P. Gibson,CON,1,27
Ulster,Hurley 7,"U,S, House",19,Christopher P. Gibson,CON,3,20
Ulster,Hurley 8,"U,S, House",19,Christopher P. Gibson,CON,3,33
Ulster,"Kingston, Town 1","U,S, House",19,Christopher P. Gibson,CON,0,41
Ulster,Lloyd 1,"U,S, House",19,Christopher P. Gibson,CON,1,46
Ulster,Lloyd 2,"U,S, House",19,Christopher P. Gibson,CON,4,36
Ulster,Lloyd 3,"U,S, House",19,Christopher P. Gibson,CON,1,24
Ulster,Lloyd 4,"U,S, House",19,Christopher P. Gibson,CON,0,30
Ulster,Lloyd 5,"U,S, House",19,Christopher P. Gibson,CON,2,41
Ulster,Lloyd 6,"U,S, House",19,Christopher P. Gibson,CON,2,35
Ulster,Lloyd 7,"U,S, House",19,Christopher P. Gibson,CON,1,46
Ulster,Marbletown 1,"U,S, House",19,Christopher P. Gibson,CON,1,5
Ulster,Marbletown 2,"U,S, House",19,Christopher P. Gibson,CON,3,23
Ulster,Marbletown 3,"U,S, House",19,Christopher P. Gibson,CON,2,32
Ulster,Marbletown 4,"U,S, House",19,Christopher P. Gibson,CON,0,17
Ulster,Marbletown 5,"U,S, House",19,Christopher P. Gibson,CON,1,24
Ulster,Marbletown 6,"U,S, House",19,Christopher P. Gibson,CON,0,23
Ulster,Marbletown 7,"U,S, House",19,Christopher P. Gibson,CON,0,34
Ulster,Marlborough 1,"U,S, House",19,Christopher P. Gibson,CON,2,34
Ulster,Marlborough 2,"U,S, House",19,Christopher P. Gibson,CON,0,20
Ulster,Marlborough 3,"U,S, House",19,Christopher P. Gibson,CON,0,41
Ulster,Marlborough 4,"U,S, House",19,Christopher P. Gibson,CON,3,54
Ulster,Marlborough 5,"U,S, House",19,Christopher P. Gibson,CON,3,32
Ulster,Marlborough 6,"U,S, House",19,Christopher P. Gibson,CON,3,32
Ulster,New Paltz 1,"U,S, House",19,Christopher P. Gibson,CON,1,13
Ulster,New Paltz 2,"U,S, House",19,Christopher P. Gibson,CON,1,12
Ulster,New Paltz 3,"U,S, House",19,Christopher P. Gibson,CON,5,24
Ulster,New Paltz 4,"U,S, House",19,Christopher P. Gibson,CON,0,10
Ulster,New Paltz 5,"U,S, House",19,Christopher P. Gibson,CON,1,12
Ulster,New Paltz 6,"U,S, House",19,Christopher P. Gibson,CON,2,22
Ulster,New Paltz 7,"U,S, House",19,Christopher P. Gibson,CON,2,26
Ulster,New Paltz 8,"U,S, House",19,Christopher P. Gibson,CON,2,10
Ulster,New Paltz 9,"U,S, House",19,Christopher P. Gibson,CON,0,1
Ulster,New Paltz 10,"U,S, House",19,Christopher P. Gibson,CON,2,28
Ulster,Olive 1,"U,S, House",19,Christopher P. Gibson,CON,1,40
Ulster,Olive 2,"U,S, House",19,Christopher P. Gibson,CON,1,35
Ulster,Olive 3,"U,S, House",19,Christopher P. Gibson,CON,1,27
Ulster,Olive 4,"U,S, House",19,Christopher P. Gibson,CON,1,49
Ulster,Olive 5,"U,S, House",19,Christopher P. Gibson,CON,2,17
Ulster,Plattekill 1,"U,S, House",19,Christopher P. Gibson,CON,0,50
Ulster,Plattekill 2,"U,S, House",19,Christopher P. Gibson,CON,4,46
Ulster,Plattekill 3,"U,S, House",19,Christopher P. Gibson,CON,2,44
Ulster,Plattekill 4,"U,S, House",19,Christopher P. Gibson,CON,4,60
Ulster,Plattekill 5,"U,S, House",19,Christopher P. Gibson,CON,2,27
Ulster,Plattekill 6,"U,S, House",19,Christopher P. Gibson,CON,2,39
Ulster,Rochester 1,"U,S, House",19,Christopher P. Gibson,CON,3,50
Ulster,Rochester 2,"U,S, House",19,Christopher P. Gibson,CON,3,44
Ulster,Rochester 3,"U,S, House",19,Christopher P. Gibson,CON,0,57
Ulster,Rochester 4,"U,S, House",19,Christopher P. Gibson,CON,1,14
Ulster,Rochester 5,"U,S, House",19,Christopher P. Gibson,CON,2,37
Ulster,Rosendale 1,"U,S, House",19,Christopher P. Gibson,CON,1,24
Ulster,Rosendale 2,"U,S, House",19,Christopher P. Gibson,CON,2,25
Ulster,Rosendale 3,"U,S, House",19,Christopher P. Gibson,CON,3,32
Ulster,Rosendale 4,"U,S, House",19,Christopher P. Gibson,CON,2,36
Ulster,Rosendale 5,"U,S, House",19,Christopher P. Gibson,CON,4,40
Ulster,Saugerties 1,"U,S, House",19,Christopher P. Gibson,CON,0,20
Ulster,Saugerties 2,"U,S, House",19,Christopher P. Gibson,CON,1,25
Ulster,Saugerties 3,"U,S, House",19,Christopher P. Gibson,CON,1,10
