county,precinct,office,district,party,candidate,votes,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,IND,Gary Johnson,12,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,IND,Gary Johnson,14,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,IND,Gary Johnson,21,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,IND,Gary Johnson,20,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,IND,Gary Johnson,184,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,WEP,Hillary Clinton,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,WEP,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,WEP,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,WEP,Hillary Clinton,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,WEP,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,WEP,Hillary Clinton,7,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,WEP,Hillary Clinton,5,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,WEP,Hillary Clinton,0,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,WEP,Hillary Clinton,8,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,WEP,Hillary Clinton,34,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,LBT,Gary Johnson,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,LBT,Gary Johnson,8,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,LBT,Gary Johnson,8,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,LBT,Gary Johnson,6,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,LBT,Gary Johnson,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,LBT,Gary Johnson,7,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,LBT,Gary Johnson,10,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,LBT,Gary Johnson,6,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,LBT,Gary Johnson,8,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,LBT,Gary Johnson,76,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,,Evan McMullin,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,,Evan McMullin,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,,Evan McMullin,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,,Evan McMullin,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,,Evan McMullin,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,,Evan McMullin,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,,Evan McMullin,14,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,,Darryl Castle,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,,Darryl Castle,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,,Darryl Castle,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,,Tom Hoeflidg,0,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,,Chris Keniston,0,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,,Scattering,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,,Scattering,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,,Scattering,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,,Scattering,8,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,,Scattering,7,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,,Scattering,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,,Scattering,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,,Scattering,5,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,,Scattering,,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,,Scattering,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,,Scattering,38,,,,,,,,,,,,,,
Niagara,Wheatfield/000/1,President,,,Blanks,9,,,,,,,,,,,,,,
Niagara,Wheatfield/000/2,President,,,Blanks,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/3,President,,,Blanks,12,,,,,,,,,,,,,,
Niagara,Wheatfield/000/4,President,,,Blanks,17,,,,,,,,,,,,,,
Niagara,Wheatfield/000/5,President,,,Blanks,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/6,President,,,Blanks,6,,,,,,,,,,,,,,
Niagara,Wheatfield/000/7,President,,,Blanks,6,,,,,,,,,,,,,,
Niagara,Wheatfield/000/8,President,,,Blanks,1,,,,,,,,,,,,,,
Niagara,Wheatfield/000/9,President,,,Blanks,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/10,President,,,Blanks,3,,,,,,,,,,,,,,
Niagara,Wheatfield/000/11,President,,,Blanks,9,,,,,,,,,,,,,,
Niagara,Wheatfield/000/12,President,,,Blanks,4,,,,,,,,,,,,,,
Niagara,Wheatfield/000/13,President,,,Blanks,14,,,,,,,,,,,,,,
Niagara,Wheatfield/000/14,President,,,Blanks,4,,,,,,,,,,,,,,
Niagara,Wheatfield/000,President,,,Blanks,92,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,,Ballots Cast,616,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,,Ballots Cast,652,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,,Ballots Cast,774,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,,Ballots Cast,514,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,,Ballots Cast,463,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,,Ballots Cast,3019,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,DEM,Hillary Clinton,153,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,DEM,Hillary Clinton,122,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,DEM,Hillary Clinton,179,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,DEM,Hillary Clinton,105,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,DEM,Hillary Clinton,139,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,DEM,Hillary Clinton,698,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,REP,Donald J. Trump,369,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,REP,Donald J. Trump,392,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,REP,Donald J. Trump,462,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,REP,Donald J. Trump,296,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,REP,Donald J. Trump,248,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,REP,Donald J. Trump,1767,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,CON,Donald J. Trump,60,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,CON,Donald J. Trump,100,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,CON,Donald J. Trump,92,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,CON,Donald J. Trump,74,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,CON,Donald J. Trump,38,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,CON,Donald J. Trump,364,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,GRE,Jill Stein,4,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,GRE,Jill Stein,2,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,GRE,Jill Stein,11,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,GRE,Jill Stein,8,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,GRE,Jill Stein,3,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,GRE,Jill Stein,28,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,WOR,Hillary Clinton,4,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,WOR,Hillary Clinton,9,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,WOR,Hillary Clinton,9,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,WOR,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,WOR,Hillary Clinton,3,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,WOR,Hillary Clinton,28,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,IND,Gary Johnson,12,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,IND,Gary Johnson,15,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,IND,Gary Johnson,11,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,IND,Gary Johnson,13,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,IND,Gary Johnson,14,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,IND,Gary Johnson,65,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,WEP,Hillary Clinton,2,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,WEP,Hillary Clinton,1,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,WEP,Hillary Clinton,1,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,WEP,Hillary Clinton,1,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,WEP,Hillary Clinton,5,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,WEP,Hillary Clinton,10,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,LBT,Gary Johnson,4,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,LBT,Gary Johnson,3,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,LBT,Gary Johnson,10,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,LBT,Gary Johnson,5,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,LBT,Gary Johnson,27,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,,Evan McMullin,,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,,Evan McMullin,2,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,,Evan McMullin,4,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,,Evan McMullin,6,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,,Darryl Castle,1,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,,Darryl Castle,,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,,Darryl Castle,1,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,,Tom Hoeflidg,,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,,Tom Hoeflidg,0,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,,Chris Keniston,,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,,Chris Keniston,0,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,,Scattering,3,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,,Scattering,6,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,,Scattering,4,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,,Scattering,2,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,,Scattering,4,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,,Scattering,19,,,,,,,,,,,,,,
Niagara,Wilson/000/1,President,,,Blanks,4,,,,,,,,,,,,,,
Niagara,Wilson/000/2,President,,,Blanks,2,,,,,,,,,,,,,,
Niagara,Wilson/000/3,President,,,Blanks,0,,,,,,,,,,,,,,
Niagara,Wilson/000/4,President,,,Blanks,0,,,,,,,,,,,,,,
Niagara,Wilson/000/5,President,,,Blanks,0,,,,,,,,,,,,,,
Niagara,Wilson/000,President,,,Blanks,6,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,,Ballots Cast,551,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,,Ballots Cast,761,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,,Ballots Cast,761,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,,Ballots Cast,808,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,,Ballots Cast,2881,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,DEM,Charles E Schumer,187,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,DEM,Charles E Schumer,296,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,DEM,Charles E Schumer,323,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,DEM,Charles E Schumer,314,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,DEM,Charles E Schumer,1120,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,REP,Wendy Long,217,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,REP,Wendy Long,265,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,REP,Wendy Long,251,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,REP,Wendy Long,296,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,REP,Wendy Long,1029,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,CON,Wendy Long,52,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,CON,Wendy Long,70,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,CON,Wendy Long,59,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,CON,Wendy Long,70,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,CON,Wendy Long,251,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,GRE,Robin Laverne Wilson,4,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,GRE,Robin Laverne Wilson,5,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,GRE,Robin Laverne Wilson,10,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,GRE,Robin Laverne Wilson,8,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,GRE,Robin Laverne Wilson,27,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,WOR,Charles E Schumer,31,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,WOR,Charles E Schumer,44,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,WOR,Charles E Schumer,34,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,WOR,Charles E Schumer,36,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,WOR,Charles E Schumer,145,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,IND,Charles E Schumer,16,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,IND,Charles E Schumer,27,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,IND,Charles E Schumer,20,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,IND,Charles E Schumer,29,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,IND,Charles E Schumer,92,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,WEP,Charles E Schumer,3,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,WEP,Charles E Schumer,6,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,WEP,Charles E Schumer,5,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,WEP,Charles E Schumer,5,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,WEP,Charles E Schumer,19,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,REF,Wendy Long,1,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,REF,Wendy Long,2,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,REF,Wendy Long,3,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,REF,Wendy Long,3,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,REF,Wendy Long,9,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,LBT,Alex Merced,5,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,LBT,Alex Merced,8,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,LBT,Alex Merced,5,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,LBT,Alex Merced,5,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,LBT,Alex Merced,23,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,,Scattering,,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,,Scattering,,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,,Scattering,,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,,Scattering,,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,,Scattering,0,,,,,,,,,,,,,,
Niagara,Cambria/000/1,U.S. Senate,,,Blanks,35,,,,,,,,,,,,,,
Niagara,Cambria/000/2,U.S. Senate,,,Blanks,38,,,,,,,,,,,,,,
Niagara,Cambria/000/3,U.S. Senate,,,Blanks,51,,,,,,,,,,,,,,
Niagara,Cambria/000/4,U.S. Senate,,,Blanks,42,,,,,,,,,,,,,,
Niagara,Cambria/000,U.S. Senate,,,Blanks,166,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,U.S. Senate,,,Ballots Cast,421,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,U.S. Senate,,,Ballots Cast,416,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,U.S. Senate,,,Ballots Cast,551,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,U.S. Senate,,,Ballots Cast,149,,,,,,,,,,,,,,
Niagara,City of Lockport/001,U.S. Senate,,,Ballots Cast,1537,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,U.S. Senate,,DEM,Charles E Schumer,236,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,U.S. Senate,,DEM,Charles E Schumer,219,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,U.S. Senate,,DEM,Charles E Schumer,280,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,U.S. Senate,,DEM,Charles E Schumer,87,,,,,,,,,,,,,,
Niagara,City of Lockport/001,U.S. Senate,,DEM,Charles E Schumer,822,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,U.S. Senate,,REP,Wendy Long,84,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,U.S. Senate,,REP,Wendy Long,94,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,U.S. Senate,,REP,Wendy Long,122,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,U.S. Senate,,REP,Wendy Long,26,,,,,,,,,,,,,,
Niagara,City of Lockport/001,U.S. Senate,,REP,Wendy Long,326,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,U.S. Senate,,CON,Wendy Long,25,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,U.S. Senate,,CON,Wendy Long,26,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,U.S. Senate,,CON,Wendy Long,40,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,U.S. Senate,,CON,Wendy Long,7,,,,,,,,,,,,,,
Niagara,City of Lockport/001,U.S. Senate,,CON,Wendy Long,98,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,U.S. Senate,,GRE,Robin Laverne Wilson,5,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,U.S. Senate,,GRE,Robin Laverne Wilson,5,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,U.S. Senate,,GRE,Robin Laverne Wilson,7,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,U.S. Senate,,GRE,Robin Laverne Wilson,4,,,,,,,,,,,,,,
Niagara,City of Lockport/001,U.S. Senate,,GRE,Robin Laverne Wilson,21,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,U.S. Senate,,WOR,Charles E Schumer,24,,,,,,,,,,,,,,
Niagara,City of Lockport/001/2,U.S. Senate,,WOR,Charles E Schumer,24,,,,,,,,,,,,,,
Niagara,City of Lockport/001/3,U.S. Senate,,WOR,Charles E Schumer,38,,,,,,,,,,,,,,
Niagara,City of Lockport/001/4,U.S. Senate,,WOR,Charles E Schumer,7,,,,,,,,,,,,,,
Niagara,City of Lockport/001,U.S. Senate,,WOR,Charles E Schumer,93,,,,,,,,,,,,,,
Niagara,City of Lockport/001/1,U.S. Senate,,IND,Charles E Schumer,20,,,,,,,,,,,,,,
