county,precinct,office,district,candidate,party,votes,election_day,early_voting,absentee
Delaware,DL 4,Attorney General,,Letitia A. James,DEM,164,66,75,23
Delaware,DP 1,Attorney General,,Letitia A. James,DEM,70,56,0,14
Delaware,DP 2,Attorney General,,Letitia A. James,DEM,44,37,1,6
Delaware,FR 1,Attorney General,,Letitia A. James,DEM,101,75,14,12
Delaware,FR 2,Attorney General,,Letitia A. James,DEM,115,69,23,23
Delaware,FR 3,Attorney General,,Letitia A. James,DEM,157,125,13,19
Delaware,HM 1,Attorney General,,Letitia A. James,DEM,191,122,51,18
Delaware,HN 1,Attorney General,,Letitia A. James,DEM,60,42,4,14
Delaware,HN 2,Attorney General,,Letitia A. James,DEM,48,30,7,11
Delaware,HN 3,Attorney General,,Letitia A. James,DEM,90,70,7,13
Delaware,HN 4,Attorney General,,Letitia A. James,DEM,22,20,0,2
Delaware,HN 5,Attorney General,,Letitia A. James,DEM,17,16,0,1
Delaware,HN 6,Attorney General,,Letitia A. James,DEM,31,26,1,4
Delaware,HR 1,Attorney General,,Letitia A. James,DEM,204,140,25,39
Delaware,KR 1,Attorney General,,Letitia A. James,DEM,113,74,28,11
Delaware,KR 2,Attorney General,,Letitia A. James,DEM,111,64,33,14
Delaware,MA 1,Attorney General,,Letitia A. James,DEM,104,76,6,22
Delaware,ME 1,Attorney General,,Letitia A. James,DEM,108,54,35,19
Delaware,ME 2,Attorney General,,Letitia A. James,DEM,155,113,32,10
Delaware,MI 1,Attorney General,,Letitia A. James,DEM,171,123,15,33
Delaware,MI 2,Attorney General,,Letitia A. James,DEM,229,151,52,26
Delaware,MI 3,Attorney General,,Letitia A. James,DEM,106,66,19,21
Delaware,MI 4,Attorney General,,Letitia A. James,DEM,87,56,18,13
Delaware,MI 5,Attorney General,,Letitia A. James,DEM,82,67,3,12
Delaware,RX 1,Attorney General,,Letitia A. James,DEM,68,51,3,14
Delaware,RX 2,Attorney General,,Letitia A. James,DEM,93,56,16,21
Delaware,RX 3,Attorney General,,Letitia A. James,DEM,174,129,22,23
Delaware,RX 4,Attorney General,,Letitia A. James,DEM,117,86,7,24
Delaware,SD 1,Attorney General,,Letitia A. James,DEM,91,65,12,14
Delaware,SD 2,Attorney General,,Letitia A. James,DEM,96,75,8,13
Delaware,SD 3,Attorney General,,Letitia A. James,DEM,88,63,12,13
Delaware,SD 4,Attorney General,,Letitia A. James,DEM,94,78,5,11
Delaware,SD 5,Attorney General,,Letitia A. James,DEM,74,65,3,6
Delaware,SD 6,Attorney General,,Letitia A. James,DEM,158,141,1,16
Delaware,SD 7,Attorney General,,Letitia A. James,DEM,78,60,2,16
Delaware,ST 1,Attorney General,,Letitia A. James,DEM,165,123,25,17
Delaware,ST 2,Attorney General,,Letitia A. James,DEM,100,65,15,20
Delaware,TM 1,Attorney General,,Letitia A. James,DEM,100,79,8,13
Delaware,WL 1,Attorney General,,Letitia A. James,DEM,119,97,11,11
Delaware,WL 2,Attorney General,,Letitia A. James,DEM,127,84,27,16
Delaware,WL 3,Attorney General,,Letitia A. James,DEM,101,73,12,16
Delaware,WL 4,Attorney General,,Letitia A. James,DEM,106,80,9,17
Delaware,WL 5,Attorney General,,Letitia A. James,DEM,92,77,5,10
Delaware,AN 1,Attorney General,,Michael Henry,REP,195,163,18,14
Delaware,AN 2,Attorney General,,Michael Henry,REP,111,96,2,13
Delaware,BV 1,Attorney General,,Michael Henry,REP,171,149,14,8
Delaware,CO 1,Attorney General,,Michael Henry,REP,247,226,7,14
Delaware,CO 2,Attorney General,,Michael Henry,REP,117,113,1,3
Delaware,CO 3,Attorney General,,Michael Henry,REP,92,90,0,2
Delaware,CO 4,Attorney General,,Michael Henry,REP,146,137,3,6
Delaware,DA 1,Attorney General,,Michael Henry,REP,238,222,4,12
Delaware,DA 2,Attorney General,,Michael Henry,REP,365,331,11,23
Delaware,DL 1,Attorney General,,Michael Henry,REP,203,168,22,13
Delaware,DL 2,Attorney General,,Michael Henry,REP,151,116,28,7
Delaware,DL 3,Attorney General,,Michael Henry,REP,170,132,26,12
Delaware,DL 4,Attorney General,,Michael Henry,REP,109,80,20,9
Delaware,DP 1,Attorney General,,Michael Henry,REP,230,219,0,11
Delaware,DP 2,Attorney General,,Michael Henry,REP,113,104,2,7
Delaware,FR 1,Attorney General,,Michael Henry,REP,217,194,10,13
Delaware,FR 2,Attorney General,,Michael Henry,REP,142,120,9,13
Delaware,FR 3,Attorney General,,Michael Henry,REP,260,228,17,15
Delaware,HM 1,Attorney General,,Michael Henry,REP,347,295,25,27
Delaware,HN 1,Attorney General,,Michael Henry,REP,125,118,2,5
Delaware,HN 2,Attorney General,,Michael Henry,REP,119,101,11,7
Delaware,HN 3,Attorney General,,Michael Henry,REP,236,216,2,18
Delaware,HN 4,Attorney General,,Michael Henry,REP,112,98,2,12
Delaware,HN 5,Attorney General,,Michael Henry,REP,104,95,3,6
Delaware,HN 6,Attorney General,,Michael Henry,REP,123,114,0,9
Delaware,HR 1,Attorney General,,Michael Henry,REP,373,334,20,19
Delaware,KR 1,Attorney General,,Michael Henry,REP,214,185,16,13
Delaware,KR 2,Attorney General,,Michael Henry,REP,202,185,8,9
Delaware,MA 1,Attorney General,,Michael Henry,REP,370,351,4,15
Delaware,ME 1,Attorney General,,Michael Henry,REP,138,102,23,13
Delaware,ME 2,Attorney General,,Michael Henry,REP,275,254,11,10
Delaware,MI 1,Attorney General,,Michael Henry,REP,241,159,9,73
Delaware,MI 2,Attorney General,,Michael Henry,REP,171,154,11,6
Delaware,MI 3,Attorney General,,Michael Henry,REP,135,111,13,11
Delaware,MI 4,Attorney General,,Michael Henry,REP,64,58,4,2
Delaware,MI 5,Attorney General,,Michael Henry,REP,130,115,5,10
Delaware,RX 1,Attorney General,,Michael Henry,REP,245,230,4,11
Delaware,RX 2,Attorney General,,Michael Henry,REP,94,82,6,6
Delaware,RX 3,Attorney General,,Michael Henry,REP,134,125,4,5
Delaware,RX 4,Attorney General,,Michael Henry,REP,134,115,3,16
Delaware,SD 1,Attorney General,,Michael Henry,REP,200,192,4,4
Delaware,SD 2,Attorney General,,Michael Henry,REP,126,115,4,7
Delaware,SD 3,Attorney General,,Michael Henry,REP,203,170,17,16
Delaware,SD 4,Attorney General,,Michael Henry,REP,128,113,6,9
Delaware,SD 5,Attorney General,,Michael Henry,REP,119,107,0,12
Delaware,SD 6,Attorney General,,Michael Henry,REP,184,172,3,9
Delaware,SD 7,Attorney General,,Michael Henry,REP,172,153,10,9
Delaware,ST 1,Attorney General,,Michael Henry,REP,252,221,13,18
Delaware,ST 2,Attorney General,,Michael Henry,REP,189,164,6,19
Delaware,TM 1,Attorney General,,Michael Henry,REP,313,285,10,18
Delaware,WL 1,Attorney General,,Michael Henry,REP,343,316,12,15
Delaware,WL 2,Attorney General,,Michael Henry,REP,203,178,10,15
Delaware,WL 3,Attorney General,,Michael Henry,REP,229,204,17,8
Delaware,WL 4,Attorney General,,Michael Henry,REP,287,262,10,15
Delaware,WL 5,Attorney General,,Michael Henry,REP,316,279,8,29
Delaware,AN 1,Attorney General,,Michael Henry,CON,25,22,3,0
Delaware,AN 2,Attorney General,,Michael Henry,CON,8,5,3,0
Delaware,BV 1,Attorney General,,Michael Henry,CON,17,13,2,2
Delaware,CO 1,Attorney General,,Michael Henry,CON,20,20,0,0
Delaware,CO 2,Attorney General,,Michael Henry,CON,10,9,0,1
Delaware,CO 3,Attorney General,,Michael Henry,CON,3,3,0,0
Delaware,CO 4,Attorney General,,Michael Henry,CON,14,14,0,0
Delaware,DA 1,Attorney General,,Michael Henry,CON,41,38,1,2
Delaware,DA 2,Attorney General,,Michael Henry,CON,28,26,0,2
Delaware,DL 1,Attorney General,,Michael Henry,CON,22,17,4,1
Delaware,DL 2,Attorney General,,Michael Henry,CON,16,16,0,0
Delaware,DL 3,Attorney General,,Michael Henry,CON,25,17,5,3
Delaware,DL 4,Attorney General,,Michael Henry,CON,9,8,0,1
Delaware,DP 1,Attorney General,,Michael Henry,CON,15,10,0,5
Delaware,DP 2,Attorney General,,Michael Henry,CON,9,7,0,2
Delaware,FR 1,Attorney General,,Michael Henry,CON,17,14,2,1
Delaware,FR 2,Attorney General,,Michael Henry,CON,20,19,0,1
Delaware,FR 3,Attorney General,,Michael Henry,CON,30,28,1,1
Delaware,HM 1,Attorney General,,Michael Henry,CON,32,31,1,0
Delaware,HN 1,Attorney General,,Michael Henry,CON,13,12,1,0
Delaware,HN 2,Attorney General,,Michael Henry,CON,5,5,0,0
Delaware,HN 3,Attorney General,,Michael Henry,CON,9,6,1,2
Delaware,HN 4,Attorney General,,Michael Henry,CON,6,5,0,1
Delaware,HN 5,Attorney General,,Michael Henry,CON,3,2,0,1
Delaware,HN 6,Attorney General,,Michael Henry,CON,6,6,0,0
Delaware,HR 1,Attorney General,,Michael Henry,CON,48,45,1,2
Delaware,KR 1,Attorney General,,Michael Henry,CON,23,17,3,3
Delaware,KR 2,Attorney General,,Michael Henry,CON,22,14,3,5
Delaware,MA 1,Attorney General,,Michael Henry,CON,25,22,3,0
Delaware,ME 1,Attorney General,,Michael Henry,CON,33,24,9,0
Delaware,ME 2,Attorney General,,Michael Henry,CON,20,19,1,0
Delaware,MI 1,Attorney General,,Michael Henry,CON,28,23,2,3
Delaware,MI 2,Attorney General,,Michael Henry,CON,16,13,2,1
Delaware,MI 3,Attorney General,,Michael Henry,CON,18,15,2,1
Delaware,MI 4,Attorney General,,Michael Henry,CON,7,6,1,0
Delaware,MI 5,Attorney General,,Michael Henry,CON,10,9,0,1
Delaware,RX 1,Attorney General,,Michael Henry,CON,39,37,1,1
Delaware,RX 2,Attorney General,,Michael Henry,CON,7,6,0,1
Delaware,RX 3,Attorney General,,Michael Henry,CON,13,12,1,0
Delaware,RX 4,Attorney General,,Michael Henry,CON,8,7,0,1
Delaware,SD 1,Attorney General,,Michael Henry,CON,15,15,0,0
Delaware,SD 2,Attorney General,,Michael Henry,CON,9,9,0,0
Delaware,SD 3,Attorney General,,Michael Henry,CON,13,13,0,0
Delaware,SD 4,Attorney General,,Michael Henry,CON,10,9,1,0
Delaware,SD 5,Attorney General,,Michael Henry,CON,5,5,0,0
Delaware,SD 6,Attorney General,,Michael Henry,CON,8,8,0,0
Delaware,SD 7,Attorney General,,Michael Henry,CON,10,10,0,0
Delaware,ST 1,Attorney General,,Michael Henry,CON,35,32,0,3
Delaware,ST 2,Attorney General,,Michael Henry,CON,20,19,1,0
Delaware,TM 1,Attorney General,,Michael Henry,CON,28,26,2,0
Delaware,WL 1,Attorney General,,Michael Henry,CON,24,22,2,0
Delaware,WL 2,Attorney General,,Michael Henry,CON,10,10,0,0
Delaware,WL 3,Attorney General,,Michael Henry,CON,15,14,1,0
Delaware,WL 4,Attorney General,,Michael Henry,CON,24,23,0,1
Delaware,WL 5,Attorney General,,Michael Henry,CON,22,19,0,3
Delaware,AN 1,Attorney General,,Letitia A. James,WOR,24,11,6,7
Delaware,AN 2,Attorney General,,Letitia A. James,WOR,12,4,4,4
Delaware,BV 1,Attorney General,,Letitia A. James,WOR,22,16,5,1
Delaware,CO 1,Attorney General,,Letitia A. James,WOR,5,2,0,3
Delaware,CO 2,Attorney General,,Letitia A. James,WOR,7,6,1,0
Delaware,CO 3,Attorney General,,Letitia A. James,WOR,4,4,0,0
Delaware,CO 4,Attorney General,,Letitia A. James,WOR,2,0,1,1
Delaware,DA 1,Attorney General,,Letitia A. James,WOR,7,6,1,0
Delaware,DA 2,Attorney General,,Letitia A. James,WOR,15,8,3,4
Delaware,DL 1,Attorney General,,Letitia A. James,WOR,16,8,7,1
Delaware,DL 2,Attorney General,,Letitia A. James,WOR,30,13,13,4
Delaware,DL 3,Attorney General,,Letitia A. James,WOR,15,4,5,6
Delaware,DL 4,Attorney General,,Letitia A. James,WOR,16,7,7,2
Delaware,DP 1,Attorney General,,Letitia A. James,WOR,7,6,0,1
Delaware,DP 2,Attorney General,,Letitia A. James,WOR,4,3,0,1
Delaware,FR 1,Attorney General,,Letitia A. James,WOR,5,3,2,0
Delaware,FR 2,Attorney General,,Letitia A. James,WOR,20,14,2,4
Delaware,FR 3,Attorney General,,Letitia A. James,WOR,24,13,5,6
Delaware,HM 1,Attorney General,,Letitia A. James,WOR,26,20,4,2
Delaware,HN 1,Attorney General,,Letitia A. James,WOR,3,3,0,0
Delaware,HN 2,Attorney General,,Letitia A. James,WOR,5,1,1,3
Delaware,HN 3,Attorney General,,Letitia A. James,WOR,7,4,0,3
Delaware,HN 4,Attorney General,,Letitia A. James,WOR,3,2,0,1
Delaware,HN 5,Attorney General,,Letitia A. James,WOR,2,2,0,0
Delaware,HN 6,Attorney General,,Letitia A. James,WOR,4,4,0,0
Delaware,HR 1,Attorney General,,Letitia A. James,WOR,13,7,4,2
Delaware,KR 1,Attorney General,,Letitia A. James,WOR,20,13,4,3
Delaware,KR 2,Attorney General,,Letitia A. James,WOR,17,12,1,4
Delaware,MA 1,Attorney General,,Letitia A. James,WOR,9,6,2,1
Delaware,ME 1,Attorney General,,Letitia A. James,WOR,16,5,7,4
Delaware,ME 2,Attorney General,,Letitia A. James,WOR,24,20,2,2
Delaware,MI 1,Attorney General,,Letitia A. James,WOR,20,12,3,5
Delaware,MI 2,Attorney General,,Letitia A. James,WOR,32,24,3,5
Delaware,MI 3,Attorney General,,Letitia A. James,WOR,13,11,1,1
Delaware,MI 4,Attorney General,,Letitia A. James,WOR,8,7,0,1
Delaware,MI 5,Attorney General,,Letitia A. James,WOR,10,8,2,0
Delaware,RX 1,Attorney General,,Letitia A. James,WOR,5,2,2,1
Delaware,RX 2,Attorney General,,Letitia A. James,WOR,16,13,0,3
Delaware,RX 3,Attorney General,,Letitia A. James,WOR,15,6,2,7
Delaware,RX 4,Attorney General,,Letitia A. James,WOR,12,9,1,2
Delaware,SD 1,Attorney General,,Letitia A. James,WOR,13,8,3,2
Delaware,SD 2,Attorney General,,Letitia A. James,WOR,3,3,0,0
Delaware,SD 3,Attorney General,,Letitia A. James,WOR,6,3,2,1
Delaware,SD 4,Attorney General,,Letitia A. James,WOR,10,10,0,0
Delaware,SD 5,Attorney General,,Letitia A. James,WOR,3,2,0,1
Delaware,SD 6,Attorney General,,Letitia A. James,WOR,13,13,0,0
Delaware,SD 7,Attorney General,,Letitia A. James,WOR,8,7,1,0
Delaware,ST 1,Attorney General,,Letitia A. James,WOR,24,16,5,3
Delaware,ST 2,Attorney General,,Letitia A. James,WOR,11,9,1,1
Delaware,TM 1,Attorney General,,Letitia A. James,WOR,16,10,4,2
Delaware,WL 1,Attorney General,,Letitia A. James,WOR,14,7,7,0
Delaware,WL 2,Attorney General,,Letitia A. James,WOR,13,10,3,0
Delaware,WL 3,Attorney General,,Letitia A. James,WOR,10,9,0,1
Delaware,WL 4,Attorney General,,Letitia A. James,WOR,9,9,0,0
Delaware,WL 5,Attorney General,,Letitia A. James,WOR,11,10,0,1
Delaware,AN 1,Attorney General,,Under Votes,,6,5,0,1
Delaware,AN 2,Attorney General,,Under Votes,,5,5,0,0
Delaware,BV 1,Attorney General,,Under Votes,,9,8,1,0
Delaware,CO 1,Attorney General,,Under Votes,,3,3,0,0
Delaware,CO 2,Attorney General,,Under Votes,,2,2,0,0
Delaware,CO 3,Attorney General,,Under Votes,,1,1,0,0
Delaware,CO 4,Attorney General,,Under Votes,,2,2,0,0
Delaware,DA 1,Attorney General,,Under Votes,,7,7,0,0
Delaware,DA 2,Attorney General,,Under Votes,,7,6,0,1
Delaware,DL 1,Attorney General,,Under Votes,,7,7,0,0
Delaware,DL 2,Attorney General,,Under Votes,,9,8,1,0
Delaware,DL 3,Attorney General,,Under Votes,,4,2,2,0
Delaware,DL 4,Attorney General,,Under Votes,,5,1,2,2
Delaware,DP 1,Attorney General,,Under Votes,,7,7,0,0
Delaware,DP 2,Attorney General,,Under Votes,,3,3,0,0
Delaware,FR 1,Attorney General,,Under Votes,,10,8,2,0
Delaware,FR 2,Attorney General,,Under Votes,,9,8,0,1
Delaware,FR 3,Attorney General,,Under Votes,,9,9,0,0
Delaware,HM 1,Attorney General,,Under Votes,,7,7,0,0
Delaware,HN 1,Attorney General,,Under Votes,,5,4,1,0
Delaware,HN 2,Attorney General,,Under Votes,,1,1,0,0
Delaware,HN 3,Attorney General,,Under Votes,,4,2,0,2
Delaware,HN 4,Attorney General,,Under Votes,,2,2,0,0
Delaware,HN 5,Attorney General,,Under Votes,,5,5,0,0
Delaware,HN 6,Attorney General,,Under Votes,,1,1,0,0
Delaware,HR 1,Attorney General,,Under Votes,,5,5,0,0
Delaware,KR 1,Attorney General,,Under Votes,,9,8,1,0
Delaware,KR 2,Attorney General,,Under Votes,,7,5,2,0
Delaware,MA 1,Attorney General,,Under Votes,,7,6,0,1
Delaware,ME 1,Attorney General,,Under Votes,,2,1,1,0
Delaware,ME 2,Attorney General,,Under Votes,,6,5,1,0
Delaware,MI 1,Attorney General,,Under Votes,,6,6,0,0
Delaware,MI 2,Attorney General,,Under Votes,,7,7,0,0
Delaware,MI 3,Attorney General,,Under Votes,,1,1,0,0
Delaware,MI 4,Attorney General,,Under Votes,,1,1,0,0
Delaware,MI 5,Attorney General,,Under Votes,,4,4,0,0
Delaware,RX 1,Attorney General,,Under Votes,,3,3,0,0
Delaware,RX 2,Attorney General,,Under Votes,,1,0,0,1
Delaware,RX 3,Attorney General,,Under Votes,,3,3,0,0
Delaware,RX 4,Attorney General,,Under Votes,,4,4,0,0
Delaware,SD 1,Attorney General,,Under Votes,,5,5,0,0
Delaware,SD 2,Attorney General,,Under Votes,,4,4,0,0
Delaware,SD 3,Attorney General,,Under Votes,,9,9,0,0
Delaware,SD 4,Attorney General,,Under Votes,,2,2,0,0
Delaware,SD 5,Attorney General,,Under Votes,,6,6,0,0
Delaware,SD 6,Attorney General,,Under Votes,,6,5,0,1
Delaware,SD 7,Attorney General,,Under Votes,,8,8,0,0
Delaware,ST 1,Attorney General,,Under Votes,,4,4,0,0
Delaware,ST 2,Attorney General,,Under Votes,,5,4,0,1
Delaware,TM 1,Attorney General,,Under Votes,,9,9,0,0
Delaware,WL 1,Attorney General,,Under Votes,,6,5,0,1
Delaware,WL 2,Attorney General,,Under Votes,,3,3,0,0
Delaware,WL 3,Attorney General,,Under Votes,,5,5,0,0
Delaware,WL 4,Attorney General,,Under Votes,,10,8,1,1
Delaware,WL 5,Attorney General,,Under Votes,,7,6,1,0
Delaware,AN 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,AN 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,BV 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,CO 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,CO 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,CO 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,CO 4,Attorney General,,Over Votes,,0,0,0,0
Delaware,DA 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,DA 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,DL 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,DL 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,DL 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,DL 4,Attorney General,,Over Votes,,0,0,0,0
Delaware,DP 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,DP 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,FR 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,FR 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,FR 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,HM 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,HN 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,HN 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,HN 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,HN 4,Attorney General,,Over Votes,,0,0,0,0
Delaware,HN 5,Attorney General,,Over Votes,,0,0,0,0
Delaware,HN 6,Attorney General,,Over Votes,,0,0,0,0
Delaware,HR 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,KR 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,KR 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,MA 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,ME 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,ME 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,MI 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,MI 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,MI 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,MI 4,Attorney General,,Over Votes,,0,0,0,0
Delaware,MI 5,Attorney General,,Over Votes,,0,0,0,0
Delaware,RX 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,RX 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,RX 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,RX 4,Attorney General,,Over Votes,,0,0,0,0
Delaware,SD 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,SD 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,SD 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,SD 4,Attorney General,,Over Votes,,0,0,0,0
Delaware,SD 5,Attorney General,,Over Votes,,0,0,0,0
Delaware,SD 6,Attorney General,,Over Votes,,0,0,0,0
Delaware,SD 7,Attorney General,,Over Votes,,0,0,0,0
Delaware,ST 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,ST 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,TM 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,WL 1,Attorney General,,Over Votes,,0,0,0,0
Delaware,WL 2,Attorney General,,Over Votes,,0,0,0,0
Delaware,WL 3,Attorney General,,Over Votes,,0,0,0,0
Delaware,WL 4,Attorney General,,Over Votes,,0,0,0,0
Delaware,WL 5,Attorney General,,Over Votes,,0,0,0,0
Delaware,AN 1,Attorney General,,Write-ins,,1,0,0,1
Delaware,AN 2,Attorney General,,Write-ins,,1,0,0,1
Delaware,BV 1,Attorney General,,Write-ins,,1,0,1,0
Delaware,CO 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,CO 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,CO 3,Attorney General,,Write-ins,,0,0,0,0
Delaware,CO 4,Attorney General,,Write-ins,,0,0,0,0
Delaware,DA 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,DA 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,DL 1,Attorney General,,Write-ins,,1,1,0,0
Delaware,DL 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,DL 3,Attorney General,,Write-ins,,0,0,0,0
Delaware,DL 4,Attorney General,,Write-ins,,0,0,0,0
Delaware,DP 1,Attorney General,,Write-ins,,1,1,0,0
Delaware,DP 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,FR 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,FR 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,FR 3,Attorney General,,Write-ins,,0,0,0,0
Delaware,HM 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,HN 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,HN 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,HN 3,Attorney General,,Write-ins,,0,0,0,0
Delaware,HN 4,Attorney General,,Write-ins,,0,0,0,0
Delaware,HN 5,Attorney General,,Write-ins,,0,0,0,0
Delaware,HN 6,Attorney General,,Write-ins,,1,1,0,0
Delaware,HR 1,Attorney General,,Write-ins,,1,1,0,0
Delaware,KR 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,KR 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,MA 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,ME 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,ME 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,MI 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,MI 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,MI 3,Attorney General,,Write-ins,,0,0,0,0
Delaware,MI 4,Attorney General,,Write-ins,,0,0,0,0
Delaware,MI 5,Attorney General,,Write-ins,,0,0,0,0
Delaware,RX 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,RX 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,RX 3,Attorney General,,Write-ins,,1,0,0,1
Delaware,RX 4,Attorney General,,Write-ins,,0,0,0,0
Delaware,SD 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,SD 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,SD 3,Attorney General,,Write-ins,,0,0,0,0
Delaware,SD 4,Attorney General,,Write-ins,,1,1,0,0
Delaware,SD 5,Attorney General,,Write-ins,,0,0,0,0
Delaware,SD 6,Attorney General,,Write-ins,,0,0,0,0
Delaware,SD 7,Attorney General,,Write-ins,,0,0,0,0
Delaware,ST 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,ST 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,TM 1,Attorney General,,Write-ins,,1,0,0,1
Delaware,WL 1,Attorney General,,Write-ins,,0,0,0,0
Delaware,WL 2,Attorney General,,Write-ins,,0,0,0,0
Delaware,WL 3,Attorney General,,Write-ins,,0,0,0,0
Delaware,WL 4,Attorney General,,Write-ins,,0,0,0,0
Delaware,WL 5,Attorney General,,Write-ins,,0,0,0,0
Delaware,AN 1,U.S. Senate,,Charles E. Schumer,DEM,223,130,50,43
Delaware,AN 2,U.S. Senate,,Charles E. Schumer,DEM,92,58,19,15
Delaware,BV 1,U.S. Senate,,Charles E. Schumer,DEM,213,123,50,40
Delaware,CO 1,U.S. Senate,,Charles E. Schumer,DEM,86,57,11,18
Delaware,CO 2,U.S. Senate,,Charles E. Schumer,DEM,61,42,4,15
Delaware,CO 3,U.S. Senate,,Charles E. Schumer,DEM,40,21,11,8
Delaware,CO 4,U.S. Senate,,Charles E. Schumer,DEM,30,20,0,10
Delaware,DA 1,U.S. Senate,,Charles E. Schumer,DEM,87,79,4,4
Delaware,DA 2,U.S. Senate,,Charles E. Schumer,DEM,220,169,23,28
Delaware,DL 1,U.S. Senate,,Charles E. Schumer,DEM,199,105,72,22
Delaware,DL 2,U.S. Senate,,Charles E. Schumer,DEM,144,60,63,21
Delaware,DL 3,U.S. Senate,,Charles E. Schumer,DEM,146,69,53,24
Delaware,DL 4,U.S. Senate,,Charles E. Schumer,DEM,165,65,77,23
Delaware,DP 1,U.S. Senate,,Charles E. Schumer,DEM,72,58,0,14
Delaware,DP 2,U.S. Senate,,Charles E. Schumer,DEM,48,41,1,6
Delaware,FR 1,U.S. Senate,,Charles E. Schumer,DEM,100,75,14,11
Delaware,FR 2,U.S. Senate,,Charles E. Schumer,DEM,115,67,23,25
Delaware,FR 3,U.S. Senate,,Charles E. Schumer,DEM,159,128,13,18
Delaware,HM 1,U.S. Senate,,Charles E. Schumer,DEM,209,141,51,17
Delaware,HN 1,U.S. Senate,,Charles E. Schumer,DEM,63,44,5,14
Delaware,HN 2,U.S. Senate,,Charles E. Schumer,DEM,50,32,7,11
Delaware,HN 3,U.S. Senate,,Charles E. Schumer,DEM,96,74,7,15
Delaware,HN 4,U.S. Senate,,Charles E. Schumer,DEM,22,21,0,1
Delaware,HN 5,U.S. Senate,,Charles E. Schumer,DEM,19,18,0,1
Delaware,HN 6,U.S. Senate,,Charles E. Schumer,DEM,33,29,1,3
Delaware,HR 1,U.S. Senate,,Charles E. Schumer,DEM,214,151,25,38
Delaware,KR 1,U.S. Senate,,Charles E. Schumer,DEM,116,76,28,12
Delaware,KR 2,U.S. Senate,,Charles E. Schumer,DEM,116,65,35,16
Delaware,MA 1,U.S. Senate,,Charles E. Schumer,DEM,105,76,6,23
