Orleans,precinct,office,district,party,candidate,votes
Orleans,Town of Murray 1 LD 4,Attorney General,,WOR,Letitia A. James,2
Orleans,Town of Murray 2 LD 4,Attorney General,,WOR,Letitia A. James,8
Orleans,Town of Murray 3 LD 4,Attorney General,,WOR,Letitia A. James,3
Orleans,Town of Murray 4 LD 4,Attorney General,,WOR,Letitia A. James,9
Orleans,Town of Murray 5 LD 4,Attorney General,,WOR,Letitia A. James,1
Orleans,Town of Murray 6 LD 4,Attorney General,,WOR,Letitia A. James,1
Orleans,Town of Ridgeway 1 LD 2,Attorney General,,WOR,Letitia A. James,4
Orleans,Town of Ridgeway 2 LD 2,Attorney General,,WOR,Letitia A. James,11
Orleans,Town of Ridgeway 3 LD 2,Attorney General,,WOR,Letitia A. James,8
Orleans,Town of Ridgeway 4 LD 2,Attorney General,,WOR,Letitia A. James,1
Orleans,Town of Ridgeway 5 LD 2,Attorney General,,WOR,Letitia A. James,5
Orleans,Town of Ridgeway 6 LD 2,Attorney General,,WOR,Letitia A. James,13
Orleans,Town of Ridgeway 7 LD 2,Attorney General,,WOR,Letitia A. James,1
Orleans,Town of Shelby 1 LD 1,Attorney General,,WOR,Letitia A. James,8
Orleans,Town of Shelby 2 LD 1,Attorney General,,WOR,Letitia A. James,6
Orleans,Town of Shelby 3 LD 2,Attorney General,,WOR,Letitia A. James,5
Orleans,Town of Shelby 4 LD 1,Attorney General,,WOR,Letitia A. James,12
Orleans,Town of Yates 1 LD 2,Attorney General,,WOR,Letitia A. James,11
Orleans,Town of Yates 2 LD 2,Attorney General,,WOR,Letitia A. James,5
Orleans,Town of Albion 1 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Albion 2 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Albion 3 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Albion 4 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Albion 5 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Albion 6 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Barre 1 LD 1,Attorney General,,,Write-Ins,0
Orleans,Town of Barre 2 LD 1,Attorney General,,,Write-Ins,0
Orleans,Town of Carlton 1 LD 4,Attorney General,,,Write-Ins,2
Orleans,Town of Carlton 2 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Carlton 3 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Clarendon 1 LD 1,Attorney General,,,Write-Ins,0
Orleans,Town of Clarendon 2 LD 1,Attorney General,,,Write-Ins,1
Orleans,Town of Clarendon 3 LD 1,Attorney General,,,Write-Ins,0
Orleans,Town of Gaines 1 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Gaines 2 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Gaines 3 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Gaines 4 LD 3,Attorney General,,,Write-Ins,0
Orleans,Town of Kendall 1 LD 4,Attorney General,,,Write-Ins,2
Orleans,Town of Kendall 2 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Kendall 3 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Murray 1 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Murray 2 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Murray 3 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Murray 4 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Murray 5 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Murray 6 LD 4,Attorney General,,,Write-Ins,0
Orleans,Town of Ridgeway 1 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Ridgeway 2 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Ridgeway 3 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Ridgeway 4 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Ridgeway 5 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Ridgeway 6 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Ridgeway 7 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Shelby 1 LD 1,Attorney General,,,Write-Ins,0
Orleans,Town of Shelby 2 LD 1,Attorney General,,,Write-Ins,0
Orleans,Town of Shelby 3 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Shelby 4 LD 1,Attorney General,,,Write-Ins,0
Orleans,Town of Yates 1 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Yates 2 LD 2,Attorney General,,,Write-Ins,0
Orleans,Town of Albion 1 LD 3,Attorney General,,,Undervotes,12
Orleans,Town of Albion 2 LD 3,Attorney General,,,Undervotes,15
Orleans,Town of Albion 3 LD 3,Attorney General,,,Undervotes,16
Orleans,Town of Albion 4 LD 3,Attorney General,,,Undervotes,9
Orleans,Town of Albion 5 LD 3,Attorney General,,,Undervotes,11
Orleans,Town of Albion 6 LD 3,Attorney General,,,Undervotes,19
Orleans,Town of Barre 1 LD 1,Attorney General,,,Undervotes,21
Orleans,Town of Barre 2 LD 1,Attorney General,,,Undervotes,18
Orleans,Town of Carlton 1 LD 4,Attorney General,,,Undervotes,20
Orleans,Town of Carlton 2 LD 4,Attorney General,,,Undervotes,12
Orleans,Town of Carlton 3 LD 4,Attorney General,,,Undervotes,14
Orleans,Town of Clarendon 1 LD 1,Attorney General,,,Undervotes,16
Orleans,Town of Clarendon 2 LD 1,Attorney General,,,Undervotes,17
Orleans,Town of Clarendon 3 LD 1,Attorney General,,,Undervotes,13
Orleans,Town of Gaines 1 LD 3,Attorney General,,,Undervotes,7
Orleans,Town of Gaines 2 LD 3,Attorney General,,,Undervotes,6
Orleans,Town of Gaines 3 LD 3,Attorney General,,,Undervotes,4
Orleans,Town of Gaines 4 LD 3,Attorney General,,,Undervotes,19
Orleans,Town of Kendall 1 LD 4,Attorney General,,,Undervotes,11
Orleans,Town of Kendall 2 LD 4,Attorney General,,,Undervotes,5
Orleans,Town of Kendall 3 LD 4,Attorney General,,,Undervotes,10
Orleans,Town of Murray 1 LD 4,Attorney General,,,Undervotes,8
Orleans,Town of Murray 2 LD 4,Attorney General,,,Undervotes,12
Orleans,Town of Murray 3 LD 4,Attorney General,,,Undervotes,5
Orleans,Town of Murray 4 LD 4,Attorney General,,,Undervotes,14
Orleans,Town of Murray 5 LD 4,Attorney General,,,Undervotes,1
Orleans,Town of Murray 6 LD 4,Attorney General,,,Undervotes,4
Orleans,Town of Ridgeway 1 LD 2,Attorney General,,,Undervotes,10
Orleans,Town of Ridgeway 2 LD 2,Attorney General,,,Undervotes,15
Orleans,Town of Ridgeway 3 LD 2,Attorney General,,,Undervotes,12
Orleans,Town of Ridgeway 4 LD 2,Attorney General,,,Undervotes,12
Orleans,Town of Ridgeway 5 LD 2,Attorney General,,,Undervotes,10
Orleans,Town of Ridgeway 6 LD 2,Attorney General,,,Undervotes,9
Orleans,Town of Ridgeway 7 LD 2,Attorney General,,,Undervotes,8
Orleans,Town of Shelby 1 LD 1,Attorney General,,,Undervotes,17
Orleans,Town of Shelby 2 LD 1,Attorney General,,,Undervotes,13
Orleans,Town of Shelby 3 LD 2,Attorney General,,,Undervotes,14
Orleans,Town of Shelby 4 LD 1,Attorney General,,,Undervotes,16
Orleans,Town of Yates 1 LD 2,Attorney General,,,Undervotes,16
Orleans,Town of Yates 2 LD 2,Attorney General,,,Undervotes,19
Orleans,Town of Albion 1 LD 3,Attorney General,,,Overvotes,0
Orleans,Town of Albion 2 LD 3,Attorney General,,,Overvotes,0
Orleans,Town of Albion 3 LD 3,Attorney General,,,Overvotes,0
Orleans,Town of Albion 4 LD 3,Attorney General,,,Overvotes,1
Orleans,Town of Albion 5 LD 3,Attorney General,,,Overvotes,0
Orleans,Town of Albion 6 LD 3,Attorney General,,,Overvotes,1
Orleans,Town of Barre 1 LD 1,Attorney General,,,Overvotes,0
Orleans,Town of Barre 2 LD 1,Attorney General,,,Overvotes,0
Orleans,Town of Carlton 1 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Carlton 2 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Carlton 3 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Clarendon 1 LD 1,Attorney General,,,Overvotes,0
Orleans,Town of Clarendon 2 LD 1,Attorney General,,,Overvotes,0
Orleans,Town of Clarendon 3 LD 1,Attorney General,,,Overvotes,0
Orleans,Town of Gaines 1 LD 3,Attorney General,,,Overvotes,0
Orleans,Town of Gaines 2 LD 3,Attorney General,,,Overvotes,1
Orleans,Town of Gaines 3 LD 3,Attorney General,,,Overvotes,0
Orleans,Town of Gaines 4 LD 3,Attorney General,,,Overvotes,0
Orleans,Town of Kendall 1 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Kendall 2 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Kendall 3 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Murray 1 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Murray 2 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Murray 3 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Murray 4 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Murray 5 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Murray 6 LD 4,Attorney General,,,Overvotes,0
Orleans,Town of Ridgeway 1 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Ridgeway 2 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Ridgeway 3 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Ridgeway 4 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Ridgeway 5 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Ridgeway 6 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Ridgeway 7 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Shelby 1 LD 1,Attorney General,,,Overvotes,0
Orleans,Town of Shelby 2 LD 1,Attorney General,,,Overvotes,0
Orleans,Town of Shelby 3 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Shelby 4 LD 1,Attorney General,,,Overvotes,2
Orleans,Town of Yates 1 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Yates 2 LD 2,Attorney General,,,Overvotes,0
Orleans,Town of Albion 1 LD 3,U.S. Senate,,DEM,Charles E. Schumer,64
Orleans,Town of Albion 2 LD 3,U.S. Senate,,DEM,Charles E. Schumer,118
Orleans,Town of Albion 3 LD 3,U.S. Senate,,DEM,Charles E. Schumer,82
Orleans,Town of Albion 4 LD 3,U.S. Senate,,DEM,Charles E. Schumer,87
Orleans,Town of Albion 5 LD 3,U.S. Senate,,DEM,Charles E. Schumer,71
Orleans,Town of Albion 6 LD 3,U.S. Senate,,DEM,Charles E. Schumer,103
Orleans,Town of Barre 1 LD 1,U.S. Senate,,DEM,Charles E. Schumer,67
Orleans,Town of Barre 2 LD 1,U.S. Senate,,DEM,Charles E. Schumer,58
Orleans,Town of Carlton 1 LD 4,U.S. Senate,,DEM,Charles E. Schumer,104
Orleans,Town of Carlton 2 LD 4,U.S. Senate,,DEM,Charles E. Schumer,88
Orleans,Town of Carlton 3 LD 4,U.S. Senate,,DEM,Charles E. Schumer,101
Orleans,Town of Clarendon 1 LD 1,U.S. Senate,,DEM,Charles E. Schumer,133
Orleans,Town of Clarendon 2 LD 1,U.S. Senate,,DEM,Charles E. Schumer,86
Orleans,Town of Clarendon 3 LD 1,U.S. Senate,,DEM,Charles E. Schumer,86
Orleans,Town of Gaines 1 LD 3,U.S. Senate,,DEM,Charles E. Schumer,93
Orleans,Town of Gaines 2 LD 3,U.S. Senate,,DEM,Charles E. Schumer,66
Orleans,Town of Gaines 3 LD 3,U.S. Senate,,DEM,Charles E. Schumer,37
Orleans,Town of Gaines 4 LD 3,U.S. Senate,,DEM,Charles E. Schumer,112
Orleans,Town of Kendall 1 LD 4,U.S. Senate,,DEM,Charles E. Schumer,111
Orleans,Town of Kendall 2 LD 4,U.S. Senate,,DEM,Charles E. Schumer,80
Orleans,Town of Kendall 3 LD 4,U.S. Senate,,DEM,Charles E. Schumer,58
Orleans,Town of Murray 1 LD 4,U.S. Senate,,DEM,Charles E. Schumer,40
Orleans,Town of Murray 2 LD 4,U.S. Senate,,DEM,Charles E. Schumer,73
Orleans,Town of Murray 3 LD 4,U.S. Senate,,DEM,Charles E. Schumer,80
Orleans,Town of Murray 4 LD 4,U.S. Senate,,DEM,Charles E. Schumer,98
Orleans,Town of Murray 5 LD 4,U.S. Senate,,DEM,Charles E. Schumer,31
Orleans,Town of Murray 6 LD 4,U.S. Senate,,DEM,Charles E. Schumer,67
Orleans,Town of Ridgeway 1 LD 2,U.S. Senate,,DEM,Charles E. Schumer,68
Orleans,Town of Ridgeway 2 LD 2,U.S. Senate,,DEM,Charles E. Schumer,109
Orleans,Town of Ridgeway 3 LD 2,U.S. Senate,,DEM,Charles E. Schumer,66
Orleans,Town of Ridgeway 4 LD 2,U.S. Senate,,DEM,Charles E. Schumer,83
Orleans,Town of Ridgeway 5 LD 2,U.S. Senate,,DEM,Charles E. Schumer,127
Orleans,Town of Ridgeway 6 LD 2,U.S. Senate,,DEM,Charles E. Schumer,80
Orleans,Town of Ridgeway 7 LD 2,U.S. Senate,,DEM,Charles E. Schumer,69
Orleans,Town of Shelby 1 LD 1,U.S. Senate,,DEM,Charles E. Schumer,83
Orleans,Town of Shelby 2 LD 1,U.S. Senate,,DEM,Charles E. Schumer,113
Orleans,Town of Shelby 3 LD 2,U.S. Senate,,DEM,Charles E. Schumer,128
Orleans,Town of Shelby 4 LD 1,U.S. Senate,,DEM,Charles E. Schumer,128
Orleans,Town of Yates 1 LD 2,U.S. Senate,,DEM,Charles E. Schumer,108
Orleans,Town of Yates 2 LD 2,U.S. Senate,,DEM,Charles E. Schumer,82
Orleans,Town of Albion 1 LD 3,U.S. Senate,,REP,Joe Pinion,137
Orleans,Town of Albion 2 LD 3,U.S. Senate,,REP,Joe Pinion,166
Orleans,Town of Albion 3 LD 3,U.S. Senate,,REP,Joe Pinion,136
Orleans,Town of Albion 4 LD 3,U.S. Senate,,REP,Joe Pinion,87
Orleans,Town of Albion 5 LD 3,U.S. Senate,,REP,Joe Pinion,173
Orleans,Town of Albion 6 LD 3,U.S. Senate,,REP,Joe Pinion,273
Orleans,Town of Barre 1 LD 1,U.S. Senate,,REP,Joe Pinion,246
Orleans,Town of Barre 2 LD 1,U.S. Senate,,REP,Joe Pinion,252
Orleans,Town of Carlton 1 LD 4,U.S. Senate,,REP,Joe Pinion,255
Orleans,Town of Carlton 2 LD 4,U.S. Senate,,REP,Joe Pinion,220
Orleans,Town of Carlton 3 LD 4,U.S. Senate,,REP,Joe Pinion,228
Orleans,Town of Clarendon 1 LD 1,U.S. Senate,,REP,Joe Pinion,377
Orleans,Town of Clarendon 2 LD 1,U.S. Senate,,REP,Joe Pinion,239
Orleans,Town of Clarendon 3 LD 1,U.S. Senate,,REP,Joe Pinion,315
Orleans,Town of Gaines 1 LD 3,U.S. Senate,,REP,Joe Pinion,143
Orleans,Town of Gaines 2 LD 3,U.S. Senate,,REP,Joe Pinion,163
Orleans,Town of Gaines 3 LD 3,U.S. Senate,,REP,Joe Pinion,154
Orleans,Town of Gaines 4 LD 3,U.S. Senate,,REP,Joe Pinion,154
Orleans,Town of Kendall 1 LD 4,U.S. Senate,,REP,Joe Pinion,286
Orleans,Town of Kendall 2 LD 4,U.S. Senate,,REP,Joe Pinion,215
Orleans,Town of Kendall 3 LD 4,U.S. Senate,,REP,Joe Pinion,231
Orleans,Town of Murray 1 LD 4,U.S. Senate,,REP,Joe Pinion,164
Orleans,Town of Murray 2 LD 4,U.S. Senate,,REP,Joe Pinion,141
Orleans,Town of Murray 3 LD 4,U.S. Senate,,REP,Joe Pinion,178
Orleans,Town of Murray 4 LD 4,U.S. Senate,,REP,Joe Pinion,260
Orleans,Town of Murray 5 LD 4,U.S. Senate,,REP,Joe Pinion,140
Orleans,Town of Murray 6 LD 4,U.S. Senate,,REP,Joe Pinion,170
Orleans,Town of Ridgeway 1 LD 2,U.S. Senate,,REP,Joe Pinion,189
Orleans,Town of Ridgeway 2 LD 2,U.S. Senate,,REP,Joe Pinion,184
Orleans,Town of Ridgeway 3 LD 2,U.S. Senate,,REP,Joe Pinion,177
Orleans,Town of Ridgeway 4 LD 2,U.S. Senate,,REP,Joe Pinion,113
Orleans,Town of Ridgeway 5 LD 2,U.S. Senate,,REP,Joe Pinion,133
Orleans,Town of Ridgeway 6 LD 2,U.S. Senate,,REP,Joe Pinion,262
Orleans,Town of Ridgeway 7 LD 2,U.S. Senate,,REP,Joe Pinion,197
Orleans,Town of Shelby 1 LD 1,U.S. Senate,,REP,Joe Pinion,222
Orleans,Town of Shelby 2 LD 1,U.S. Senate,,REP,Joe Pinion,196
Orleans,Town of Shelby 3 LD 2,U.S. Senate,,REP,Joe Pinion,139
Orleans,Town of Shelby 4 LD 1,U.S. Senate,,REP,Joe Pinion,288
Orleans,Town of Yates 1 LD 2,U.S. Senate,,REP,Joe Pinion,342
Orleans,Town of Yates 2 LD 2,U.S. Senate,,REP,Joe Pinion,285
Orleans,Town of Albion 1 LD 3,U.S. Senate,,CON,Joe Pinion,28
Orleans,Town of Albion 2 LD 3,U.S. Senate,,CON,Joe Pinion,35
Orleans,Town of Albion 3 LD 3,U.S. Senate,,CON,Joe Pinion,23
Orleans,Town of Albion 4 LD 3,U.S. Senate,,CON,Joe Pinion,15
Orleans,Town of Albion 5 LD 3,U.S. Senate,,CON,Joe Pinion,30
Orleans,Town of Albion 6 LD 3,U.S. Senate,,CON,Joe Pinion,31
Orleans,Town of Barre 1 LD 1,U.S. Senate,,CON,Joe Pinion,50
Orleans,Town of Barre 2 LD 1,U.S. Senate,,CON,Joe Pinion,36
Orleans,Town of Carlton 1 LD 4,U.S. Senate,,CON,Joe Pinion,59
Orleans,Town of Carlton 2 LD 4,U.S. Senate,,CON,Joe Pinion,46
Orleans,Town of Carlton 3 LD 4,U.S. Senate,,CON,Joe Pinion,34
Orleans,Town of Clarendon 1 LD 1,U.S. Senate,,CON,Joe Pinion,89
Orleans,Town of Clarendon 2 LD 1,U.S. Senate,,CON,Joe Pinion,48
Orleans,Town of Clarendon 3 LD 1,U.S. Senate,,CON,Joe Pinion,46
Orleans,Town of Gaines 1 LD 3,U.S. Senate,,CON,Joe Pinion,20
Orleans,Town of Gaines 2 LD 3,U.S. Senate,,CON,Joe Pinion,42
Orleans,Town of Gaines 3 LD 3,U.S. Senate,,CON,Joe Pinion,16
Orleans,Town of Gaines 4 LD 3,U.S. Senate,,CON,Joe Pinion,23
Orleans,Town of Kendall 1 LD 4,U.S. Senate,,CON,Joe Pinion,37
Orleans,Town of Kendall 2 LD 4,U.S. Senate,,CON,Joe Pinion,48
Orleans,Town of Kendall 3 LD 4,U.S. Senate,,CON,Joe Pinion,29
Orleans,Town of Murray 1 LD 4,U.S. Senate,,CON,Joe Pinion,30
Orleans,Town of Murray 2 LD 4,U.S. Senate,,CON,Joe Pinion,12
Orleans,Town of Murray 3 LD 4,U.S. Senate,,CON,Joe Pinion,15
Orleans,Town of Murray 4 LD 4,U.S. Senate,,CON,Joe Pinion,31
Orleans,Town of Murray 5 LD 4,U.S. Senate,,CON,Joe Pinion,26
Orleans,Town of Murray 6 LD 4,U.S. Senate,,CON,Joe Pinion,36
Orleans,Town of Ridgeway 1 LD 2,U.S. Senate,,CON,Joe Pinion,33
Orleans,Town of Ridgeway 2 LD 2,U.S. Senate,,CON,Joe Pinion,24
Orleans,Town of Ridgeway 3 LD 2,U.S. Senate,,CON,Joe Pinion,24
Orleans,Town of Ridgeway 4 LD 2,U.S. Senate,,CON,Joe Pinion,24
Orleans,Town of Ridgeway 5 LD 2,U.S. Senate,,CON,Joe Pinion,17
Orleans,Town of Ridgeway 6 LD 2,U.S. Senate,,CON,Joe Pinion,42
Orleans,Town of Ridgeway 7 LD 2,U.S. Senate,,CON,Joe Pinion,25
Orleans,Town of Shelby 1 LD 1,U.S. Senate,,CON,Joe Pinion,47
Orleans,Town of Shelby 2 LD 1,U.S. Senate,,CON,Joe Pinion,32
Orleans,Town of Shelby 3 LD 2,U.S. Senate,,CON,Joe Pinion,19
Orleans,Town of Shelby 4 LD 1,U.S. Senate,,CON,Joe Pinion,46
Orleans,Town of Yates 1 LD 2,U.S. Senate,,CON,Joe Pinion,74
Orleans,Town of Yates 2 LD 2,U.S. Senate,,CON,Joe Pinion,37
Orleans,Town of Albion 1 LD 3,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Albion 2 LD 3,U.S. Senate,,WOR,Charles E. Schumer,17
Orleans,Town of Albion 3 LD 3,U.S. Senate,,WOR,Charles E. Schumer,7
Orleans,Town of Albion 4 LD 3,U.S. Senate,,WOR,Charles E. Schumer,6
Orleans,Town of Albion 5 LD 3,U.S. Senate,,WOR,Charles E. Schumer,7
Orleans,Town of Albion 6 LD 3,U.S. Senate,,WOR,Charles E. Schumer,14
Orleans,Town of Barre 1 LD 1,U.S. Senate,,WOR,Charles E. Schumer,8
Orleans,Town of Barre 2 LD 1,U.S. Senate,,WOR,Charles E. Schumer,13
Orleans,Town of Carlton 1 LD 4,U.S. Senate,,WOR,Charles E. Schumer,17
Orleans,Town of Carlton 2 LD 4,U.S. Senate,,WOR,Charles E. Schumer,8
Orleans,Town of Carlton 3 LD 4,U.S. Senate,,WOR,Charles E. Schumer,10
Orleans,Town of Clarendon 1 LD 1,U.S. Senate,,WOR,Charles E. Schumer,17
Orleans,Town of Clarendon 2 LD 1,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Clarendon 3 LD 1,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Gaines 1 LD 3,U.S. Senate,,WOR,Charles E. Schumer,7
Orleans,Town of Gaines 2 LD 3,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Gaines 3 LD 3,U.S. Senate,,WOR,Charles E. Schumer,4
Orleans,Town of Gaines 4 LD 3,U.S. Senate,,WOR,Charles E. Schumer,7
Orleans,Town of Kendall 1 LD 4,U.S. Senate,,WOR,Charles E. Schumer,7
Orleans,Town of Kendall 2 LD 4,U.S. Senate,,WOR,Charles E. Schumer,8
Orleans,Town of Kendall 3 LD 4,U.S. Senate,,WOR,Charles E. Schumer,7
Orleans,Town of Murray 1 LD 4,U.S. Senate,,WOR,Charles E. Schumer,3
Orleans,Town of Murray 2 LD 4,U.S. Senate,,WOR,Charles E. Schumer,6
Orleans,Town of Murray 3 LD 4,U.S. Senate,,WOR,Charles E. Schumer,8
Orleans,Town of Murray 4 LD 4,U.S. Senate,,WOR,Charles E. Schumer,8
Orleans,Town of Murray 5 LD 4,U.S. Senate,,WOR,Charles E. Schumer,2
Orleans,Town of Murray 6 LD 4,U.S. Senate,,WOR,Charles E. Schumer,3
Orleans,Town of Ridgeway 1 LD 2,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Ridgeway 2 LD 2,U.S. Senate,,WOR,Charles E. Schumer,14
Orleans,Town of Ridgeway 3 LD 2,U.S. Senate,,WOR,Charles E. Schumer,6
Orleans,Town of Ridgeway 4 LD 2,U.S. Senate,,WOR,Charles E. Schumer,2
Orleans,Town of Ridgeway 5 LD 2,U.S. Senate,,WOR,Charles E. Schumer,7
Orleans,Town of Ridgeway 6 LD 2,U.S. Senate,,WOR,Charles E. Schumer,10
Orleans,Town of Ridgeway 7 LD 2,U.S. Senate,,WOR,Charles E. Schumer,1
Orleans,Town of Shelby 1 LD 1,U.S. Senate,,WOR,Charles E. Schumer,14
Orleans,Town of Shelby 2 LD 1,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Shelby 3 LD 2,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Shelby 4 LD 1,U.S. Senate,,WOR,Charles E. Schumer,16
Orleans,Town of Yates 1 LD 2,U.S. Senate,,WOR,Charles E. Schumer,14
Orleans,Town of Yates 2 LD 2,U.S. Senate,,WOR,Charles E. Schumer,9
Orleans,Town of Albion 1 LD 3,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Albion 2 LD 3,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Albion 3 LD 3,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Albion 4 LD 3,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Albion 5 LD 3,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Albion 6 LD 3,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Barre 1 LD 1,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Barre 2 LD 1,U.S. Senate,,LAR,Diane Sare,0
Orleans,Town of Carlton 1 LD 4,U.S. Senate,,LAR,Diane Sare,4
Orleans,Town of Carlton 2 LD 4,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Carlton 3 LD 4,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Clarendon 1 LD 1,U.S. Senate,,LAR,Diane Sare,6
Orleans,Town of Clarendon 2 LD 1,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Clarendon 3 LD 1,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Gaines 1 LD 3,U.S. Senate,,LAR,Diane Sare,0
Orleans,Town of Gaines 2 LD 3,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Gaines 3 LD 3,U.S. Senate,,LAR,Diane Sare,0
Orleans,Town of Gaines 4 LD 3,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Kendall 1 LD 4,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Kendall 2 LD 4,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Kendall 3 LD 4,U.S. Senate,,LAR,Diane Sare,0
Orleans,Town of Murray 1 LD 4,U.S. Senate,,LAR,Diane Sare,4
Orleans,Town of Murray 2 LD 4,U.S. Senate,,LAR,Diane Sare,5
Orleans,Town of Murray 3 LD 4,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Murray 4 LD 4,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Murray 5 LD 4,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Murray 6 LD 4,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Ridgeway 1 LD 2,U.S. Senate,,LAR,Diane Sare,3
Orleans,Town of Ridgeway 2 LD 2,U.S. Senate,,LAR,Diane Sare,3
Orleans,Town of Ridgeway 3 LD 2,U.S. Senate,,LAR,Diane Sare,0
Orleans,Town of Ridgeway 4 LD 2,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Ridgeway 5 LD 2,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Ridgeway 6 LD 2,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Ridgeway 7 LD 2,U.S. Senate,,LAR,Diane Sare,4
Orleans,Town of Shelby 1 LD 1,U.S. Senate,,LAR,Diane Sare,1
Orleans,Town of Shelby 2 LD 1,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Shelby 3 LD 2,U.S. Senate,,LAR,Diane Sare,0
Orleans,Town of Shelby 4 LD 1,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Yates 1 LD 2,U.S. Senate,,LAR,Diane Sare,2
Orleans,Town of Yates 2 LD 2,U.S. Senate,,LAR,Diane Sare,4
Orleans,Town of Albion 1 LD 3,U.S. Senate,,,Write-Ins,0
Orleans,Town of Albion 2 LD 3,U.S. Senate,,,Write-Ins,0
Orleans,Town of Albion 3 LD 3,U.S. Senate,,,Write-Ins,0
Orleans,Town of Albion 4 LD 3,U.S. Senate,,,Write-Ins,0
