county,precinct,office,district,party,candidate,election_day,early_voting,absentee,hand_tally
Tompkins,Ithaca City 1-2,U.S. Senate,,DEM,Charles E. Schumer,33,13,1,0
Tompkins,Ithaca City 1-3,U.S. Senate,,DEM,Charles E. Schumer,103,51,10,0
Tompkins,Ithaca City 2-1,U.S. Senate,,DEM,Charles E. Schumer,113,48,17,9
Tompkins,Ithaca City 2-2,U.S. Senate,,DEM,Charles E. Schumer,97,42,12,4
Tompkins,Ithaca City 2-3,U.S. Senate,,DEM,Charles E. Schumer,119,59,13,3
Tompkins,Ithaca City 2-4,U.S. Senate,,DEM,Charles E. Schumer,48,41,2,1
Tompkins,Ithaca City 3-1,U.S. Senate,,DEM,Charles E. Schumer,4,1,2,0
Tompkins,Ithaca City 3-2,U.S. Senate,,DEM,Charles E. Schumer,86,45,14,2
Tompkins,Ithaca City 3-3,U.S. Senate,,DEM,Charles E. Schumer,3,1,3,0
Tompkins,Ithaca City 4-1,U.S. Senate,,DEM,Charles E. Schumer,39,34,14,2
Tompkins,Ithaca City 5-1,U.S. Senate,,DEM,Charles E. Schumer,81,90,13,1
Tompkins,Ithaca City 5-2,U.S. Senate,,DEM,Charles E. Schumer,88,74,7,5
Tompkins,Ithaca City 5-3,U.S. Senate,,DEM,Charles E. Schumer,30,9,8,1
Tompkins,Caroline 1,U.S. Senate,,DEM,Charles E. Schumer,23,2,3,0
Tompkins,Caroline 2,U.S. Senate,,DEM,Charles E. Schumer,78,29,6,2
Tompkins,Caroline 3,U.S. Senate,,DEM,Charles E. Schumer,88,22,5,0
Tompkins,Danby 1,U.S. Senate,,DEM,Charles E. Schumer,92,19,5,2
Tompkins,Danby 2,U.S. Senate,,DEM,Charles E. Schumer,18,2,0,0
Tompkins,Danby 3,U.S. Senate,,DEM,Charles E. Schumer,76,23,7,0
Tompkins,Dryden 1,U.S. Senate,,DEM,Charles E. Schumer,31,9,1,0
Tompkins,Dryden 2,U.S. Senate,,DEM,Charles E. Schumer,45,11,1,2
Tompkins,Dryden 3,U.S. Senate,,DEM,Charles E. Schumer,3,4,0,0
Tompkins,Dryden 4,U.S. Senate,,DEM,Charles E. Schumer,110,47,8,1
Tompkins,Dryden 5,U.S. Senate,,DEM,Charles E. Schumer,43,8,2,0
Tompkins,Dryden 6,U.S. Senate,,DEM,Charles E. Schumer,42,6,1,0
Tompkins,Dryden 7,U.S. Senate,,DEM,Charles E. Schumer,19,7,1,0
Tompkins,Dryden 8,U.S. Senate,,DEM,Charles E. Schumer,81,30,8,1
Tompkins,Dryden 9,U.S. Senate,,DEM,Charles E. Schumer,30,7,3,0
Tompkins,Enfield 1,U.S. Senate,,DEM,Charles E. Schumer,32,5,3,0
Tompkins,Enfield 2,U.S. Senate,,DEM,Charles E. Schumer,34,12,3,1
Tompkins,Enfield 3,U.S. Senate,,DEM,Charles E. Schumer,33,10,1,1
Tompkins,Groton 1,U.S. Senate,,DEM,Charles E. Schumer,27,0,4,0
Tompkins,Groton 2,U.S. Senate,,DEM,Charles E. Schumer,31,7,4,0
Tompkins,Groton 3,U.S. Senate,,DEM,Charles E. Schumer,10,0,1,0
Tompkins,Ithaca Town 1,U.S. Senate,,DEM,Charles E. Schumer,53,17,2,1
Tompkins,Ithaca Town 2,U.S. Senate,,DEM,Charles E. Schumer,27,22,4,1
Tompkins,Ithaca Town 3,U.S. Senate,,DEM,Charles E. Schumer,38,18,9,0
Tompkins,Ithaca Town 4,U.S. Senate,,DEM,Charles E. Schumer,53,29,13,2
Tompkins,Ithaca Town 5,U.S. Senate,,DEM,Charles E. Schumer,47,33,8,2
Tompkins,Ithaca Town 6,U.S. Senate,,DEM,Charles E. Schumer,33,26,4,2
Tompkins,Ithaca Town 7,U.S. Senate,,DEM,Charles E. Schumer,18,21,7,1
Tompkins,Ithaca Town 8,U.S. Senate,,DEM,Charles E. Schumer,41,18,6,3
Tompkins,Ithaca Town 9,U.S. Senate,,DEM,Charles E. Schumer,35,22,10,1
Tompkins,Ithaca Town 10,U.S. Senate,,DEM,Charles E. Schumer,63,42,7,0
Tompkins,Ithaca Town 11,U.S. Senate,,DEM,Charles E. Schumer,48,31,15,0
Tompkins,Ithaca Town 12,U.S. Senate,,DEM,Charles E. Schumer,24,11,1,0
Tompkins,Lansing 1,U.S. Senate,,DEM,Charles E. Schumer,23,14,5,0
Tompkins,Lansing 2,U.S. Senate,,DEM,Charles E. Schumer,18,6,2,0
Tompkins,Lansing 3,U.S. Senate,,DEM,Charles E. Schumer,26,24,4,0
Tompkins,Lansing 4,U.S. Senate,,DEM,Charles E. Schumer,31,9,4,0
Tompkins,Lansing 5,U.S. Senate,,DEM,Charles E. Schumer,35,23,7,0
Tompkins,Lansing 6,U.S. Senate,,DEM,Charles E. Schumer,21,13,5,1
Tompkins,Lansing 7,U.S. Senate,,DEM,Charles E. Schumer,35,35,2,1
Tompkins,Lansing 8,U.S. Senate,,DEM,Charles E. Schumer,3,2,4,0
Tompkins,Newfield 1,U.S. Senate,,DEM,Charles E. Schumer,45,8,4,0
Tompkins,Newfield 2,U.S. Senate,,DEM,Charles E. Schumer,39,8,4,0
Tompkins,Newfield 3,U.S. Senate,,DEM,Charles E. Schumer,37,15,2,0
Tompkins,Ulysses 1,U.S. Senate,,DEM,Charles E. Schumer,56,11,3,0
Tompkins,Ulysses 2,U.S. Senate,,DEM,Charles E. Schumer,60,16,4,1
Tompkins,Ulysses 3,U.S. Senate,,DEM,Charles E. Schumer,75,15,1,0
Tompkins,Ulysses 4,U.S. Senate,,DEM,Charles E. Schumer,62,6,8,0
Tompkins,Ithaca City 1 -1,U.S. Senate,,LAR,Diane Sare,9,0,0,0
Tompkins,Ithaca City 1-2,U.S. Senate,,LAR,Diane Sare,1,0,0,0
Tompkins,Ithaca City 1-3,U.S. Senate,,LAR,Diane Sare,7,0,1,0
Tompkins,Ithaca City 2-1,U.S. Senate,,LAR,Diane Sare,5,1,0,0
Tompkins,Ithaca City 2-2,U.S. Senate,,LAR,Diane Sare,3,0,0,1
Tompkins,Ithaca City 2-3,U.S. Senate,,LAR,Diane Sare,2,0,0,0
Tompkins,Ithaca City 2-4,U.S. Senate,,LAR,Diane Sare,2,1,0,0
Tompkins,Ithaca City 3-1,U.S. Senate,,LAR,Diane Sare,0,0,0,0
Tompkins,Ithaca City 3-2,U.S. Senate,,LAR,Diane Sare,0,0,0,0
Tompkins,Ithaca City 3-3,U.S. Senate,,LAR,Diane Sare,0,0,0,0
Tompkins,Ithaca City 4-1,U.S. Senate,,LAR,Diane Sare,1,0,0,1
Tompkins,Ithaca City 5-1,U.S. Senate,,LAR,Diane Sare,2,0,0,0
Tompkins,Ithaca City 5-2,U.S. Senate,,LAR,Diane Sare,4,3,0,0
Tompkins,Ithaca City 5-3,U.S. Senate,,LAR,Diane Sare,1,0,0,0
Tompkins,Caroline 1,U.S. Senate,,LAR,Diane Sare,3,2,0,0
Tompkins,Caroline 2,U.S. Senate,,LAR,Diane Sare,4,1,0,0
Tompkins,Caroline 3,U.S. Senate,,LAR,Diane Sare,0,0,0,0
Tompkins,Danby 1,U.S. Senate,,LAR,Diane Sare,5,0,1,0
Tompkins,Danby 2,U.S. Senate,,LAR,Diane Sare,4,0,0,0
Tompkins,Danby 3,U.S. Senate,,LAR,Diane Sare,3,1,0,0
Tompkins,Dryden 1,U.S. Senate,,LAR,Diane Sare,1,1,0,1
Tompkins,Dryden 2,U.S. Senate,,LAR,Diane Sare,6,0,3,0
Tompkins,Dryden 3,U.S. Senate,,LAR,Diane Sare,0,0,0,0
Tompkins,Dryden 4,U.S. Senate,,LAR,Diane Sare,6,4,0,0
Tompkins,Dryden 5,U.S. Senate,,LAR,Diane Sare,2,0,1,0
Tompkins,Dryden 6,U.S. Senate,,LAR,Diane Sare,3,0,0,0
Tompkins,Dryden 7,U.S. Senate,,LAR,Diane Sare,2,0,0,0
Tompkins,Dryden 8,U.S. Senate,,LAR,Diane Sare,5,0,0,0
Tompkins,Dryden 9,U.S. Senate,,LAR,Diane Sare,7,0,0,0
Tompkins,Enfield 1,U.S. Senate,,LAR,Diane Sare,3,1,0,0
Tompkins,Enfield 2,U.S. Senate,,LAR,Diane Sare,2,0,0,0
Tompkins,Enfield 3,U.S. Senate,,LAR,Diane Sare,1,0,0,0
Tompkins,Groton 1,U.S. Senate,,LAR,Diane Sare,4,0,0,0
Tompkins,Groton 2,U.S. Senate,,LAR,Diane Sare,8,0,1,0
Tompkins,Groton 3,U.S. Senate,,LAR,Diane Sare,2,1,0,0
Tompkins,Ithaca Town 1,U.S. Senate,,LAR,Diane Sare,5,0,1,0
Tompkins,Ithaca Town 2,U.S. Senate,,LAR,Diane Sare,5,0,0,0
Tompkins,Ithaca Town 3,U.S. Senate,,LAR,Diane Sare,2,1,1,0
Tompkins,Ithaca Town 4,U.S. Senate,,LAR,Diane Sare,3,1,0,0
Tompkins,Ithaca Town 5,U.S. Senate,,LAR,Diane Sare,2,1,0,0
Tompkins,Ithaca Town 6,U.S. Senate,,LAR,Diane Sare,1,0,0,0
Tompkins,Ithaca Town 7,U.S. Senate,,LAR,Diane Sare,0,0,0,1
Tompkins,Ithaca Town 8,U.S. Senate,,LAR,Diane Sare,1,0,0,0
Tompkins,Ithaca Town 9,U.S. Senate,,LAR,Diane Sare,2,0,0,0
Tompkins,Ithaca Town 10,U.S. Senate,,LAR,Diane Sare,3,0,0,0
Tompkins,Ithaca Town 11,U.S. Senate,,LAR,Diane Sare,2,2,2,0
Tompkins,Ithaca Town 12,U.S. Senate,,LAR,Diane Sare,1,0,0,0
Tompkins,Lansing 1,U.S. Senate,,LAR,Diane Sare,3,0,0,0
Tompkins,Lansing 2,U.S. Senate,,LAR,Diane Sare,3,0,0,0
Tompkins,Lansing 3,U.S. Senate,,LAR,Diane Sare,3,0,1,0
Tompkins,Lansing 4,U.S. Senate,,LAR,Diane Sare,3,0,0,0
Tompkins,Lansing 5,U.S. Senate,,LAR,Diane Sare,2,2,0,0
Tompkins,Lansing 6,U.S. Senate,,LAR,Diane Sare,3,1,0,0
Tompkins,Lansing 7,U.S. Senate,,LAR,Diane Sare,1,3,0,0
Tompkins,Lansing 8,U.S. Senate,,LAR,Diane Sare,0,0,0,0
Tompkins,Newfield 1,U.S. Senate,,LAR,Diane Sare,7,0,0,0
Tompkins,Newfield 2,U.S. Senate,,LAR,Diane Sare,4,0,0,0
Tompkins,Newfield 3,U.S. Senate,,LAR,Diane Sare,7,1,0,0
Tompkins,Ulysses 1,U.S. Senate,,LAR,Diane Sare,1,0,0,0
Tompkins,Ulysses 2,U.S. Senate,,LAR,Diane Sare,4,1,0,0
Tompkins,Ulysses 3,U.S. Senate,,LAR,Diane Sare,5,0,0,0
Tompkins,Ulysses 4,U.S. Senate,,LAR,Diane Sare,4,0,0,1
Tompkins,Ithaca City 1 -1,U.S. Senate,,,Undervotes,13,0,0,0
Tompkins,Ithaca City 1-2,U.S. Senate,,,Undervotes,5,0,0,0
Tompkins,Ithaca City 1-3,U.S. Senate,,,Undervotes,5,2,0,0
Tompkins,Ithaca City 2-1,U.S. Senate,,,Undervotes,5,1,0,2
Tompkins,Ithaca City 2-2,U.S. Senate,,,Undervotes,5,0,1,0
Tompkins,Ithaca City 2-3,U.S. Senate,,,Undervotes,8,1,2,0
Tompkins,Ithaca City 2-4,U.S. Senate,,,Undervotes,1,0,0,0
Tompkins,Ithaca City 3-1,U.S. Senate,,,Undervotes,0,0,0,0
Tompkins,Ithaca City 3-2,U.S. Senate,,,Undervotes,5,1,0,0
Tompkins,Ithaca City 3-3,U.S. Senate,,,Undervotes,0,0,0,0
Tompkins,Ithaca City 4-1,U.S. Senate,,,Undervotes,1,1,2,1
Tompkins,Ithaca City 5-1,U.S. Senate,,,Undervotes,7,2,0,1
Tompkins,Ithaca City 5-2,U.S. Senate,,,Undervotes,4,4,0,0
Tompkins,Ithaca City 5-3,U.S. Senate,,,Undervotes,3,0,1,0
Tompkins,Caroline 1,U.S. Senate,,,Undervotes,4,1,1,0
Tompkins,Caroline 2,U.S. Senate,,,Undervotes,2,0,1,0
Tompkins,Caroline 3,U.S. Senate,,,Undervotes,11,1,0,0
Tompkins,Danby 1,U.S. Senate,,,Undervotes,6,1,0,0
Tompkins,Danby 2,U.S. Senate,,,Undervotes,1,0,0,0
Tompkins,Danby 3,U.S. Senate,,,Undervotes,1,1,1,0
Tompkins,Dryden 1,U.S. Senate,,,Undervotes,7,0,1,0
Tompkins,Dryden 2,U.S. Senate,,,Undervotes,8,0,1,0
Tompkins,Dryden 3,U.S. Senate,,,Undervotes,2,0,0,0
Tompkins,Dryden 4,U.S. Senate,,,Undervotes,5,0,0,0
Tompkins,Dryden 5,U.S. Senate,,,Undervotes,3,0,1,0
Tompkins,Dryden 6,U.S. Senate,,,Undervotes,4,2,0,0
Tompkins,Dryden 7,U.S. Senate,,,Undervotes,5,0,0,0
Tompkins,Dryden 8,U.S. Senate,,,Undervotes,6,0,1,0
Tompkins,Dryden 9,U.S. Senate,,,Undervotes,4,0,0,0
Tompkins,Enfield 1,U.S. Senate,,,Undervotes,2,0,0,0
Tompkins,Enfield 2,U.S. Senate,,,Undervotes,9,0,0,0
Tompkins,Enfield 3,U.S. Senate,,,Undervotes,2,0,2,0
Tompkins,Groton 1,U.S. Senate,,,Undervotes,10,0,0,0
Tompkins,Groton 2,U.S. Senate,,,Undervotes,8,0,0,0
Tompkins,Groton 3,U.S. Senate,,,Undervotes,9,1,0,0
Tompkins,Ithaca Town 1,U.S. Senate,,,Undervotes,1,0,1,0
Tompkins,Ithaca Town 2,U.S. Senate,,,Undervotes,7,2,0,0
Tompkins,Ithaca Town 3,U.S. Senate,,,Undervotes,3,1,2,0
Tompkins,Ithaca Town 4,U.S. Senate,,,Undervotes,7,0,1,0
Tompkins,Ithaca Town 5,U.S. Senate,,,Undervotes,5,0,1,0
Tompkins,Ithaca Town 6,U.S. Senate,,,Undervotes,4,2,0,1
Tompkins,Ithaca Town 7,U.S. Senate,,,Undervotes,0,1,2,0
Tompkins,Ithaca Town 8,U.S. Senate,,,Undervotes,1,1,0,0
Tompkins,Ithaca Town 9,U.S. Senate,,,Undervotes,2,1,0,0
Tompkins,Ithaca Town 10,U.S. Senate,,,Undervotes,7,3,1,0
Tompkins,Ithaca Town 11,U.S. Senate,,,Undervotes,4,2,0,1
Tompkins,Ithaca Town 12,U.S. Senate,,,Undervotes,1,0,0,0
Tompkins,Lansing 1,U.S. Senate,,,Undervotes,6,0,0,0
Tompkins,Lansing 2,U.S. Senate,,,Undervotes,11,1,0,0
Tompkins,Lansing 3,U.S. Senate,,,Undervotes,13,1,0,0
Tompkins,Lansing 4,U.S. Senate,,,Undervotes,6,0,0,0
Tompkins,Lansing 5,U.S. Senate,,,Undervotes,6,1,1,0
Tompkins,Lansing 6,U.S. Senate,,,Undervotes,2,1,1,0
Tompkins,Lansing 7,U.S. Senate,,,Undervotes,6,1,2,0
Tompkins,Lansing 8,U.S. Senate,,,Undervotes,2,0,0,0
Tompkins,Newfield 1,U.S. Senate,,,Undervotes,4,0,0,0
Tompkins,Newfield 2,U.S. Senate,,,Undervotes,10,0,0,0
Tompkins,Newfield 3,U.S. Senate,,,Undervotes,7,1,1,0
Tompkins,Ulysses 1,U.S. Senate,,,Undervotes,3,0,0,0
Tompkins,Ulysses 2,U.S. Senate,,,Undervotes,8,1,1,0
Tompkins,Ulysses 3,U.S. Senate,,,Undervotes,6,0,0,1
Tompkins,Ulysses 4,U.S. Senate,,,Undervotes,2,1,1,0
Tompkins,Ithaca City 1 -1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 1-2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 1-3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 2-1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 2-2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 2-3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 2-4,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 3-1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 3-2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 3-3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 4-1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 5-1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 5-2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 5-3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Caroline 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Caroline 2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Caroline 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Danby 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Danby 2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Danby 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 4,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 5,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 6,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 7,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 8,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Dryden 9,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Enfield 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Enfield 2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Enfield 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Groton 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Groton 2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Groton 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 4,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 5,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 6,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 7,U.S. Senate,,,Overvotes,0,0,0,1
Tompkins,Ithaca Town 8,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 9,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 10,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 11,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca Town 12,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Lansing 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Lansing 2,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Lansing 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Lansing 4,U.S. Senate,,,Overvotes,1,0,0,0
Tompkins,Lansing 5,U.S. Senate,,,Overvotes,0,0,0,1
Tompkins,Lansing 6,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Lansing 7,U.S. Senate,,,Overvotes,0,0,0,1
Tompkins,Lansing 8,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Newfield 1,U.S. Senate,,,Overvotes,1,0,0,0
Tompkins,Newfield 2,U.S. Senate,,,Overvotes,1,0,1,0
Tompkins,Newfield 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ulysses 1,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ulysses 2,U.S. Senate,,,Overvotes,0,0,0,1
Tompkins,Ulysses 3,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ulysses 4,U.S. Senate,,,Overvotes,0,0,0,0
Tompkins,Ithaca City 1 -1,U.S. Senate,,,Write-Ins,1,1,0,0
Tompkins,Ithaca City 1-2,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 1-3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 2-1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 2-2,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 2-3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 2-4,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Ithaca City 3-1,U.S. Senate,,,Write-Ins,0,0,0,1
Tompkins,Ithaca City 3-2,U.S. Senate,,,Write-Ins,2,0,0,0
Tompkins,Ithaca City 3-3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 4-1,U.S. Senate,,,Write-Ins,0,1,0,0
Tompkins,Ithaca City 5-1,U.S. Senate,,,Write-Ins,0,1,0,0
Tompkins,Ithaca City 5-2,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca City 5-3,U.S. Senate,,,Write-Ins,0,0,0,1
Tompkins,Caroline 1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Caroline 2,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Caroline 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Danby 1,U.S. Senate,,,Write-Ins,3,0,0,0
Tompkins,Danby 2,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Danby 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Dryden 1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Dryden 2,U.S. Senate,,,Write-Ins,1,0,0,1
Tompkins,Dryden 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Dryden 4,U.S. Senate,,,Write-Ins,3,0,0,0
Tompkins,Dryden 5,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Dryden 6,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Dryden 7,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Dryden 8,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Dryden 9,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Enfield 1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Enfield 2,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Enfield 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Groton 1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Groton 2,U.S. Senate,,,Write-Ins,1,1,0,0
Tompkins,Groton 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 2,U.S. Senate,,,Write-Ins,0,0,1,0
Tompkins,Ithaca Town 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 4,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 5,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Ithaca Town 6,U.S. Senate,,,Write-Ins,1,0,0,2
Tompkins,Ithaca Town 7,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 8,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 9,U.S. Senate,,,Write-Ins,0,0,0,1
Tompkins,Ithaca Town 10,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ithaca Town 11,U.S. Senate,,,Write-Ins,1,1,0,0
Tompkins,Ithaca Town 12,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Lansing 1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Lansing 2,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Lansing 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Lansing 4,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Lansing 5,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Lansing 6,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Lansing 7,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Lansing 8,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Newfield 1,U.S. Senate,,,Write-Ins,3,0,0,0
Tompkins,Newfield 2,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Newfield 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 1,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 2,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 3,U.S. Senate,,,Write-Ins,0,0,0,0
Tompkins,Ulysses 4,U.S. Senate,,,Write-Ins,1,0,0,0
Tompkins,Ithaca City 1 -1,U.S. House,19,DEM,Josh Riley,286,135,43,12
Tompkins,Ithaca City 1-2,U.S. House,19,DEM,Josh Riley,74,56,23,3
Tompkins,Ithaca City 1-3,U.S. House,19,DEM,Josh Riley,267,130,47,18
Tompkins,Ithaca City 2-1,U.S. House,19,DEM,Josh Riley,185,103,33,11
Tompkins,Ithaca City 2-2,U.S. House,19,DEM,Josh Riley,175,91,40,20
Tompkins,Ithaca City 2-3,U.S. House,19,DEM,Josh Riley,184,78,44,16
Tompkins,Ithaca City 2-4,U.S. House,19,DEM,Josh Riley,113,115,25,16
Tompkins,Ithaca City 3-1,U.S. House,19,DEM,Josh Riley,23,8,7,2
Tompkins,Ithaca City 3-2,U.S. House,19,DEM,Josh Riley,342,137,58,20
Tompkins,Ithaca City 3-3,U.S. House,19,DEM,Josh Riley,27,1,7,3
Tompkins,Ithaca City 4-1,U.S. House,19,DEM,Josh Riley,88,69,108,20
Tompkins,Ithaca City 5-1,U.S. House,19,DEM,Josh Riley,186,187,44,14
Tompkins,Ithaca City 5-2,U.S. House,19,DEM,Josh Riley,185,201,45,17
Tompkins,Ithaca City 5-3,U.S. House,19,DEM,Josh Riley,84,26,26,8
Tompkins,Caroline 1,U.S. House,19,DEM,Josh Riley,132,14,9,1
Tompkins,Caroline 2,U.S. House,19,DEM,Josh Riley,275,71,28,6
Tompkins,Caroline 3,U.S. House,19,DEM,Josh Riley,292,35,21,7
Tompkins,Danby 1,U.S. House,19,DEM,Josh Riley,342,87,36,7
Tompkins,Danby 2,U.S. House,19,DEM,Josh Riley,74,5,2,0
Tompkins,Danby 3,U.S. House,19,DEM,Josh Riley,319,115,42,3
Tompkins,Dryden 1,U.S. House,19,DEM,Josh Riley,218,71,18,5
Tompkins,Dryden 2,U.S. House,19,DEM,Josh Riley,287,74,26,9
Tompkins,Dryden 3,U.S. House,19,DEM,Josh Riley,62,21,8,0
Tompkins,Dryden 4,U.S. House,19,DEM,Josh Riley,468,248,68,28
Tompkins,Dryden 5,U.S. House,19,DEM,Josh Riley,212,64,23,7
Tompkins,Dryden 6,U.S. House,19,DEM,Josh Riley,247,49,32,5
Tompkins,Dryden 7,U.S. House,19,DEM,Josh Riley,218,34,21,1
Tompkins,Dryden 8,U.S. House,19,DEM,Josh Riley,309,124,38,5
Tompkins,Dryden 9,U.S. House,19,DEM,Josh Riley,227,59,24,5
Tompkins,Enfield 1,U.S. House,19,DEM,Josh Riley,131,16,16,5
Tompkins,Enfield 2,U.S. House,19,DEM,Josh Riley,166,37,24,8
Tompkins,Enfield 3,U.S. House,19,DEM,Josh Riley,168,30,16,5
