party,office,county,assembly_district,election_district,district,candidate,votes
Reform,Attorney General,Queens,30,46,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,30,46,,WRITE-IN,3.0
Reform,Attorney General,Queens,30,47,,CHRISTOPHER B. GARVEY,3
Reform,Attorney General,Queens,30,47,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,47,,NANCY B. SLIWA,4
Reform,Attorney General,Queens,30,47,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,48,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,30,48,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,30,48,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,48,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,49,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,49,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,49,,NANCY B. SLIWA,4
Reform,Attorney General,Queens,30,49,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,5,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,30,5,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,5,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,5,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,50,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,50,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,50,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,50,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,51,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,51,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,51,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,30,51,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,52,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,30,52,,MIKE DIEDERICH,4
Reform,Attorney General,Queens,30,52,,NANCY B. SLIWA,8
Reform,Attorney General,Queens,30,52,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,53,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,53,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,53,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,53,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,54,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,54,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,54,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,54,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,55,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,55,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,55,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,55,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,56,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,56,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,56,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,30,56,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,57,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,57,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,57,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,57,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,58,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,58,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,58,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,58,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,59,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,59,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,59,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,59,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,6,,CHRISTOPHER B. GARVEY,3
Reform,Attorney General,Queens,30,6,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,30,6,,NANCY B. SLIWA,4
Reform,Attorney General,Queens,30,6,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,60,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,60,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,60,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,30,60,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,61,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,61,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,61,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,30,61,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,62,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,62,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,62,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,62,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,63,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,63,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,63,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,63,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,64,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,64,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,64,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,64,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,65,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,30,65,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,30,65,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,65,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,66,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,66,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,66,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,66,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,67,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,67,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,67,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,67,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,68,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,30,68,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,30,68,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,68,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,69,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,69,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,69,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,30,69,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,7,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,30,7,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,7,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,7,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,70,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,70,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,70,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,70,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,71,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,71,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,71,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,71,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,72,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,72,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,72,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,72,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,73,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,30,73,,MIKE DIEDERICH,3
Reform,Attorney General,Queens,30,73,,NANCY B. SLIWA,5
Reform,Attorney General,Queens,30,73,,WRITE-IN,2.0
Reform,Attorney General,Queens,30,74,,CHRISTOPHER B. GARVEY,3
Reform,Attorney General,Queens,30,74,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,30,74,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,74,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,75,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,75,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,75,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,30,75,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,76,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,30,76,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,76,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,76,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,77,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,30,77,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,30,77,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,30,77,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,78,,CHRISTOPHER B. GARVEY,2
Reform,Attorney General,Queens,30,78,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,78,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,78,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,79,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,79,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,79,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,79,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,8,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,8,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,8,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,8,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,80,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,80,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,30,80,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,30,80,,WRITE-IN,2.0
Reform,Attorney General,Queens,30,81,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,30,81,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,81,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,30,81,,WRITE-IN,1.0
Reform,Attorney General,Queens,30,82,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,82,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,30,82,,NANCY B. SLIWA,5
Reform,Attorney General,Queens,30,82,,WRITE-IN,0.0
Reform,Attorney General,Queens,30,9,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,30,9,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,30,9,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,30,9,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,1,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,1,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,1,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,1,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,10,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,10,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,10,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,10,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,11,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,11,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,11,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,11,,WRITE-IN,2.0
Reform,Attorney General,Queens,31,12,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,12,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,12,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,12,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,13,,CHRISTOPHER B. GARVEY,3
Reform,Attorney General,Queens,31,13,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,13,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,13,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,14,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,14,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,14,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,14,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,15,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,15,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,15,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,15,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,16,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,16,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,16,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,16,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,17,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,17,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,17,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,17,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,18,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,18,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,18,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,18,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,19,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,19,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,19,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,19,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,2,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,2,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,2,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,31,2,,WRITE-IN,3.0
Reform,Attorney General,Queens,31,20,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,20,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,20,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,20,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,21,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,21,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,21,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,21,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,22,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,22,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,22,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,22,,WRITE-IN,6.0
Reform,Attorney General,Queens,31,23,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,23,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,23,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,23,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,24,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,24,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,24,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,24,,WRITE-IN,4.0
Reform,Attorney General,Queens,31,25,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,25,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,25,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,25,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,26,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,26,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,26,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,26,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,27,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,27,,MIKE DIEDERICH,2
Reform,Attorney General,Queens,31,27,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,31,27,,WRITE-IN,2.0
Reform,Attorney General,Queens,31,28,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,28,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,28,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,28,,WRITE-IN,3.0
Reform,Attorney General,Queens,31,29,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,29,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,29,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,29,,WRITE-IN,2.0
Reform,Attorney General,Queens,31,3,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,3,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,3,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,3,,WRITE-IN,3.0
Reform,Attorney General,Queens,31,30,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,30,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,30,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,30,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,31,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,31,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,31,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,31,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,32,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,32,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,32,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,32,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,33,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,33,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,33,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,33,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,34,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,34,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,34,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,34,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,35,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,35,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,35,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,35,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,36,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,36,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,36,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,36,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,37,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,37,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,37,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,37,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,38,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,38,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,38,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,38,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,39,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,39,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,39,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,39,,WRITE-IN,4.0
Reform,Attorney General,Queens,31,4,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,4,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,4,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,4,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,40,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,40,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,40,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,40,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,41,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,41,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,41,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,41,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,42,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,42,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,42,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,42,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,43,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,43,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,43,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,43,,WRITE-IN,3.0
Reform,Attorney General,Queens,31,44,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,44,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,44,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,44,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,45,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,45,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,45,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,45,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,46,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,46,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,46,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,46,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,47,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,47,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,47,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,47,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,48,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,48,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,48,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,48,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,49,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,49,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,49,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,49,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,5,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,5,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,5,,NANCY B. SLIWA,3
Reform,Attorney General,Queens,31,5,,WRITE-IN,2.0
Reform,Attorney General,Queens,31,50,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,50,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,50,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,50,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,51,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,51,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,51,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,51,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,52,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,52,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,52,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,52,,WRITE-IN,1.0
Reform,Attorney General,Queens,31,53,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,53,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,53,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,53,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,54,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,54,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,54,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,54,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,55,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,55,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,55,,NANCY B. SLIWA,1
Reform,Attorney General,Queens,31,55,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,56,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,56,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,56,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,56,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,57,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,57,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,57,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,57,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,58,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,58,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,58,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,58,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,59,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,59,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,59,,NANCY B. SLIWA,2
Reform,Attorney General,Queens,31,59,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,6,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,6,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,6,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,6,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,60,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,60,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,60,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,60,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,61,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,61,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,61,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,61,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,62,,CHRISTOPHER B. GARVEY,1
Reform,Attorney General,Queens,31,62,,MIKE DIEDERICH,1
Reform,Attorney General,Queens,31,62,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,62,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,63,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,63,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,63,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,63,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,64,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,64,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,64,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,64,,WRITE-IN,0.0
Reform,Attorney General,Queens,31,65,,CHRISTOPHER B. GARVEY,0
Reform,Attorney General,Queens,31,65,,MIKE DIEDERICH,0
Reform,Attorney General,Queens,31,65,,NANCY B. SLIWA,0
Reform,Attorney General,Queens,31,65,,WRITE-IN,0.0
