county,precinct,office,candidate,party,votes
Onondaga,Syracuse - Ward 01 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 01 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 01 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 01 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 01 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 01 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 01 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 01 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 01 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 02 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 02 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 02 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 02 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 02 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 02 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,2
Onondaga,Syracuse - Ward 02 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 02 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,2
Onondaga,Syracuse - Ward 02 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 02 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 03 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 03 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 03 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 03 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 03 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 03 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 03 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 03 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 03 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 03 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,1
Onondaga,Syracuse - Ward 03 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 03 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 03 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 03 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 03 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 04 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,3
Onondaga,Syracuse - Ward 04 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 04 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,3
Onondaga,Syracuse - Ward 04 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 04 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 04 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,3
Onondaga,Syracuse - Ward 04 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 04 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,2
Onondaga,Syracuse - Ward 04 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 04 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,1
Onondaga,Syracuse - Ward 04 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 04 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 04 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 04 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 04 05,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 04 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 04 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 04 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 04 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 04 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 04 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,7
Onondaga,Syracuse - Ward 04 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,2
Onondaga,Syracuse - Ward 04 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,4
Onondaga,Syracuse - Ward 04 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 04 08,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,1
Onondaga,Syracuse - Ward 04 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,2
Onondaga,Syracuse - Ward 04 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 04 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,2
Onondaga,Syracuse - Ward 04 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 04 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 05 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 05 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 05 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 05 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 05 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 05 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,2
Onondaga,Syracuse - Ward 05 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,1
Onondaga,Syracuse - Ward 05 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,1
Onondaga,Syracuse - Ward 05 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 05 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 05 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 05 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 05 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 05 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 05 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 06 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 06 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 06 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 06 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,1
Onondaga,Syracuse - Ward 06 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 06 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 06 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 06 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 06 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 06 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 06 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 06 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 06 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 06 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 06 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 06 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 06 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 06 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 06 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 06 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 07 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 07 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,1
Onondaga,Syracuse - Ward 07 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 07 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 07 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 08 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 08 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 08 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 08 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 08 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 09 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 09 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 09 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 09 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 09 01,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 09 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 09 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 09 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 09 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 09 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 09 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 09 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 09 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 09 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 09 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 10 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 10 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 10 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 10 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 10 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 11 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 11 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,1
Onondaga,Syracuse - Ward 11 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 11 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 11 02,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 11 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,1
Onondaga,Syracuse - Ward 11 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,1
Onondaga,Syracuse - Ward 11 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 11 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 11 04,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 11 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 11 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 11 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 11 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 11 07,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 11 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 11 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
Onondaga,Syracuse - Ward 11 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Patricia K Hunter,CON,0
Onondaga,Syracuse - Ward 11 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Write-ins,CON,0
Onondaga,Syracuse - Ward 11 09,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Voids/Blanks,CON,0
Onondaga,Syracuse - Ward 13 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Ballots,CON,0
Onondaga,Syracuse - Ward 13 03,ALTERNATE DELEGATES TO THE 5TH JUDICIAL DISTRICT CONVENTION - 129TH ASSEMBLY DISTRICT,Derry B Page,CON,0
