county,precinct,office,candidate,party,votes
Onondaga,Syracuse - Ward 17 18,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Syracuse - Ward 17 19,GOVERNOR,Ballots,DEM,0
Onondaga,Syracuse - Ward 17 19,GOVERNOR,Cynthia E Nixon,DEM,0
Onondaga,Syracuse - Ward 17 19,GOVERNOR,Andrew M Cuomo,DEM,0
Onondaga,Syracuse - Ward 17 19,GOVERNOR,Write-ins,DEM,0
Onondaga,Syracuse - Ward 17 19,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Syracuse - Ward 18 01,GOVERNOR,Ballots,DEM,91
Onondaga,Syracuse - Ward 18 01,GOVERNOR,Cynthia E Nixon,DEM,23
Onondaga,Syracuse - Ward 18 01,GOVERNOR,Andrew M Cuomo,DEM,67
Onondaga,Syracuse - Ward 18 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Syracuse - Ward 18 01,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Syracuse - Ward 18 02,GOVERNOR,Ballots,DEM,118
Onondaga,Syracuse - Ward 18 02,GOVERNOR,Cynthia E Nixon,DEM,21
Onondaga,Syracuse - Ward 18 02,GOVERNOR,Andrew M Cuomo,DEM,95
Onondaga,Syracuse - Ward 18 02,GOVERNOR,Write-ins,DEM,0
Onondaga,Syracuse - Ward 18 02,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Syracuse - Ward 19 01,GOVERNOR,Ballots,DEM,196
Onondaga,Syracuse - Ward 19 01,GOVERNOR,Cynthia E Nixon,DEM,52
Onondaga,Syracuse - Ward 19 01,GOVERNOR,Andrew M Cuomo,DEM,139
Onondaga,Syracuse - Ward 19 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Syracuse - Ward 19 01,GOVERNOR,Voids/Blanks,DEM,5
Onondaga,Syracuse - Ward 19 05,GOVERNOR,Ballots,DEM,97
Onondaga,Syracuse - Ward 19 05,GOVERNOR,Cynthia E Nixon,DEM,20
Onondaga,Syracuse - Ward 19 05,GOVERNOR,Andrew M Cuomo,DEM,74
Onondaga,Syracuse - Ward 19 05,GOVERNOR,Write-ins,DEM,0
Onondaga,Syracuse - Ward 19 05,GOVERNOR,Voids/Blanks,DEM,3
Onondaga,Camillus - Ward 01 01,GOVERNOR,Ballots,DEM,96
Onondaga,Camillus - Ward 01 01,GOVERNOR,Cynthia E Nixon,DEM,40
Onondaga,Camillus - Ward 01 01,GOVERNOR,Andrew M Cuomo,DEM,56
Onondaga,Camillus - Ward 01 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 01 01,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Camillus - Ward 01 07,GOVERNOR,Ballots,DEM,70
Onondaga,Camillus - Ward 01 07,GOVERNOR,Cynthia E Nixon,DEM,28
Onondaga,Camillus - Ward 01 07,GOVERNOR,Andrew M Cuomo,DEM,42
Onondaga,Camillus - Ward 01 07,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 01 07,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Camillus - Ward 01 13,GOVERNOR,Ballots,DEM,60
Onondaga,Camillus - Ward 01 13,GOVERNOR,Cynthia E Nixon,DEM,25
Onondaga,Camillus - Ward 01 13,GOVERNOR,Andrew M Cuomo,DEM,34
Onondaga,Camillus - Ward 01 13,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 01 13,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Camillus - Ward 02 02,GOVERNOR,Ballots,DEM,145
Onondaga,Camillus - Ward 02 02,GOVERNOR,Cynthia E Nixon,DEM,57
Onondaga,Camillus - Ward 02 02,GOVERNOR,Andrew M Cuomo,DEM,87
Onondaga,Camillus - Ward 02 02,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 02 02,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Camillus - Ward 03 04,GOVERNOR,Ballots,DEM,213
Onondaga,Camillus - Ward 03 04,GOVERNOR,Cynthia E Nixon,DEM,97
Onondaga,Camillus - Ward 03 04,GOVERNOR,Andrew M Cuomo,DEM,115
Onondaga,Camillus - Ward 03 04,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 03 04,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Camillus - Ward 04 05,GOVERNOR,Ballots,DEM,72
Onondaga,Camillus - Ward 04 05,GOVERNOR,Cynthia E Nixon,DEM,34
Onondaga,Camillus - Ward 04 05,GOVERNOR,Andrew M Cuomo,DEM,37
Onondaga,Camillus - Ward 04 05,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 04 05,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Camillus - Ward 04 12,GOVERNOR,Ballots,DEM,35
Onondaga,Camillus - Ward 04 12,GOVERNOR,Cynthia E Nixon,DEM,17
Onondaga,Camillus - Ward 04 12,GOVERNOR,Andrew M Cuomo,DEM,18
Onondaga,Camillus - Ward 04 12,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 04 12,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Camillus - Ward 04 14,GOVERNOR,Ballots,DEM,59
Onondaga,Camillus - Ward 04 14,GOVERNOR,Cynthia E Nixon,DEM,32
Onondaga,Camillus - Ward 04 14,GOVERNOR,Andrew M Cuomo,DEM,27
Onondaga,Camillus - Ward 04 14,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 04 14,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Camillus - Ward 05 15,GOVERNOR,Ballots,DEM,112
Onondaga,Camillus - Ward 05 15,GOVERNOR,Cynthia E Nixon,DEM,43
Onondaga,Camillus - Ward 05 15,GOVERNOR,Andrew M Cuomo,DEM,68
Onondaga,Camillus - Ward 05 15,GOVERNOR,Write-ins,DEM,1
Onondaga,Camillus - Ward 05 15,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Camillus - Ward 06 03,GOVERNOR,Ballots,DEM,102
Onondaga,Camillus - Ward 06 03,GOVERNOR,Cynthia E Nixon,DEM,45
Onondaga,Camillus - Ward 06 03,GOVERNOR,Andrew M Cuomo,DEM,57
Onondaga,Camillus - Ward 06 03,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 06 03,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Camillus - Ward 06 08,GOVERNOR,Ballots,DEM,209
Onondaga,Camillus - Ward 06 08,GOVERNOR,Cynthia E Nixon,DEM,88
Onondaga,Camillus - Ward 06 08,GOVERNOR,Andrew M Cuomo,DEM,118
Onondaga,Camillus - Ward 06 08,GOVERNOR,Write-ins,DEM,0
Onondaga,Camillus - Ward 06 08,GOVERNOR,Voids/Blanks,DEM,3
Onondaga,Cicero 01,GOVERNOR,Ballots,DEM,57
Onondaga,Cicero 01,GOVERNOR,Cynthia E Nixon,DEM,24
Onondaga,Cicero 01,GOVERNOR,Andrew M Cuomo,DEM,33
Onondaga,Cicero 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 01,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Cicero 02,GOVERNOR,Ballots,DEM,101
Onondaga,Cicero 02,GOVERNOR,Cynthia E Nixon,DEM,41
Onondaga,Cicero 02,GOVERNOR,Andrew M Cuomo,DEM,59
Onondaga,Cicero 02,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 02,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Cicero 03,GOVERNOR,Ballots,DEM,91
Onondaga,Cicero 03,GOVERNOR,Cynthia E Nixon,DEM,39
Onondaga,Cicero 03,GOVERNOR,Andrew M Cuomo,DEM,51
Onondaga,Cicero 03,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 03,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Cicero 04,GOVERNOR,Ballots,DEM,132
Onondaga,Cicero 04,GOVERNOR,Cynthia E Nixon,DEM,60
Onondaga,Cicero 04,GOVERNOR,Andrew M Cuomo,DEM,70
Onondaga,Cicero 04,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 04,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Cicero 05,GOVERNOR,Ballots,DEM,109
Onondaga,Cicero 05,GOVERNOR,Cynthia E Nixon,DEM,46
Onondaga,Cicero 05,GOVERNOR,Andrew M Cuomo,DEM,62
Onondaga,Cicero 05,GOVERNOR,Write-ins,DEM,1
Onondaga,Cicero 05,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Cicero 08,GOVERNOR,Ballots,DEM,0
Onondaga,Cicero 08,GOVERNOR,Cynthia E Nixon,DEM,0
Onondaga,Cicero 08,GOVERNOR,Andrew M Cuomo,DEM,0
Onondaga,Cicero 08,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 08,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Cicero 09,GOVERNOR,Ballots,DEM,114
Onondaga,Cicero 09,GOVERNOR,Cynthia E Nixon,DEM,45
Onondaga,Cicero 09,GOVERNOR,Andrew M Cuomo,DEM,66
Onondaga,Cicero 09,GOVERNOR,Write-ins,DEM,2
Onondaga,Cicero 09,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Cicero 12,GOVERNOR,Ballots,DEM,131
Onondaga,Cicero 12,GOVERNOR,Cynthia E Nixon,DEM,63
Onondaga,Cicero 12,GOVERNOR,Andrew M Cuomo,DEM,67
Onondaga,Cicero 12,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 12,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Cicero 13,GOVERNOR,Ballots,DEM,86
Onondaga,Cicero 13,GOVERNOR,Cynthia E Nixon,DEM,33
Onondaga,Cicero 13,GOVERNOR,Andrew M Cuomo,DEM,53
Onondaga,Cicero 13,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 13,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Cicero 15,GOVERNOR,Ballots,DEM,342
Onondaga,Cicero 15,GOVERNOR,Cynthia E Nixon,DEM,143
Onondaga,Cicero 15,GOVERNOR,Andrew M Cuomo,DEM,198
Onondaga,Cicero 15,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 15,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Cicero 22,GOVERNOR,Ballots,DEM,0
Onondaga,Cicero 22,GOVERNOR,Cynthia E Nixon,DEM,0
Onondaga,Cicero 22,GOVERNOR,Andrew M Cuomo,DEM,0
Onondaga,Cicero 22,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 22,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Cicero 24,GOVERNOR,Ballots,DEM,0
Onondaga,Cicero 24,GOVERNOR,Cynthia E Nixon,DEM,0
Onondaga,Cicero 24,GOVERNOR,Andrew M Cuomo,DEM,0
Onondaga,Cicero 24,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 24,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Cicero 25,GOVERNOR,Ballots,DEM,93
Onondaga,Cicero 25,GOVERNOR,Cynthia E Nixon,DEM,41
Onondaga,Cicero 25,GOVERNOR,Andrew M Cuomo,DEM,50
Onondaga,Cicero 25,GOVERNOR,Write-ins,DEM,2
Onondaga,Cicero 25,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Cicero 26,GOVERNOR,Ballots,DEM,0
Onondaga,Cicero 26,GOVERNOR,Cynthia E Nixon,DEM,0
Onondaga,Cicero 26,GOVERNOR,Andrew M Cuomo,DEM,0
Onondaga,Cicero 26,GOVERNOR,Write-ins,DEM,0
Onondaga,Cicero 26,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 01,GOVERNOR,Ballots,DEM,129
Onondaga,Clay 01,GOVERNOR,Cynthia E Nixon,DEM,54
Onondaga,Clay 01,GOVERNOR,Andrew M Cuomo,DEM,75
Onondaga,Clay 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 01,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 02,GOVERNOR,Ballots,DEM,109
Onondaga,Clay 02,GOVERNOR,Cynthia E Nixon,DEM,55
Onondaga,Clay 02,GOVERNOR,Andrew M Cuomo,DEM,52
Onondaga,Clay 02,GOVERNOR,Write-ins,DEM,1
Onondaga,Clay 02,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Clay 03,GOVERNOR,Ballots,DEM,86
Onondaga,Clay 03,GOVERNOR,Cynthia E Nixon,DEM,36
Onondaga,Clay 03,GOVERNOR,Andrew M Cuomo,DEM,48
Onondaga,Clay 03,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 03,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Clay 04,GOVERNOR,Ballots,DEM,139
Onondaga,Clay 04,GOVERNOR,Cynthia E Nixon,DEM,56
Onondaga,Clay 04,GOVERNOR,Andrew M Cuomo,DEM,83
Onondaga,Clay 04,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 04,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 05,GOVERNOR,Ballots,DEM,66
Onondaga,Clay 05,GOVERNOR,Cynthia E Nixon,DEM,20
Onondaga,Clay 05,GOVERNOR,Andrew M Cuomo,DEM,44
Onondaga,Clay 05,GOVERNOR,Write-ins,DEM,2
Onondaga,Clay 05,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 06,GOVERNOR,Ballots,DEM,257
Onondaga,Clay 06,GOVERNOR,Cynthia E Nixon,DEM,84
Onondaga,Clay 06,GOVERNOR,Andrew M Cuomo,DEM,171
Onondaga,Clay 06,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 06,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Clay 08,GOVERNOR,Ballots,DEM,275
Onondaga,Clay 08,GOVERNOR,Cynthia E Nixon,DEM,104
Onondaga,Clay 08,GOVERNOR,Andrew M Cuomo,DEM,168
Onondaga,Clay 08,GOVERNOR,Write-ins,DEM,2
Onondaga,Clay 08,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Clay 10,GOVERNOR,Ballots,DEM,105
Onondaga,Clay 10,GOVERNOR,Cynthia E Nixon,DEM,37
Onondaga,Clay 10,GOVERNOR,Andrew M Cuomo,DEM,66
Onondaga,Clay 10,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 10,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Clay 11,GOVERNOR,Ballots,DEM,45
Onondaga,Clay 11,GOVERNOR,Cynthia E Nixon,DEM,23
Onondaga,Clay 11,GOVERNOR,Andrew M Cuomo,DEM,22
Onondaga,Clay 11,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 11,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 12,GOVERNOR,Ballots,DEM,128
Onondaga,Clay 12,GOVERNOR,Cynthia E Nixon,DEM,44
Onondaga,Clay 12,GOVERNOR,Andrew M Cuomo,DEM,84
Onondaga,Clay 12,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 12,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 13,GOVERNOR,Ballots,DEM,247
Onondaga,Clay 13,GOVERNOR,Cynthia E Nixon,DEM,107
Onondaga,Clay 13,GOVERNOR,Andrew M Cuomo,DEM,138
Onondaga,Clay 13,GOVERNOR,Write-ins,DEM,1
Onondaga,Clay 13,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Clay 14,GOVERNOR,Ballots,DEM,99
Onondaga,Clay 14,GOVERNOR,Cynthia E Nixon,DEM,43
Onondaga,Clay 14,GOVERNOR,Andrew M Cuomo,DEM,56
Onondaga,Clay 14,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 14,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 15,GOVERNOR,Ballots,DEM,208
Onondaga,Clay 15,GOVERNOR,Cynthia E Nixon,DEM,100
Onondaga,Clay 15,GOVERNOR,Andrew M Cuomo,DEM,106
Onondaga,Clay 15,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 15,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Clay 16,GOVERNOR,Ballots,DEM,95
Onondaga,Clay 16,GOVERNOR,Cynthia E Nixon,DEM,37
Onondaga,Clay 16,GOVERNOR,Andrew M Cuomo,DEM,55
Onondaga,Clay 16,GOVERNOR,Write-ins,DEM,1
Onondaga,Clay 16,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Clay 23,GOVERNOR,Ballots,DEM,82
Onondaga,Clay 23,GOVERNOR,Cynthia E Nixon,DEM,27
Onondaga,Clay 23,GOVERNOR,Andrew M Cuomo,DEM,54
Onondaga,Clay 23,GOVERNOR,Write-ins,DEM,1
Onondaga,Clay 23,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Clay 28,GOVERNOR,Ballots,DEM,169
Onondaga,Clay 28,GOVERNOR,Cynthia E Nixon,DEM,74
Onondaga,Clay 28,GOVERNOR,Andrew M Cuomo,DEM,93
Onondaga,Clay 28,GOVERNOR,Write-ins,DEM,1
Onondaga,Clay 28,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Clay 30,GOVERNOR,Ballots,DEM,123
Onondaga,Clay 30,GOVERNOR,Cynthia E Nixon,DEM,45
Onondaga,Clay 30,GOVERNOR,Andrew M Cuomo,DEM,77
Onondaga,Clay 30,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 30,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Clay 40,GOVERNOR,Ballots,DEM,58
Onondaga,Clay 40,GOVERNOR,Cynthia E Nixon,DEM,15
Onondaga,Clay 40,GOVERNOR,Andrew M Cuomo,DEM,43
Onondaga,Clay 40,GOVERNOR,Write-ins,DEM,0
Onondaga,Clay 40,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Dewitt 01,GOVERNOR,Ballots,DEM,83
Onondaga,Dewitt 01,GOVERNOR,Cynthia E Nixon,DEM,41
Onondaga,Dewitt 01,GOVERNOR,Andrew M Cuomo,DEM,39
Onondaga,Dewitt 01,GOVERNOR,Write-ins,DEM,1
Onondaga,Dewitt 01,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Dewitt 02,GOVERNOR,Ballots,DEM,316
Onondaga,Dewitt 02,GOVERNOR,Cynthia E Nixon,DEM,164
Onondaga,Dewitt 02,GOVERNOR,Andrew M Cuomo,DEM,151
Onondaga,Dewitt 02,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 02,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Dewitt 03,GOVERNOR,Ballots,DEM,212
Onondaga,Dewitt 03,GOVERNOR,Cynthia E Nixon,DEM,110
Onondaga,Dewitt 03,GOVERNOR,Andrew M Cuomo,DEM,98
Onondaga,Dewitt 03,GOVERNOR,Write-ins,DEM,2
Onondaga,Dewitt 03,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Dewitt 04,GOVERNOR,Ballots,DEM,213
Onondaga,Dewitt 04,GOVERNOR,Cynthia E Nixon,DEM,95
Onondaga,Dewitt 04,GOVERNOR,Andrew M Cuomo,DEM,116
Onondaga,Dewitt 04,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 04,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Dewitt 07,GOVERNOR,Ballots,DEM,37
Onondaga,Dewitt 07,GOVERNOR,Cynthia E Nixon,DEM,10
Onondaga,Dewitt 07,GOVERNOR,Andrew M Cuomo,DEM,27
Onondaga,Dewitt 07,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 07,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Dewitt 09,GOVERNOR,Ballots,DEM,107
Onondaga,Dewitt 09,GOVERNOR,Cynthia E Nixon,DEM,42
Onondaga,Dewitt 09,GOVERNOR,Andrew M Cuomo,DEM,64
Onondaga,Dewitt 09,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 09,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Dewitt 10,GOVERNOR,Ballots,DEM,230
Onondaga,Dewitt 10,GOVERNOR,Cynthia E Nixon,DEM,76
Onondaga,Dewitt 10,GOVERNOR,Andrew M Cuomo,DEM,149
Onondaga,Dewitt 10,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 10,GOVERNOR,Voids/Blanks,DEM,5
Onondaga,Dewitt 12,GOVERNOR,Ballots,DEM,155
Onondaga,Dewitt 12,GOVERNOR,Cynthia E Nixon,DEM,55
Onondaga,Dewitt 12,GOVERNOR,Andrew M Cuomo,DEM,96
Onondaga,Dewitt 12,GOVERNOR,Write-ins,DEM,1
Onondaga,Dewitt 12,GOVERNOR,Voids/Blanks,DEM,3
Onondaga,Dewitt 13,GOVERNOR,Ballots,DEM,92
Onondaga,Dewitt 13,GOVERNOR,Cynthia E Nixon,DEM,43
Onondaga,Dewitt 13,GOVERNOR,Andrew M Cuomo,DEM,49
Onondaga,Dewitt 13,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 13,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Dewitt 14,GOVERNOR,Ballots,DEM,191
Onondaga,Dewitt 14,GOVERNOR,Cynthia E Nixon,DEM,75
Onondaga,Dewitt 14,GOVERNOR,Andrew M Cuomo,DEM,113
Onondaga,Dewitt 14,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 14,GOVERNOR,Voids/Blanks,DEM,3
Onondaga,Dewitt 15,GOVERNOR,Ballots,DEM,128
Onondaga,Dewitt 15,GOVERNOR,Cynthia E Nixon,DEM,50
Onondaga,Dewitt 15,GOVERNOR,Andrew M Cuomo,DEM,76
Onondaga,Dewitt 15,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 15,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Dewitt 19,GOVERNOR,Ballots,DEM,116
Onondaga,Dewitt 19,GOVERNOR,Cynthia E Nixon,DEM,53
Onondaga,Dewitt 19,GOVERNOR,Andrew M Cuomo,DEM,62
Onondaga,Dewitt 19,GOVERNOR,Write-ins,DEM,0
Onondaga,Dewitt 19,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Elbridge 01,GOVERNOR,Ballots,DEM,130
Onondaga,Elbridge 01,GOVERNOR,Cynthia E Nixon,DEM,62
Onondaga,Elbridge 01,GOVERNOR,Andrew M Cuomo,DEM,66
Onondaga,Elbridge 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Elbridge 01,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Elbridge 02,GOVERNOR,Ballots,DEM,84
Onondaga,Elbridge 02,GOVERNOR,Cynthia E Nixon,DEM,51
Onondaga,Elbridge 02,GOVERNOR,Andrew M Cuomo,DEM,33
Onondaga,Elbridge 02,GOVERNOR,Write-ins,DEM,0
Onondaga,Elbridge 02,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Fabius 01,GOVERNOR,Ballots,DEM,105
Onondaga,Fabius 01,GOVERNOR,Cynthia E Nixon,DEM,51
Onondaga,Fabius 01,GOVERNOR,Andrew M Cuomo,DEM,53
Onondaga,Fabius 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Fabius 01,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Geddes 01,GOVERNOR,Ballots,DEM,214
Onondaga,Geddes 01,GOVERNOR,Cynthia E Nixon,DEM,86
Onondaga,Geddes 01,GOVERNOR,Andrew M Cuomo,DEM,127
Onondaga,Geddes 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Geddes 01,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Geddes 02,GOVERNOR,Ballots,DEM,116
Onondaga,Geddes 02,GOVERNOR,Cynthia E Nixon,DEM,58
Onondaga,Geddes 02,GOVERNOR,Andrew M Cuomo,DEM,58
Onondaga,Geddes 02,GOVERNOR,Write-ins,DEM,0
Onondaga,Geddes 02,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Geddes 05,GOVERNOR,Ballots,DEM,124
Onondaga,Geddes 05,GOVERNOR,Cynthia E Nixon,DEM,56
Onondaga,Geddes 05,GOVERNOR,Andrew M Cuomo,DEM,67
Onondaga,Geddes 05,GOVERNOR,Write-ins,DEM,0
Onondaga,Geddes 05,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Geddes 06,GOVERNOR,Ballots,DEM,197
Onondaga,Geddes 06,GOVERNOR,Cynthia E Nixon,DEM,75
Onondaga,Geddes 06,GOVERNOR,Andrew M Cuomo,DEM,119
Onondaga,Geddes 06,GOVERNOR,Write-ins,DEM,1
Onondaga,Geddes 06,GOVERNOR,Voids/Blanks,DEM,2
Onondaga,Geddes 09,GOVERNOR,Ballots,DEM,0
Onondaga,Geddes 09,GOVERNOR,Cynthia E Nixon,DEM,0
Onondaga,Geddes 09,GOVERNOR,Andrew M Cuomo,DEM,0
Onondaga,Geddes 09,GOVERNOR,Write-ins,DEM,0
Onondaga,Geddes 09,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Geddes 10,GOVERNOR,Ballots,DEM,0
Onondaga,Geddes 10,GOVERNOR,Cynthia E Nixon,DEM,0
Onondaga,Geddes 10,GOVERNOR,Andrew M Cuomo,DEM,0
Onondaga,Geddes 10,GOVERNOR,Write-ins,DEM,0
Onondaga,Geddes 10,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Geddes 15,GOVERNOR,Ballots,DEM,81
Onondaga,Geddes 15,GOVERNOR,Cynthia E Nixon,DEM,33
Onondaga,Geddes 15,GOVERNOR,Andrew M Cuomo,DEM,48
Onondaga,Geddes 15,GOVERNOR,Write-ins,DEM,0
Onondaga,Geddes 15,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Geddes 16,GOVERNOR,Ballots,DEM,68
Onondaga,Geddes 16,GOVERNOR,Cynthia E Nixon,DEM,24
Onondaga,Geddes 16,GOVERNOR,Andrew M Cuomo,DEM,41
Onondaga,Geddes 16,GOVERNOR,Write-ins,DEM,2
Onondaga,Geddes 16,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Lafayette 01,GOVERNOR,Ballots,DEM,78
Onondaga,Lafayette 01,GOVERNOR,Cynthia E Nixon,DEM,39
Onondaga,Lafayette 01,GOVERNOR,Andrew M Cuomo,DEM,39
Onondaga,Lafayette 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Lafayette 01,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Lafayette 03,GOVERNOR,Ballots,DEM,101
Onondaga,Lafayette 03,GOVERNOR,Cynthia E Nixon,DEM,49
Onondaga,Lafayette 03,GOVERNOR,Andrew M Cuomo,DEM,51
Onondaga,Lafayette 03,GOVERNOR,Write-ins,DEM,0
Onondaga,Lafayette 03,GOVERNOR,Voids/Blanks,DEM,1
Onondaga,Lafayette 04,GOVERNOR,Ballots,DEM,49
Onondaga,Lafayette 04,GOVERNOR,Cynthia E Nixon,DEM,23
Onondaga,Lafayette 04,GOVERNOR,Andrew M Cuomo,DEM,26
Onondaga,Lafayette 04,GOVERNOR,Write-ins,DEM,0
Onondaga,Lafayette 04,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Lysander 01,GOVERNOR,Ballots,DEM,68
Onondaga,Lysander 01,GOVERNOR,Cynthia E Nixon,DEM,30
Onondaga,Lysander 01,GOVERNOR,Andrew M Cuomo,DEM,38
Onondaga,Lysander 01,GOVERNOR,Write-ins,DEM,0
Onondaga,Lysander 01,GOVERNOR,Voids/Blanks,DEM,0
Onondaga,Lysander 02,GOVERNOR,Ballots,DEM,60
Onondaga,Lysander 02,GOVERNOR,Cynthia E Nixon,DEM,21
Onondaga,Lysander 02,GOVERNOR,Andrew M Cuomo,DEM,36
Onondaga,Lysander 02,GOVERNOR,Write-ins,DEM,1
