candidate,office,district,party,county,precinct,votes,,
CC Farley,U.S. Senate,,,Genesee,Elba 2,28,,
Gillibrand,U.S. Senate,,,Genesee,Elba 2,6,,
Gillibrand,U.S. Senate,,,Genesee,Elba 2,8,,
Gillibrand,U.S. Senate,,,Genesee,Elba 2,1,,
CC Farley,U.S. Senate,,,Genesee,Elba 2,5,,
McMurray,U.S. House,27,,Genesee,Elba 2,151,,
Collins,U.S. House,27,,Genesee,Elba 2,224,,
Collins,U.S. House,27,,Genesee,Elba 2,24,,
McMurray,U.S. House,27,,Genesee,Elba 2,13,,
Collins,U.S. House,27,,Genesee,Elba 2,2,,
McMurray,U.S. House,27,,Genesee,Elba 2,3,,
Piegza,U.S. House,27,,Genesee,Elba 2,15,,
Seamans,State Senate,61,,Genesee,Elba 2,96,,
Ranzenhofer ,State Senate,61,,Genesee,Elba 2,293,,
Ranzenhofer ,State Senate,61,,Genesee,Elba 2,26,,
Seamans,State Senate,61,,Genesee,Elba 2,4,,
Ranzenhofer ,State Senate,61,,Genesee,Elba 2,5,,
Seamans,State Senate,61,,Genesee,Elba 2,4,,
Ranzenhofer ,State Senate,61,,Genesee,Elba 2,4,,
Hawley,State Assembly,139,,Genesee,Elba 2,341,,
Hawley,State Assembly,139,,Genesee,Elba 2,28,,
Hawley,State Assembly,139,,Genesee,Elba 2,10,,
Hawley,State Assembly,139,,Genesee,Elba 2,6,,
Glogowski,State Assembly,139,,Genesee,Elba 2,26,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 1,64,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 1,135,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 1,18,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 1,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 1,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 1,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 1,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 1,4,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 1,37,,
DiNapoli,Comptroller,,,Genesee,LeRoy 1,106,,
Trichter,Comptroller,,,Genesee,LeRoy 1,111,,
Trichter,Comptroller,,,Genesee,LeRoy 1,20,,
Dunlea,Comptroller,,,Genesee,LeRoy 1,4,,
DiNapoli,Comptroller,,,Genesee,LeRoy 1,7,,
DiNapoli,Comptroller,,,Genesee,LeRoy 1,3,,
DiNapoli,Comptroller,,,Genesee,LeRoy 1,2,,
DiNapoli,Comptroller,,,Genesee,LeRoy 1,0,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 1,8,,
James,Attorney General,,,Genesee,LeRoy 1,77,,
Wofford,Attorney General,,,Genesee,LeRoy 1,127,,
Wofford,Attorney General,,,Genesee,LeRoy 1,23,,
Sussman,Attorney General,,,Genesee,LeRoy 1,6,,
James,Attorney General,,,Genesee,LeRoy 1,7,,
James,Attorney General,,,Genesee,LeRoy 1,5,,
Sliwa,Attorney General,,,Genesee,LeRoy 1,1,,
Garvey,Attorney General,,,Genesee,LeRoy 1,6,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 1,103,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 1,116,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 1,21,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 1,9,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 1,5,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 1,2,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 1,4,,
McMurray,U.S. House,27,,Genesee,LeRoy 1,118,,
Collins,U.S. House,27,,Genesee,LeRoy 1,103,,
Collins,U.S. House,27,,Genesee,LeRoy 1,21,,
McMurray,U.S. House,27,,Genesee,LeRoy 1,8,,
Collins,U.S. House,27,,Genesee,LeRoy 1,2,,
McMurray,U.S. House,27,,Genesee,LeRoy 1,3,,
Piegza,U.S. House,27,,Genesee,LeRoy 1,6,,
Seamans,State Senate,61,,Genesee,LeRoy 1,77,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 1,145,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 1,19,,
Seamans,State Senate,61,,Genesee,LeRoy 1,7,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 1,3,,
Seamans,State Senate,61,,Genesee,LeRoy 1,3,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 1,5,,
Hawley,State Assembly,139,,Genesee,LeRoy 1,159,,
Hawley,State Assembly,139,,Genesee,LeRoy 1,28,,
Hawley,State Assembly,139,,Genesee,LeRoy 1,14,,
Hawley,State Assembly,139,,Genesee,LeRoy 1,1,,
Glogowski,State Assembly,139,,Genesee,LeRoy 1,22,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 2,61,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 2,127,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 2,24,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 2,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 2,0,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 2,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 2,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 2,1,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 2,1,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 2,28,,
DiNapoli,Comptroller,,,Genesee,LeRoy 2,83,,
Trichter,Comptroller,,,Genesee,LeRoy 2,122,,
Trichter,Comptroller,,,Genesee,LeRoy 2,23,,
Dunlea,Comptroller,,,Genesee,LeRoy 2,2,,
DiNapoli,Comptroller,,,Genesee,LeRoy 2,5,,
DiNapoli,Comptroller,,,Genesee,LeRoy 2,9,,
DiNapoli,Comptroller,,,Genesee,LeRoy 2,3,,
DiNapoli,Comptroller,,,Genesee,LeRoy 2,2,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 2,6,,
James,Attorney General,,,Genesee,LeRoy 2,65,,
Wofford,Attorney General,,,Genesee,LeRoy 2,133,,
Wofford,Attorney General,,,Genesee,LeRoy 2,28,,
Sussman,Attorney General,,,Genesee,LeRoy 2,2,,
James,Attorney General,,,Genesee,LeRoy 2,2,,
James,Attorney General,,,Genesee,LeRoy 2,6,,
Sliwa,Attorney General,,,Genesee,LeRoy 2,3,,
Garvey,Attorney General,,,Genesee,LeRoy 2,8,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 2,90,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 2,119,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 2,26,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 2,3,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 2,10,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 2,3,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 2,2,,
McMurray,U.S. House,27,,Genesee,LeRoy 2,92,,
Collins,U.S. House,27,,Genesee,LeRoy 2,109,,
Collins,U.S. House,27,,Genesee,LeRoy 2,23,,
McMurray,U.S. House,27,,Genesee,LeRoy 2,8,,
Collins,U.S. House,27,,Genesee,LeRoy 2,4,,
McMurray,U.S. House,27,,Genesee,LeRoy 2,6,,
Piegza,U.S. House,27,,Genesee,LeRoy 2,8,,
Seamans,State Senate,61,,Genesee,LeRoy 2,66,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 2,143,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 2,26,,
Seamans,State Senate,61,,Genesee,LeRoy 2,3,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 2,6,,
Seamans,State Senate,61,,Genesee,LeRoy 2,5,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 2,1,,
Hawley,State Assembly,139,,Genesee,LeRoy 2,163,,
Hawley,State Assembly,139,,Genesee,LeRoy 2,34,,
Hawley,State Assembly,139,,Genesee,LeRoy 2,15,,
Hawley,State Assembly,139,,Genesee,LeRoy 2,1,,
Glogowski,State Assembly,139,,Genesee,LeRoy 2,21,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 3,99,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 3,142,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 3,30,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 3,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 3,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 3,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 3,3,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 3,4,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 3,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 3,22,,
DiNapoli,Comptroller,,,Genesee,LeRoy 3,140,,
Trichter,Comptroller,,,Genesee,LeRoy 3,119,,
Trichter,Comptroller,,,Genesee,LeRoy 3,25,,
Dunlea,Comptroller,,,Genesee,LeRoy 3,2,,
DiNapoli,Comptroller,,,Genesee,LeRoy 3,7,,
DiNapoli,Comptroller,,,Genesee,LeRoy 3,8,,
DiNapoli,Comptroller,,,Genesee,LeRoy 3,3,,
DiNapoli,Comptroller,,,Genesee,LeRoy 3,0,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 3,1,,
James,Attorney General,,,Genesee,LeRoy 3,106,,
Wofford,Attorney General,,,Genesee,LeRoy 3,138,,
Wofford,Attorney General,,,Genesee,LeRoy 3,29,,
Sussman,Attorney General,,,Genesee,LeRoy 3,4,,
James,Attorney General,,,Genesee,LeRoy 3,10,,
James,Attorney General,,,Genesee,LeRoy 3,7,,
Sliwa,Attorney General,,,Genesee,LeRoy 3,4,,
Garvey,Attorney General,,,Genesee,LeRoy 3,4,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 3,138,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 3,122,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 3,25,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 3,8,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 3,5,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 3,6,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 3,1,,
McMurray,U.S. House,27,,Genesee,LeRoy 3,143,,
Collins,U.S. House,27,,Genesee,LeRoy 3,118,,
Collins,U.S. House,27,,Genesee,LeRoy 3,25,,
McMurray,U.S. House,27,,Genesee,LeRoy 3,10,,
Collins,U.S. House,27,,Genesee,LeRoy 3,2,,
McMurray,U.S. House,27,,Genesee,LeRoy 3,2,,
Piegza,U.S. House,27,,Genesee,LeRoy 3,5,,
Seamans,State Senate,61,,Genesee,LeRoy 3,108,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 3,149,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 3,36,,
Seamans,State Senate,61,,Genesee,LeRoy 3,10,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 3,1,,
Seamans,State Senate,61,,Genesee,LeRoy 3,3,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 3,1,,
Hawley,State Assembly,139,,Genesee,LeRoy 3,190,,
Hawley,State Assembly,139,,Genesee,LeRoy 3,41,,
Hawley,State Assembly,139,,Genesee,LeRoy 3,19,,
Hawley,State Assembly,139,,Genesee,LeRoy 3,5,,
Glogowski,State Assembly,139,,Genesee,LeRoy 3,21,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 4,114,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 4,124,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 4,27,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 4,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 4,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 4,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 4,0,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 4,1,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 4,7,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 4,25,,
DiNapoli,Comptroller,,,Genesee,LeRoy 4,152,,
Trichter,Comptroller,,,Genesee,LeRoy 4,99,,
Trichter,Comptroller,,,Genesee,LeRoy 4,23,,
Dunlea,Comptroller,,,Genesee,LeRoy 4,2,,
DiNapoli,Comptroller,,,Genesee,LeRoy 4,7,,
DiNapoli,Comptroller,,,Genesee,LeRoy 4,7,,
DiNapoli,Comptroller,,,Genesee,LeRoy 4,1,,
DiNapoli,Comptroller,,,Genesee,LeRoy 4,2,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 4,8,,
James,Attorney General,,,Genesee,LeRoy 4,125,,
Wofford,Attorney General,,,Genesee,LeRoy 4,117,,
Wofford,Attorney General,,,Genesee,LeRoy 4,25,,
Sussman,Attorney General,,,Genesee,LeRoy 4,4,,
James,Attorney General,,,Genesee,LeRoy 4,6,,
James,Attorney General,,,Genesee,LeRoy 4,5,,
Sliwa,Attorney General,,,Genesee,LeRoy 4,2,,
Garvey,Attorney General,,,Genesee,LeRoy 4,9,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 4,152,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 4,104,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 4,27,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 4,7,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 4,10,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 4,5,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 4,0,,
McMurray,U.S. House,27,,Genesee,LeRoy 4,164,,
Collins,U.S. House,27,,Genesee,LeRoy 4,88,,
Collins,U.S. House,27,,Genesee,LeRoy 4,27,,
McMurray,U.S. House,27,,Genesee,LeRoy 4,14,,
Collins,U.S. House,27,,Genesee,LeRoy 4,1,,
McMurray,U.S. House,27,,Genesee,LeRoy 4,2,,
Piegza,U.S. House,27,,Genesee,LeRoy 4,9,,
Seamans,State Senate,61,,Genesee,LeRoy 4,127,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 4,128,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 4,29,,
Seamans,State Senate,61,,Genesee,LeRoy 4,8,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 4,7,,
Seamans,State Senate,61,,Genesee,LeRoy 4,3,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 4,0,,
Hawley,State Assembly,139,,Genesee,LeRoy 4,155,,
Hawley,State Assembly,139,,Genesee,LeRoy 4,34,,
Hawley,State Assembly,139,,Genesee,LeRoy 4,27,,
Hawley,State Assembly,139,,Genesee,LeRoy 4,4,,
Glogowski,State Assembly,139,,Genesee,LeRoy 4,36,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 5,177,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 5,246,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 5,36,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 5,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 5,2,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 5,5,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 5,1,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 5,4,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 5,2,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 5,18,,
DiNapoli,Comptroller,,,Genesee,LeRoy 5,241,,
Trichter,Comptroller,,,Genesee,LeRoy 5,192,,
Trichter,Comptroller,,,Genesee,LeRoy 5,33,,
Dunlea,Comptroller,,,Genesee,LeRoy 5,0,,
DiNapoli,Comptroller,,,Genesee,LeRoy 5,8,,
DiNapoli,Comptroller,,,Genesee,LeRoy 5,9,,
DiNapoli,Comptroller,,,Genesee,LeRoy 5,1,,
DiNapoli,Comptroller,,,Genesee,LeRoy 5,1,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 5,4,,
James,Attorney General,,,Genesee,LeRoy 5,188,,
Wofford,Attorney General,,,Genesee,LeRoy 5,232,,
Wofford,Attorney General,,,Genesee,LeRoy 5,37,,
Sussman,Attorney General,,,Genesee,LeRoy 5,2,,
James,Attorney General,,,Genesee,LeRoy 5,4,,
James,Attorney General,,,Genesee,LeRoy 5,4,,
Sliwa,Attorney General,,,Genesee,LeRoy 5,1,,
Garvey,Attorney General,,,Genesee,LeRoy 5,6,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 5,233,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 5,201,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 5,33,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 5,9,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 5,10,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 5,4,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 5,0,,
McMurray,U.S. House,27,,Genesee,LeRoy 5,256,,
Collins,U.S. House,27,,Genesee,LeRoy 5,182,,
Collins,U.S. House,27,,Genesee,LeRoy 5,28,,
McMurray,U.S. House,27,,Genesee,LeRoy 5,11,,
Collins,U.S. House,27,,Genesee,LeRoy 5,5,,
McMurray,U.S. House,27,,Genesee,LeRoy 5,1,,
Piegza,U.S. House,27,,Genesee,LeRoy 5,6,,
Seamans,State Senate,61,,Genesee,LeRoy 5,180,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 5,256,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 5,37,,
Seamans,State Senate,61,,Genesee,LeRoy 5,5,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 5,5,,
Seamans,State Senate,61,,Genesee,LeRoy 5,2,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 5,2,,
Hawley,State Assembly,139,,Genesee,LeRoy 5,303,,
Hawley,State Assembly,139,,Genesee,LeRoy 5,48,,
Hawley,State Assembly,139,,Genesee,LeRoy 5,22,,
Hawley,State Assembly,139,,Genesee,LeRoy 5,5,,
Glogowski,State Assembly,139,,Genesee,LeRoy 5,26,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 6,123,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 6,287,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 6,60,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 6,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 6,7,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 6,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 6,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 6,8,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 6,6,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 6,32,,
DiNapoli,Comptroller,,,Genesee,LeRoy 6,192,,
Trichter,Comptroller,,,Genesee,LeRoy 6,250,,
Trichter,Comptroller,,,Genesee,LeRoy 6,47,,
Dunlea,Comptroller,,,Genesee,LeRoy 6,4,,
DiNapoli,Comptroller,,,Genesee,LeRoy 6,10,,
DiNapoli,Comptroller,,,Genesee,LeRoy 6,6,,
DiNapoli,Comptroller,,,Genesee,LeRoy 6,3,,
DiNapoli,Comptroller,,,Genesee,LeRoy 6,3,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 6,8,,
James,Attorney General,,,Genesee,LeRoy 6,138,,
Wofford,Attorney General,,,Genesee,LeRoy 6,290,,
Wofford,Attorney General,,,Genesee,LeRoy 6,54,,
Sussman,Attorney General,,,Genesee,LeRoy 6,6,,
James,Attorney General,,,Genesee,LeRoy 6,10,,
James,Attorney General,,,Genesee,LeRoy 6,4,,
Sliwa,Attorney General,,,Genesee,LeRoy 6,5,,
Garvey,Attorney General,,,Genesee,LeRoy 6,12,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 6,181,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 6,263,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 6,51,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 6,15,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 6,8,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 6,2,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 6,6,,
McMurray,U.S. House,27,,Genesee,LeRoy 6,210,,
Collins,U.S. House,27,,Genesee,LeRoy 6,236,,
Collins,U.S. House,27,,Genesee,LeRoy 6,44,,
McMurray,U.S. House,27,,Genesee,LeRoy 6,18,,
Collins,U.S. House,27,,Genesee,LeRoy 6,4,,
McMurray,U.S. House,27,,Genesee,LeRoy 6,4,,
Piegza,U.S. House,27,,Genesee,LeRoy 6,13,,
Seamans,State Senate,61,,Genesee,LeRoy 6,145,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 6,307,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 6,53,,
Seamans,State Senate,61,,Genesee,LeRoy 6,10,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 6,5,,
Seamans,State Senate,61,,Genesee,LeRoy 6,2,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 6,7,,
Hawley,State Assembly,139,,Genesee,LeRoy 6,351,,
Hawley,State Assembly,139,,Genesee,LeRoy 6,60,,
Hawley,State Assembly,139,,Genesee,LeRoy 6,21,,
Hawley,State Assembly,139,,Genesee,LeRoy 6,7,,
Glogowski,State Assembly,139,,Genesee,LeRoy 6,29,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 7,68,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 7,127,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 7,22,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 7,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 7,3,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 7,1,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 7,2,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 7,2,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 7,0,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 7,18,,
DiNapoli,Comptroller,,,Genesee,LeRoy 7,91,,
Trichter,Comptroller,,,Genesee,LeRoy 7,107,,
Trichter,Comptroller,,,Genesee,LeRoy 7,18,,
Dunlea,Comptroller,,,Genesee,LeRoy 7,4,,
DiNapoli,Comptroller,,,Genesee,LeRoy 7,8,,
DiNapoli,Comptroller,,,Genesee,LeRoy 7,4,,
DiNapoli,Comptroller,,,Genesee,LeRoy 7,1,,
DiNapoli,Comptroller,,,Genesee,LeRoy 7,1,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 7,4,,
James,Attorney General,,,Genesee,LeRoy 7,77,,
Wofford,Attorney General,,,Genesee,LeRoy 7,118,,
Wofford,Attorney General,,,Genesee,LeRoy 7,19,,
Sussman,Attorney General,,,Genesee,LeRoy 7,4,,
James,Attorney General,,,Genesee,LeRoy 7,8,,
James,Attorney General,,,Genesee,LeRoy 7,3,,
Sliwa,Attorney General,,,Genesee,LeRoy 7,1,,
Garvey,Attorney General,,,Genesee,LeRoy 7,7,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 7,96,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 7,107,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 7,21,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 7,7,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 7,4,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 7,6,,
CC Farley,U.S. Senate,,,Genesee,LeRoy 7,2,,
McMurray,U.S. House,27,,Genesee,LeRoy 7,107,,
Collins,U.S. House,27,,Genesee,LeRoy 7,96,,
Collins,U.S. House,27,,Genesee,LeRoy 7,25,,
McMurray,U.S. House,27,,Genesee,LeRoy 7,11,,
Collins,U.S. House,27,,Genesee,LeRoy 7,1,,
McMurray,U.S. House,27,,Genesee,LeRoy 7,4,,
Piegza,U.S. House,27,,Genesee,LeRoy 7,5,,
Seamans,State Senate,61,,Genesee,LeRoy 7,81,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 7,130,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 7,18,,
Seamans,State Senate,61,,Genesee,LeRoy 7,6,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 7,3,,
Seamans,State Senate,61,,Genesee,LeRoy 7,3,,
Ranzenhofer ,State Senate,61,,Genesee,LeRoy 7,3,,
Hawley,State Assembly,139,,Genesee,LeRoy 7,147,,
Hawley,State Assembly,139,,Genesee,LeRoy 7,24,,
Hawley,State Assembly,139,,Genesee,LeRoy 7,20,,
Hawley,State Assembly,139,,Genesee,LeRoy 7,4,,
Glogowski,State Assembly,139,,Genesee,LeRoy 7,17,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 8,135,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 8,243,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 8,40,,
Hawkins Lee,Governor & Lt. Governor,,,Genesee,LeRoy 8,7,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 8,4,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 8,6,,
Cuomo Hochul,Governor & Lt. Governor,,,Genesee,LeRoy 8,3,,
Molinar O Killian,Governor & Lt. Governor,,,Genesee,LeRoy 8,1,,
Miner Volpe,Governor & Lt. Governor,,,Genesee,LeRoy 8,3,,
Sharpe Hollister ,Governor & Lt. Governor,,,Genesee,LeRoy 8,25,,
DiNapoli,Comptroller,,,Genesee,LeRoy 8,193,,
Trichter,Comptroller,,,Genesee,LeRoy 8,208,,
Trichter,Comptroller,,,Genesee,LeRoy 8,38,,
Dunlea,Comptroller,,,Genesee,LeRoy 8,1,,
DiNapoli,Comptroller,,,Genesee,LeRoy 8,6,,
DiNapoli,Comptroller,,,Genesee,LeRoy 8,7,,
DiNapoli,Comptroller,,,Genesee,LeRoy 8,2,,
DiNapoli,Comptroller,,,Genesee,LeRoy 8,0,,
Gallaudet ,Comptroller,,,Genesee,LeRoy 8,7,,
James,Attorney General,,,Genesee,LeRoy 8,163,,
Wofford,Attorney General,,,Genesee,LeRoy 8,229,,
Wofford,Attorney General,,,Genesee,LeRoy 8,42,,
Sussman,Attorney General,,,Genesee,LeRoy 8,5,,
James,Attorney General,,,Genesee,LeRoy 8,7,,
James,Attorney General,,,Genesee,LeRoy 8,4,,
Sliwa,Attorney General,,,Genesee,LeRoy 8,3,,
Garvey,Attorney General,,,Genesee,LeRoy 8,4,,
Gillibrand,U.S. Senate,,,Genesee,LeRoy 8,189,,
