county,precinct,office,district,party,candidate,election_day,absentee,votes,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,CON,Jonathan Trichter,26,1,27,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,CON,Jonathan Trichter,10,0,10,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,CON,Jonathan Trichter,18,4,22,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,CON,Jonathan Trichter,24,1,25,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,CON,Jonathan Trichter,17,0,17,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,CON,Jonathan Trichter,34,1,35,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,CON,Jonathan Trichter,13,7,20,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,CON,Jonathan Trichter,9,1,10,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,CON,Jonathan Trichter,23,1,24,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,CON,Jonathan Trichter,21,1,22,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,GRE,Mark Dunlea,7,0,7,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,GRE,Mark Dunlea,2,2,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,GRE,Mark Dunlea,1,0,1,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,GRE,Mark Dunlea,4,0,4,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,GRE,Mark Dunlea,9,0,9,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,GRE,Mark Dunlea,1,1,2,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,GRE,Mark Dunlea,0,0,0,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,GRE,Mark Dunlea,4,2,6,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,GRE,Mark Dunlea,7,1,8,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,GRE,Mark Dunlea,1,0,1,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,GRE,Mark Dunlea,12,0,12,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,GRE,Mark Dunlea,6,1,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,GRE,Mark Dunlea,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,GRE,Mark Dunlea,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,GRE,Mark Dunlea,4,1,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,GRE,Mark Dunlea,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,GRE,Mark Dunlea,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,GRE,Mark Dunlea,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,GRE,Mark Dunlea,1,1,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,GRE,Mark Dunlea,7,0,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,GRE,Mark Dunlea,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,GRE,Mark Dunlea,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,GRE,Mark Dunlea,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,GRE,Mark Dunlea,4,0,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,GRE,Mark Dunlea,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,GRE,Mark Dunlea,1,1,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,GRE,Mark Dunlea,5,0,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,GRE,Mark Dunlea,8,0,8,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,GRE,Mark Dunlea,3,0,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,GRE,Mark Dunlea,2,0,2,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,GRE,Mark Dunlea,7,0,7,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,GRE,Mark Dunlea,7,1,8,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,GRE,Mark Dunlea,0,0,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,GRE,Mark Dunlea,2,1,3,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,GRE,Mark Dunlea,0,0,0,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,GRE,Mark Dunlea,4,2,6,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,GRE,Mark Dunlea,4,0,4,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,GRE,Mark Dunlea,5,0,5,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,GRE,Mark Dunlea,2,0,2,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,GRE,Mark Dunlea,1,0,1,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,GRE,Mark Dunlea,0,0,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,GRE,Mark Dunlea,5,2,7,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,GRE,Mark Dunlea,2,0,2,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,GRE,Mark Dunlea,2,1,3,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,GRE,Mark Dunlea,5,0,5,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,GRE,Mark Dunlea,5,0,5,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,GRE,Mark Dunlea,8,1,9,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,GRE,Mark Dunlea,8,1,9,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,GRE,Mark Dunlea,2,1,3,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,GRE,Mark Dunlea,5,0,5,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,GRE,Mark Dunlea,1,0,1,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,LBT,Cruger E. Gallaudet,3,0,3,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,LBT,Cruger E. Gallaudet,2,1,3,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,LBT,Cruger E. Gallaudet,2,0,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,LBT,Cruger E. Gallaudet,3,2,5,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,LBT,Cruger E. Gallaudet,1,1,2,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,1,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,LBT,Cruger E. Gallaudet,5,1,6,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,1,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,LBT,Cruger E. Gallaudet,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,LBT,Cruger E. Gallaudet,5,0,5,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,LBT,Cruger E. Gallaudet,5,0,5,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,LBT,Cruger E. Gallaudet,3,1,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,LBT,Cruger E. Gallaudet,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,LBT,Cruger E. Gallaudet,6,0,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,LBT,Cruger E. Gallaudet,2,0,2,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,LBT,Cruger E. Gallaudet,2,1,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,LBT,Cruger E. Gallaudet,3,0,3,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,LBT,Cruger E. Gallaudet,1,0,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,LBT,Cruger E. Gallaudet,6,1,7,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,LBT,Cruger E. Gallaudet,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,LBT,Cruger E. Gallaudet,6,0,6,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,LBT,Cruger E. Gallaudet,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,LBT,Cruger E. Gallaudet,2,1,3,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,LBT,Cruger E. Gallaudet,1,0,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,LBT,Cruger E. Gallaudet,4,1,5,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,LBT,Cruger E. Gallaudet,3,1,4,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,LBT,Cruger E. Gallaudet,2,0,2,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,LBT,Cruger E. Gallaudet,2,1,3,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,LBT,Cruger E. Gallaudet,9,1,10,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,LBT,Cruger E. Gallaudet,1,0,1,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,LBT,Cruger E. Gallaudet,3,0,3,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,LBT,Cruger E. Gallaudet,6,0,6,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,LBT,Cruger E. Gallaudet,2,0,2,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,LBT,Cruger E. Gallaudet,7,0,7,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,LBT,Cruger E. Gallaudet,6,0,6,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,LBT,Cruger E. Gallaudet,5,1,6,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,LBT,Cruger E. Gallaudet,4,0,4,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,LBT,Cruger E. Gallaudet,2,0,2,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,LBT,Cruger E. Gallaudet,2,0,2,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,LBT,Cruger E. Gallaudet,8,0,8,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,LBT,Cruger E. Gallaudet,11,0,11,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,LBT,Cruger E. Gallaudet,5,0,5,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,LBT,Cruger E. Gallaudet,0,0,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,,Write-ins,,,1,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,,Write-ins,,,1,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,,Write-ins,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,,Void,,,2,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 3,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 4,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 5,Comptroller,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Herkimer 6,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 7,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 8,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Herkimer 9,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Litchfield 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Little Falls 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Manheim 2,Comptroller,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Manheim 3,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Newport 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Norway 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Ohio 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Russia 3,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Salisbury 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Schuyler 2,Comptroller,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Schuyler 3,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Stark 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Warren 1,Comptroller,,,Void,,,1,,,,,,,,,,,,
Herkimer,Town of Webb 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Webb 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Winfield 1,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,Town of Winfield 2,Comptroller,,,Void,,,0,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 1 1,Comptroller,,,Blanks,,,35,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 2 1,Comptroller,,,Blanks,,,23,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 1,Comptroller,,,Blanks,,,6,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 3 2,Comptroller,,,Blanks,,,16,,,,,,,,,,,,
Herkimer,City of Little Falls Ward 4 1,Comptroller,,,Blanks,,,23,,,,,,,,,,,,
Herkimer,Town of Columbia 1,Comptroller,,,Blanks,,,29,,,,,,,,,,,,
Herkimer,Town of Columbia 2,Comptroller,,,Blanks,,,13,,,,,,,,,,,,
Herkimer,Town of Danube 1,Comptroller,,,Blanks,,,31,,,,,,,,,,,,
Herkimer,Town of Fairfield 1,Comptroller,,,Blanks,,,37,,,,,,,,,,,,
Herkimer,Town of Frankfort 1,Comptroller,,,Blanks,,,25,,,,,,,,,,,,
Herkimer,Town of Frankfort 2,Comptroller,,,Blanks,,,40,,,,,,,,,,,,
Herkimer,Town of Frankfort 3,Comptroller,,,Blanks,,,33,,,,,,,,,,,,
Herkimer,Town of Frankfort 4,Comptroller,,,Blanks,,,29,,,,,,,,,,,,
Herkimer,Town of Frankfort 5,Comptroller,,,Blanks,,,35,,,,,,,,,,,,
Herkimer,Town of Frankfort 6,Comptroller,,,Blanks,,,65,,,,,,,,,,,,
Herkimer,Town of German Flatts 1,Comptroller,,,Blanks,,,34,,,,,,,,,,,,
Herkimer,Town of German Flatts 2,Comptroller,,,Blanks,,,26,,,,,,,,,,,,
Herkimer,Town of German Flatts 3,Comptroller,,,Blanks,,,28,,,,,,,,,,,,
Herkimer,Town of German Flatts 4,Comptroller,,,Blanks,,,13,,,,,,,,,,,,
Herkimer,Town of German Flatts 5,Comptroller,,,Blanks,,,6,,,,,,,,,,,,
Herkimer,Town of German Flatts 6,Comptroller,,,Blanks,,,11,,,,,,,,,,,,
Herkimer,Town of German Flatts 7,Comptroller,,,Blanks,,,9,,,,,,,,,,,,
Herkimer,Town of German Flatts 8,Comptroller,,,Blanks,,,13,,,,,,,,,,,,
Herkimer,Town of German Flatts 9,Comptroller,,,Blanks,,,18,,,,,,,,,,,,
Herkimer,Town of German Flatts 10,Comptroller,,,Blanks,,,13,,,,,,,,,,,,
Herkimer,Town of German Flatts 11,Comptroller,,,Blanks,,,21,,,,,,,,,,,,
Herkimer,Town of German Flatts 12,Comptroller,,,Blanks,,,20,,,,,,,,,,,,
Herkimer,Town of German Flatts 13,Comptroller,,,Blanks,,,26,,,,,,,,,,,,
Herkimer,Town of German Flatts 14,Comptroller,,,Blanks,,,21,,,,,,,,,,,,
