county,precinct,office,district,candidate,party,votes,,,,,,,
Monroe,Greece 65,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Greece 66,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 67,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 68,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 69,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Greece 70,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Greece 71,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Greece 72,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 73,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 74,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Greece 75,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 76,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Greece 77,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 78,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 79,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Greece 80,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 81,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Greece 82,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 83,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 84,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 85,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 86,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 87,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Greece 88,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 89,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 90,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Greece 91,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 92,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Greece 93,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 94,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 95,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 96,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 97,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 98,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 99,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 100,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Greece 101,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 102,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 103,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 104,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Greece 105,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Greece 106,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 107,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Greece 108,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Greece 109,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Hamlin 1,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Hamlin 2,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Hamlin 3,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Hamlin 4,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Hamlin 5,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Hamlin 6,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Hamlin 7,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Hamlin 8,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Hamlin 9,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Hamlin 10,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Henrietta 1,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Henrietta 2,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Henrietta 3,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Henrietta 4,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Henrietta 5,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Henrietta 6,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Henrietta 7,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Henrietta 8,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Henrietta 9,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Henrietta 10,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Henrietta 11,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Henrietta 12,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Henrietta 13,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Henrietta 14,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Henrietta 15,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Henrietta 16,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Henrietta 17,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Henrietta 18,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Henrietta 19,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Henrietta 20,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Henrietta 21,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Henrietta 22,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Henrietta 23,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Henrietta 24,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Henrietta 25,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Henrietta 26,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Henrietta 27,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Henrietta 28,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Henrietta 29,Comptroller,,Cruger E. Gallaudet,LBT,14,,,,,,,
Monroe,Henrietta 30,Comptroller,,Cruger E. Gallaudet,LBT,10,,,,,,,
Monroe,Henrietta 31,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Henrietta 32,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Henrietta 33,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Henrietta 34,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Henrietta 35,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 1,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 2,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 3,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 4,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 5,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Irondequoit 6,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 7,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Irondequoit 8,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 9,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 10,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 11,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Irondequoit 12,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Irondequoit 13,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 14,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Irondequoit 15,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Irondequoit 16,Comptroller,,Cruger E. Gallaudet,LBT,11,,,,,,,
Monroe,Irondequoit 17,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 18,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Irondequoit 19,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 20,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Irondequoit 21,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Irondequoit 22,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 23,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 24,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 25,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 26,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Irondequoit 27,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Irondequoit 28,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 29,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 30,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Irondequoit 31,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 32,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Irondequoit 33,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 34,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 35,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 36,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Irondequoit 37,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Irondequoit 38,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 39,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 40,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 41,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 42,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Irondequoit 43,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 44,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Irondequoit 45,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 46,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Irondequoit 47,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 48,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 49,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 50,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Irondequoit 51,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 52,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Irondequoit 53,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Irondequoit 54,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 55,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Irondequoit 56,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 57,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Irondequoit 58,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 59,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 60,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 61,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Irondequoit 62,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Irondequoit 63,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Irondequoit 64,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Irondequoit 65,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 66,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Irondequoit 67,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Irondequoit 68,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Mendon 1,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Mendon 2,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Mendon 3,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Mendon 4,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Mendon 5,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Mendon 6,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Mendon 7,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Mendon 8,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Mendon 9,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Ogden 1,Comptroller,,Cruger E. Gallaudet,LBT,48,,,,,,,
Monroe,Ogden 2,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Ogden 3,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Ogden 4,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Ogden 5,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Ogden 6,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Ogden 7,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Ogden 8,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Ogden 9,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Ogden 10,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Ogden 11,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Ogden 12,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Ogden 13,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Ogden 14,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Ogden 15,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Ogden 16,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Ogden 17,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Ogden 18,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Ogden 19,Comptroller,,Cruger E. Gallaudet,LBT,11,,,,,,,
Monroe,Ogden 20,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Parma 1,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Parma 2,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Parma 3,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Parma 4,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Parma 5,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Parma 6,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Parma 7,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Parma 8,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Parma 9,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Parma 10,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Parma 11,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Parma 12,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Parma 13,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Parma 14,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Parma 15,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Penfield 1,Comptroller,,Cruger E. Gallaudet,LBT,11,,,,,,,
Monroe,Penfield 2,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Penfield 3,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Penfield 4,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 5,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 6,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Penfield 7,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Penfield 8,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 9,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 10,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Penfield 11,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Penfield 12,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Penfield 13,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Penfield 14,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Penfield 15,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 16,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Penfield 17,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 18,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Penfield 19,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Penfield 20,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Penfield 21,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Penfield 22,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Penfield 23,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Penfield 24,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Penfield 25,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Penfield 26,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Penfield 27,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 28,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Penfield 29,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Penfield 30,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Penfield 31,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Penfield 32,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Penfield 33,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Penfield 34,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Penfield 35,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Penfield 36,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Penfield 37,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Penfield 38,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Penfield 39,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Penfield 40,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Penfield 41,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Penfield 42,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 1,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Perinton 2,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 3,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Perinton 4,Comptroller,,Cruger E. Gallaudet,LBT,0,,,,,,,
Monroe,Perinton 5,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 6,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 7,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Perinton 8,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Perinton 9,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 10,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 11,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 12,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 13,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 14,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Perinton 15,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Perinton 16,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Perinton 17,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 18,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Perinton 19,Comptroller,,Cruger E. Gallaudet,LBT,9,,,,,,,
Monroe,Perinton 20,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 21,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 22,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Perinton 23,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Perinton 24,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Perinton 25,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Perinton 26,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Perinton 27,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 28,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 29,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 30,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 31,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 32,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Perinton 33,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Perinton 34,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Perinton 35,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 36,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Perinton 37,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 38,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Perinton 39,Comptroller,,Cruger E. Gallaudet,LBT,10,,,,,,,
Monroe,Perinton 40,Comptroller,,Cruger E. Gallaudet,LBT,8,,,,,,,
Monroe,Perinton 41,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Perinton 42,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 43,Comptroller,,Cruger E. Gallaudet,LBT,5,,,,,,,
Monroe,Perinton 44,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Perinton 45,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Perinton 46,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Perinton 47,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 48,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Perinton 49,Comptroller,,Cruger E. Gallaudet,LBT,7,,,,,,,
Monroe,Perinton 50,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 51,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 52,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Perinton 53,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Perinton 54,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Perinton 55,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Perinton 56,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Pittsford 1,Comptroller,,Cruger E. Gallaudet,LBT,4,,,,,,,
Monroe,Pittsford 2,Comptroller,,Cruger E. Gallaudet,LBT,3,,,,,,,
Monroe,Pittsford 3,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
Monroe,Pittsford 4,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Pittsford 5,Comptroller,,Cruger E. Gallaudet,LBT,6,,,,,,,
Monroe,Pittsford 6,Comptroller,,Cruger E. Gallaudet,LBT,2,,,,,,,
Monroe,Pittsford 7,Comptroller,,Cruger E. Gallaudet,LBT,1,,,,,,,
